"response","n","k","shape","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
"q2_d04",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,-8.4603233029305e-17,0.00338219736068056,0.106954471559606,0.00239277137398152,0.107443061870051,1.00456820835371,0.0224740678637365,0.106900980947828,0.946,0.00714730718522718,0.421169063308016,"11e_floor_sweep",1000
"q2_d08",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,1.46639563556109e-17,0.00407853104804949,0.1289744761955,0.00288540002222224,0.107443061870051,0.833056780220513,0.0186370367460699,0.128909972827527,0.895,0.00969407035254026,0.421169063308016,"11e_floor_sweep",1000
"q2_d12",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,4.77734036141361e-18,0.00505025066128455,0.159702948444307,0.00357285336279766,0.107443061870051,0.672768179402268,0.0150510812453716,0.159623076997229,0.807,0.0124800240384384,0.421169063308016,"11e_floor_sweep",1000
"q2_d16",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,-2.43323427812775e-17,0.00703035012753447,0.222319191514642,0.00497369571917794,0.107443061870051,0.483282892214794,0.0108119413163769,0.222208004115082,0.653,0.0150529399121899,0.421169063308016,"11e_floor_sweep",1000
"q3_d00",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,5.12968311287853e-17,0.00330584485514889,0.104539993334199,0.00233875498460938,0.107443061870051,1.02776993228392,0.0229931337806419,0.104487710263495,0.952,0.00675988165576884,0.421169063308016,"11e_floor_sweep",1000
"q3_d04",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,8.12526722336962e-17,0.00345434780984474,0.109236069095236,0.00244381497403484,0.107443061870051,0.98358594152979,0.0220046553493702,0.109181437399348,0.939,0.00756828910652864,0.421169063308016,"11e_floor_sweep",1000
"q3_d08",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,6.73072708679001e-18,0.00370904173517379,0.117290198197722,0.00262400089125515,0.107443061870051,0.916044678251188,0.0204936310884956,0.117231538430014,0.927,0.00822623850857729,0.421169063308016,"11e_floor_sweep",1000
"q3_d12",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,9.30271213794159e-17,0.0046388614761043,0.146693680145003,0.00328181172303161,0.107443061870051,0.732431429655631,0.0163858596347481,0.146620314959047,0.858,0.0110379345894058,0.421169063308016,"11e_floor_sweep",1000
"q3_d16",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,-6.34228455344277e-18,0.00605221700114384,0.191387906172084,0.0042817050707376,0.107443061870051,0.561388982297787,0.0125593204933199,0.191292188283541,0.733,0.0139896747639107,0.421169063308016,"11e_floor_sweep",1000
"q5_d00",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,2.28652004014701e-17,0.00341580046958546,0.108017095165628,0.00241654424956802,0.107443061870051,0.994685718082895,0.0222529780908748,0.107963073109153,0.954,0.00662449998113065,0.421169063308016,"11e_floor_sweep",1000
"q5_d04",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,-8.74977648386392e-17,0.00332776828880757,0.105233273179129,0.0023542649501388,0.107443061870051,1.02099895426763,0.0228416543507969,0.105180643381799,0.954,0.00662449998113065,0.421169063308016,"11e_floor_sweep",1000
"q5_d08",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,-7.92457869073712e-17,0.00368471291961106,0.116520853498199,0.00260678921280074,0.107443061870051,0.922092987172565,0.0206289430603751,0.116462578499056,0.932,0.00796090447122687,0.421169063308016,"11e_floor_sweep",1000
"q5_d12",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,9.0571664344884e-17,0.00430044261541182,0.135991936115529,0.0030423937128072,0.107443061870051,0.790069359544782,0.0176753278232515,0.135923923139974,0.873,0.0105295299040366,0.421169063308016,"11e_floor_sweep",1000
"q5_d16",200,8,"congeneric","omega","centred",1000,1000,1000,1000,0,1.70860690911412e-17,0.00529151807710915,0.167332494036194,0.00374354055354854,0.107443061870051,0.642093231735438,0.014364825349706,0.167248806862149,0.793,0.0128121426779442,0.421169063308016,"11e_floor_sweep",1000
