r	br	n	method	bias_ci	bias_es	bias_var
r=0.3	br=0.5	n=25	Tetrachoric (r)	0.9884	0.16272183357889	1.00266786143986
r=0.3	br=0.5	n=25	Cooper (z)	1	0.0471310310243066	1.95611516064703
r=0.3	br=0.5	n=25	Lipsey (z)	0.999457406402604	0.0500121797883271	
r=0.3	br=0.5	n=25	Tetrachoric (z)	1	0.240537478586176	1.04519293796138
r=0.3	br=0.5	n=50	Cooper (r)	1	0.0457848956573087	2.38103654873548
r=0.3	br=0.5	n=50	Lipsey (r)	0.997986036519871	0.0164855750410117	0.564185027376522
r=0.3	br=0.5	n=50	Tetrachoric (r)	0.927466666666667	0.176651296503827	0.952933954455774
r=0.3	br=0.5	n=50	Cooper (z)	1	0.0556083163803036	2.49965094597464
r=0.3	br=0.5	n=50	Lipsey (z)	0.997986036519871	0.0276377847388523	
r=0.3	br=0.5	n=50	Tetrachoric (z)	1	0.238372781964275	0.936319245387975
r=0.3	br=0.5	n=75	Cooper (r)	1	0.0446397260655149	3.02372532236647
r=0.3	br=0.5	n=75	Lipsey (r)	0.998532746431906	0.0112153211932784	0.613210556245233
r=0.3	br=0.5	n=75	Tetrachoric (r)	0.9088	0.179091183738764	0.976460544563988
r=0.3	br=0.5	n=75	Cooper (z)	1	0.0526858490626024	3.18192154276333
r=0.3	br=0.5	n=75	Lipsey (z)	0.998532746431906	0.0174783274531758	
r=0.3	br=0.5	n=75	Tetrachoric (z)	0.99	0.231073329999722	0.953407023203051
r=0.3	br=0.5	n=100	Cooper (r)	1	0.0442496515902485	3.4298236539777
r=0.3	br=0.5	n=100	Lipsey (r)	0.999065919402188	0.00898378959824082	0.621738684510814
r=0.3	br=0.5	n=100	Tetrachoric (r)	0.858933333333333	0.180834664812654	0.953958233952023
r=0.3	br=0.5	n=100	Cooper (z)	1	0.0516045631318417	3.64762318258911
r=0.3	br=0.5	n=100	Lipsey (z)	0.999065919402188	0.0132535381172415	
r=0.3	br=0.5	n=100	Tetrachoric (z)	0.972666666666667	0.229259615334549	0.937097359151522
r=0.3	br=0.5	n=300	Cooper (r)	0.999866666666667	0.0428036575496632	6.06233006419048
r=0.3	br=0.5	n=300	Lipsey (r)	1	0.00260594312683433	0.667145740669723
r=0.3	br=0.5	n=300	Tetrachoric (r)	0.2736	0.18189466706392	0.949769156154324
r=0.3	br=0.5	n=300	Cooper (z)	1	0.0484066451045658	6.60367935369533
r=0.3	br=0.5	n=300	Lipsey (z)	1	0.00358874337189307	0.665941299866933
r=0.3	br=0.5	n=300	Tetrachoric (z)	0.3992	0.220564422069201	0.939924052297016
r=0.3	br=0.7	n=25	Cooper (r)	1	0.0836920230233698	2.4699604528858
r=0.3	br=0.7	n=25	Lipsey (r)	0.999056603773585	-0.0800783758777568	0.701133190840212
r=0.3	br=0.7	n=25	Tetrachoric (r)	0.997178177909164	0.187894081929062	1.58533137182891
r=0.3	br=0.7	n=25	Cooper (z)	1	0.101785591483269	2.77726549243924
r=0.3	br=0.7	n=25	Lipsey (z)	0.999056603773585	-0.0860620931103835	
r=0.3	br=0.7	n=25	Tetrachoric (z)	1	0.263953640774442	1.69282608527834
r=0.3	br=0.7	n=50	Cooper (r)	1	0.138584738743496	2.41603381655824
r=0.3	br=0.7	n=50	Lipsey (r)	0.980982991830722	-0.085310564887473	0.813880943930576
r=0.3	br=0.7	n=50	Tetrachoric (r)	0.88328664799253	0.243591346176263	1.27033405587552
r=0.3	br=0.7	n=50	Cooper (z)	1	0.171994634741902	2.97121684345569
r=0.3	br=0.7	n=50	Lipsey (z)	0.984866747020222	-0.0920819426699824	
r=0.3	br=0.7	n=50	Tetrachoric (z)	1	0.333870073966896	1.40713542490094
r=0.3	br=0.7	n=75	Cooper (r)	1	0.157247544663129	2.48359106403283
r=0.3	br=0.7	n=75	Lipsey (r)	0.967066666666667	-0.0866863763166069	0.85653914703657
r=0.3	br=0.7	n=75	Tetrachoric (r)	0.6856	0.263463062160624	1.17293777797317
r=0.3	br=0.7	n=75	Cooper (z)	1	0.195632848965261	3.09170492659206
r=0.3	br=0.7	n=75	Lipsey (z)	0.9828	-0.093756361403632	0.862773789245212
r=0.3	br=0.7	n=75	Tetrachoric (z)	0.992266666666667	0.356921424945521	1.28324468365807
r=0.3	br=0.7	n=100	Cooper (r)	0.992933333333333	0.162517436381574	2.38334736342714
r=0.3	br=0.7	n=100	Lipsey (r)	0.952101400933956	-0.0874907997544607	0.879625336882543
r=0.3	br=0.7	n=100	Tetrachoric (r)	0.5616	0.269437679492019	1.05026212208902
r=0.3	br=0.7	n=100	Cooper (z)	1	0.202376448681059	2.98857933691687
r=0.3	br=0.7	n=100	Lipsey (z)	0.97371581054036	-0.0944736555704409	0.882147299111787
r=0.3	br=0.7	n=100	Tetrachoric (z)	0.893733333333333	0.362053046866037	1.15598458626862
r=0.3	br=0.7	n=300	Cooper (r)	0.889333333333333	0.169672463728596	2.06858105740474
r=0.3	br=0.7	n=300	Lipsey (r)	0.4272	-0.0890944944660274	0.905884443157996
r=0.3	br=0.7	n=300	Tetrachoric (r)	0.0741333333333333	0.279165152213152	0.671678956535101
r=0.3	br=0.7	n=300	Cooper (z)	1	0.21003611086838	2.46090065171266
r=0.3	br=0.7	n=300	Lipsey (z)	0.638933333333333	-0.0957115282960125	0.905879163136775
r=0.3	br=0.7	n=300	Tetrachoric (z)	0.124	0.367017542242511	0.676921150445963
r=0.5	br=0.3	n=25	Cooper (r)	0.999066666666667	0.0199070384691813	1.91847418717184
r=0.5	br=0.3	n=25	Lipsey (r)	0.990601503759398	0.233774851641055	0.18185396043945
r=0.5	br=0.3	n=25	Tetrachoric (r)	0.894133333333333	0.200737328748048	1.09603773462625
r=0.5	br=0.3	n=25	Cooper (z)	1	0.0210030402997029	2.46352825047945
r=0.5	br=0.3	n=25	Lipsey (z)	0.990601503759398	0.287203374094887	
r=0.5	br=0.3	n=25	Tetrachoric (z)	1	0.403015686766344	1.16551254332993
r=0.5	br=0.3	n=50	Cooper (r)	1	0.0279916524769876	2.37968242157478
r=0.5	br=0.3	n=50	Lipsey (r)	0.930856875292649	0.209411810256599	0.201042096880502
r=0.5	br=0.3	n=50	Tetrachoric (r)	0.6516	0.218043614549146	1.00391779954551
r=0.5	br=0.3	n=50	Cooper (z)	1	0.0392049315169652	3.03205912459465
r=0.5	br=0.3	n=50	Lipsey (z)	0.930856875292649	0.314676464943302	
r=0.5	br=0.3	n=50	Tetrachoric (z)	1	0.409006354785299	0.985906073144515
r=0.5	br=0.3	n=75	Cooper (r)	1	0.0267356457265277	2.8594806296912
r=0.5	br=0.3	n=75	Lipsey (r)	0.827931644077784	0.196007551246229	0.213781637319545
r=0.5	br=0.3	n=75	Tetrachoric (r)	0.4288	0.220495197833584	0.99551140827
r=0.5	br=0.3	n=75	Cooper (z)	1	0.0375353986846613	3.58977982971299
r=0.5	br=0.3	n=75	Lipsey (z)	0.827931644077784	0.339031651042597	
r=0.5	br=0.3	n=75	Tetrachoric (z)	0.904	0.394615725227701	0.95073824175243
r=0.5	br=0.3	n=100	Cooper (r)	1	0.0262825652360302	3.24362201910351
r=0.5	br=0.3	n=100	Lipsey (r)	0.735870653884676	0.191159522558553	0.214388662597346
r=0.5	br=0.3	n=100	Tetrachoric (r)	0.248	0.222194205702407	0.965896231656699
r=0.5	br=0.3	n=100	Cooper (z)	1	0.0366450493249669	4.09079359724867
r=0.5	br=0.3	n=100	Lipsey (z)	0.735870653884676	0.332309840030728	
r=0.5	br=0.3	n=100	Tetrachoric (z)	0.668266666666667	0.390669993670965	0.912460718276042
r=0.5	br=0.3	n=300	Cooper (r)	1	0.0241389735240208	5.55971008671899
r=0.5	br=0.3	n=300	Lipsey (r)	0.241985244802146	0.178976492874682	0.215470885273536
r=0.5	br=0.3	n=300	Tetrachoric (r)	0	0.22476402096935	0.91821293966165
r=0.5	br=0.3	n=300	Cooper (z)	1	0.0330177397967423	7.3519066257885
r=0.5	br=0.3	n=300	Lipsey (z)	0.241985244802146	0.314366605315094	
r=0.5	br=0.3	n=300	Tetrachoric (z)	0	0.378345184619237	0.90564139048267
r=0.5	br=0.5	n=25	Cooper (r)	0.999799959991998	0.0580338533722607	2.27537022147237
r=0.5	br=0.5	n=25	Lipsey (r)	1	0.0340803479573784	0.277705235307107
r=0.5	br=0.5	n=25	Tetrachoric (r)	0.935187037407482	0.218726844707366	1.39287527076827
r=0.5	br=0.5	n=25	Cooper (z)	1	0.0757755277699414	3.2583018353848
r=0.5	br=0.5	n=25	Lipsey (z)	1	0.047117631451159	
r=0.5	br=0.5	n=25	Tetrachoric (z)	1	0.425780919927361	1.58008536460314
r=0.5	br=0.5	n=50	Cooper (r)	1	0.0907390418543149	2.28188170434329
r=0.5	br=0.5	n=50	Lipsey (r)	0.995082974800246	0.0225638695891258	0.337619789988949
r=0.5	br=0.5	n=50	Tetrachoric (r)	0.4468	0.255277553646416	1.19207256452467
r=0.5	br=0.5	n=50	Cooper (z)	1	0.136012323099083	3.38813768848019
r=0.5	br=0.5	n=50	Lipsey (z)	0.995492726900225	0.057687652978863	
r=0.5	br=0.5	n=50	Tetrachoric (z)	1	0.491924706197787	1.29148135109867
r=0.5	br=0.5	n=75	Cooper (r)	1	0.0942957800429484	2.21512283256653
r=0.5	br=0.5	n=75	Lipsey (r)	0.982737611697807	0.0193477494721273	0.35396489470064
r=0.5	br=0.5	n=75	Tetrachoric (r)	0.2456	0.261601517529207	1.03679148819121
r=0.5	br=0.5	n=75	Cooper (z)	1	0.143572500126024	3.18048873827637
r=0.5	br=0.5	n=75	Lipsey (z)	0.982940698619009	0.0497020107868627	
r=0.5	br=0.5	n=75	Tetrachoric (z)	0.7536	0.500001500723765	1.03931586522072
r=0.5	br=0.5	n=100	Cooper (r)	0.9868	0.0953077967154195	2.38110613828192
r=0.5	br=0.5	n=100	Lipsey (r)	0.981905910735826	0.0120664762879404	0.387413120107974
r=0.5	br=0.5	n=100	Tetrachoric (r)	0.123	0.264377924714271	1.01282881628167
r=0.5	br=0.5	n=100	Cooper (z)	1	0.144131334007243	3.34909770023411
r=0.5	br=0.5	n=100	Lipsey (z)	0.981905910735826	0.0367760938402697	
r=0.5	br=0.5	n=100	Tetrachoric (z)	0.4606	0.493798925955498	0.987158088693852
r=0.5	br=0.5	n=300	Cooper (r)	0.9818	0.0913434892279324	3.18100453515682
r=0.5	br=0.5	n=300	Lipsey (r)	0.9868	0.00554803313506283	0.420185154234723
r=0.5	br=0.5	n=300	Tetrachoric (r)	0	0.26660861404031	0.92981184648271
r=0.5	br=0.5	n=300	Cooper (z)	1	0.134581892549212	4.53981349721894
r=0.5	br=0.5	n=300	Lipsey (z)	0.9868	0.012788804971042	0.406138786574474
r=0.5	br=0.5	n=300	Tetrachoric (z)	0	0.477858510189501	0.888618294194773
