"rho","n","p_exp","p_case","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0,25,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.0384257428569202,0.0191492274442456,0.331674348591256,0.013563172737407,0.413705642584704,1.24732480621991,0.0510069044478988,0.333343243993079,0.953333333333333,0.0121776966745069,1.60003422496972,"03a_2x2_to_cor_CAT",300
0.1,25,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.124119272775602,0.0191150190573518,0.331081841949807,0.0135389433390222,0.401494640866266,1.21267490389018,0.0495899645710934,0.353065710583255,0.9,0.0173205080756888,1.5375191770393,"03a_2x2_to_cor_CAT",300
0.25,25,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.180478266947355,0.0166159935443779,0.28779745037099,0.0117689129392925,0.365888830582971,1.27134145945809,0.051989018433582,0.339298815263031,0.85,0.0206155281280883,1.37676436148583,"03a_2x2_to_cor_CAT",300
0.5,25,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.209774533441561,0.00955609468980278,0.165516415246776,0.00676846955576588,0.269275592280901,1.62688149014964,0.0665281314877401,0.267038798025769,0.77,0.0242967761921892,0.967688284147929,"03a_2x2_to_cor_CAT",300
0,50,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.000340205059237427,0.0168763111058822,0.292306282797268,0.0119532928085871,0.320197346478135,1.09541725690587,0.0447949428047584,0.291818897307382,0.943333333333333,0.0133486023682326,1.24105325889837,"03a_2x2_to_cor_CAT",300
0.1,50,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.0641513321061754,0.017714576161243,0.306825459458213,0.0125470260951489,0.307248507061404,1.00137878911332,0.0409494238852255,0.312959182281281,0.863333333333333,0.0198316992790909,1.18319029264638,"03a_2x2_to_cor_CAT",300
0.25,50,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.191186200516426,0.0144474417909703,0.250237032213544,0.0102329532193972,0.269870271465389,1.07845856817504,0.0441014504510893,0.314582273792797,0.786666666666667,0.023651795014489,1.02191727112741,"03a_2x2_to_cor_CAT",300
0.5,50,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.299839468079758,0.00589314158668208,0.102072206443304,0.00417404292360551,0.166757756249795,1.6337234401063,0.066807919627875,0.3166823532008,0.413333333333333,0.0284305521630568,0.600218919390461,"03a_2x2_to_cor_CAT",300
0,100,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.0207768758593599,0.0131628393947668,0.227987066036052,0.00932308444013057,0.225302113631404,0.988223224890208,0.0404114528579995,0.228553102165055,0.936666666666667,0.0140620318852128,0.877856390902217,"03a_2x2_to_cor_CAT",300
0.1,100,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.0614832977560699,0.0130176745413043,0.22547273701935,0.00922026588054929,0.219272628671782,0.972501738216647,0.0397685534587905,0.233342433328135,0.903333333333333,0.0170608931206451,0.85287572560735,"03a_2x2_to_cor_CAT",300
0.25,100,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.224533836395839,0.0113305761594326,0.19625133587166,0.00802531392517934,0.184652819265077,0.940899680733036,0.0384762492262558,0.29799605460801,0.673333333333333,0.0270773925108232,0.709291938069211,"03a_2x2_to_cor_CAT",300
0.5,100,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.347709486345532,0.00328103079099717,0.0568291203120501,0.00232391554722582,0.102457395327626,1.80290306738921,0.0737261890636465,0.352307636373474,0.1,0.0173205080756888,0.383444324260261,"03a_2x2_to_cor_CAT",300
0,300,0.3,0.1,"tetrachoric (r)","own",300,300,0,-0.00593764891033641,0.00757611941558202,0.131222237519971,0.00536607633973455,0.130307755925611,0.993031047087417,0.040608059328257,0.131137842398489,0.946666666666667,0.0129729062394013,0.509939701635368,"03a_2x2_to_cor_CAT",300
0.1,300,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.10335863871513,0.00773997798143287,0.134060351133061,0.00548213543609286,0.124129638549146,0.925923567259211,0.037863830403868,0.169101385812806,0.826666666666667,0.0218547392944787,0.484913903911094,"03a_2x2_to_cor_CAT",300
0.25,300,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.234173194644507,0.00592093330586842,0.102553573139909,0.00419372747166842,0.104039861233328,1.01449279676869,0.0414856955380226,0.255576334981477,0.396666666666667,0.0282443045717316,0.405412529780464,"03a_2x2_to_cor_CAT",300
0.5,300,0.3,0.1,"tetrachoric (r)","own",300,300,0,0.399353841738737,0.00166186864876077,0.0287844093515949,0.00117708203193319,0.0495441714122483,1.72121549575945,0.0703857358473528,0.400386402523616,0,0,0.19045189346024,"03a_2x2_to_cor_CAT",300
0,25,0.5,0.1,"tetrachoric (r)","own",300,300,0,-0.00843603924141066,0.0194660271946298,0.337161481226162,0.0137875582772487,0.407062036412765,1.2073207026271,0.0493710149992908,0.336704774195378,0.936666666666667,0.0140620318852128,1.57024755072339,"03a_2x2_to_cor_CAT",300
0.1,25,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.063093512126258,0.0188703422713322,0.326843915701621,0.0133656416471769,0.394703863411427,1.20762187836397,0.0493833309910484,0.332342664558972,0.936666666666667,0.0140620318852128,1.52114294202093,"03a_2x2_to_cor_CAT",300
0.25,25,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.167363071904699,0.0143549784932399,0.248635520918501,0.0101674625523383,0.359283633827325,1.44502134087708,0.0590913169462753,0.299372601772858,0.916666666666667,0.0159571184626056,1.37009129197133,"03a_2x2_to_cor_CAT",300
0,50,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.00929377889732512,0.017055135476987,0.295403611761119,0.0120799520089133,0.300482786121833,1.01719401577534,0.0415961565976264,0.295057266512058,0.91,0.0165227116418583,1.16469731778274,"03a_2x2_to_cor_CAT",300
0.1,50,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.115551282759363,0.0163947986528225,0.283966242465504,0.011612243197313,0.295684177942702,1.04126524116197,0.0425805022044138,0.306137446883659,0.91,0.0165227116418583,1.14300559190077,"03a_2x2_to_cor_CAT",300
0.25,50,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.223013629077266,0.0111500866561056,0.193125165971706,0.00789747533127045,0.270692075690595,1.4016406113031,0.0573173469929589,0.2948017707772,0.843333333333333,0.0209858859095204,1.03669256861604,"03a_2x2_to_cor_CAT",300
0,100,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.0296035577792975,0.0135310860291019,0.234365284839898,0.00958390920321815,0.214423683776706,0.914912308464052,0.0374135465464357,0.235839706330702,0.903333333333333,0.0170608931206451,0.836124454448017,"03a_2x2_to_cor_CAT",300
0.1,100,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.11465088261416,0.0117296454902339,0.203163419438563,0.00830797004191396,0.209725200048682,1.03229804178456,0.0422138061525689,0.232986298521713,0.876666666666667,0.0189843990531017,0.816713956153596,"03a_2x2_to_cor_CAT",300
0.25,100,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.295746987362168,0.009657918130486,0.167280048973424,0.00684058990206834,0.181325539085085,1.0839639287402,0.0443265813864304,0.339640427416605,0.546666666666667,0.028741504380844,0.699989234752586,"03a_2x2_to_cor_CAT",300
0,300,0.5,0.1,"tetrachoric (r)","own",300,300,0,-0.000866744750286072,0.0069523249677865,0.120417800749359,0.00492425006383283,0.123665505424807,1.0269703038524,0.0419959387468429,0.120220061392917,0.963333333333333,0.0108508405545718,0.484166605319526,"03a_2x2_to_cor_CAT",300
0.1,300,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.123501548283408,0.00690298556084315,0.119563217152947,0.00488930354178215,0.120253925547943,1.00577693049287,0.0411292772610073,0.171756642126901,0.813333333333333,0.0224960901952778,0.470484517413058,"03a_2x2_to_cor_CAT",300
0.25,300,0.5,0.1,"tetrachoric (r)","own",300,300,0,0.307680606087233,0.0061245881627887,0.10608097873385,0.0043379738132644,0.103792228296684,0.978424497355856,0.0400107530911358,0.325396709926783,0.2,0.023094010767585,0.404729172657103,"03a_2x2_to_cor_CAT",300
0,25,0.3,0.3,"tetrachoric (r)","own",300,300,0,-0.00244026459418606,0.0203705926098859,0.352829013806094,0.0144282513294945,0.330141626347202,0.935698634264357,0.0382635626197407,0.352248927367271,0.9,0.0173205080756888,1.28081720771256,"03a_2x2_to_cor_CAT",300
0.1,25,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.0555325076031011,0.0201694525002561,0.349345164912907,0.0142857861538485,0.325969034941161,0.933085863725713,0.0381567184869661,0.35315591009433,0.84,0.0211660104885167,1.25789692670703,"03a_2x2_to_cor_CAT",300
0.25,25,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.118585128847642,0.0180625711202288,0.312852908955625,0.012793506834605,0.30389046913415,0.971352544390928,0.0397215594285522,0.334085496468098,0.823333333333333,0.0220193517582115,1.15723691875892,"03a_2x2_to_cor_CAT",300
0.5,25,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.160799819459056,0.0136445777641889,0.236331019353997,0.00966429406530905,0.230966326061521,0.977300088210427,0.0399647725818448,0.285521904841995,0.683333333333333,0.0268569599228263,0.83219074968236,"03a_2x2_to_cor_CAT",300
0.75,25,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.148906832444384,0.00619535456939172,0.107306688850905,0.00438809682734195,0.115254795647999,1.07406907138974,0.0439219505790549,0.183438239749852,0.416666666666667,0.0284637521276656,0.37304439432884,"03a_2x2_to_cor_CAT",300
0,50,0.3,0.3,"tetrachoric (r)","own",300,300,0,-0.0132442884760341,0.0136906125313477,0.237128364910334,0.0096968999498399,0.244344060601399,1.03042949203396,0.0421373954709971,0.237103015060546,0.94,0.0137113092008021,0.953934041411788,"03a_2x2_to_cor_CAT",300
0.1,50,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.0530338187053969,0.0139558155940052,0.24172181669879,0.00988474016218189,0.235246793900367,0.973212915214469,0.0397976356489246,0.247077432813574,0.896666666666667,0.0175741813991961,0.917025974898515,"03a_2x2_to_cor_CAT",300
0.25,50,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.161782422520385,0.0124449802998959,0.215553381786134,0.00881463328024951,0.208815881695813,0.968743241073313,0.0396148570809892,0.269224692592151,0.796666666666667,0.0232371031534261,0.807395574081952,"03a_2x2_to_cor_CAT",300
0.5,50,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.212599411228028,0.00846355395033223,0.146593054545757,0.0059946357906577,0.146813868927123,1.00150630861776,0.0409546385455495,0.258101533412898,0.59,0.0283960091092628,0.548297858852923,"03a_2x2_to_cor_CAT",300
0.75,50,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.172177559052678,0.00372140687042744,0.0644566577521621,0.00263582874853513,0.066970292690167,1.03899728942928,0.0424877587612104,0.183809476634972,0.246666666666667,0.0248878968056244,0.226987555658239,"03a_2x2_to_cor_CAT",300
0,100,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.0153850150874281,0.0103087191807875,0.178552253820838,0.00730154463711578,0.171899039354604,0.962737997847342,0.0393692844235017,0.178917121435018,0.89,0.0180646985397856,0.672845080011793,"03a_2x2_to_cor_CAT",300
0.1,100,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.0766995207795764,0.00992036196455886,0.171825709520898,0.00702647578523316,0.167512471046867,0.974897595441,0.0398665273465093,0.187905501139984,0.903333333333333,0.0170608931206451,0.654915885140271,"03a_2x2_to_cor_CAT",300
0.25,100,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.150738666799213,0.00798680883889646,0.138335586993089,0.00565696283142504,0.150513697083945,1.08803309658464,0.0444929820339514,0.204438477742566,0.793333333333333,0.0233777355301688,0.58678584162961,"03a_2x2_to_cor_CAT",300
0.5,100,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.216436759734615,0.00574480861518011,0.0995030040125135,0.00406898042325181,0.102551560550516,1.03063783418659,0.0421459152151878,0.238144317475578,0.406666666666667,0.0283601180585747,0.39294336427447,"03a_2x2_to_cor_CAT",300
0.75,100,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.177183936789029,0.00237377445724723,0.0411149796566144,0.00168131654903727,0.0433027735360171,1.05321160067875,0.0430690251739997,0.181876205708851,0.1,0.0173205080756888,0.157459894505417,"03a_2x2_to_cor_CAT",300
0,300,0.3,0.3,"tetrachoric (r)","own",300,300,0,-0.00630511066294147,0.00619984401601064,0.107384448347323,0.00439127664961756,0.0999154848921382,0.930446507197883,0.0380487871722455,0.107390577340416,0.933333333333333,0.0144016459964619,0.391546314739326,"03a_2x2_to_cor_CAT",300
0.1,300,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.0811267218117212,0.00537375070942751,0.0930760925593774,0.00380616446966015,0.096736348617276,1.03932541598224,0.0425011768537955,0.123352449515002,0.866666666666667,0.0196261352585063,0.378951995154986,"03a_2x2_to_cor_CAT",300
0.25,300,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.152834762280958,0.00522886919625907,0.0905666711405256,0.00370354659667902,0.0869911534865429,0.960520602016664,0.0392786083648725,0.177576590264262,0.556666666666667,0.0286815206993916,0.340183490195111,"03a_2x2_to_cor_CAT",300
0.5,300,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.221857676017962,0.00340629133530437,0.0589986965812881,0.00241263611856828,0.058269275194162,0.987636652512805,0.0403874661297177,0.229543180656105,0.07,0.0147309198626562,0.226502438216951,"03a_2x2_to_cor_CAT",300
0.75,300,0.3,0.3,"tetrachoric (r)","own",300,300,0,0.178447089274112,0.00132280865374189,0.0229117179697275,0.000936929822441979,0.0240152595161231,1.04816494109493,0.0428626519166981,0.179907088987602,0,0,0.0917808155370041,"03a_2x2_to_cor_CAT",300
0,25,0.5,0.3,"tetrachoric (r)","own",300,300,0,-0.0121954737119288,0.0196564824432091,0.340460262897238,0.0139224554913921,0.316044117529242,0.928284889519205,0.0379603920518731,0.340111074340537,0.873333333333333,0.0192026232775822,1.22944831934319,"03a_2x2_to_cor_CAT",300
0.1,25,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.08425465638599,0.0174720613572509,0.302624979837194,0.0123752557097639,0.314103417308805,1.03792957698927,0.0424440967526191,0.31364861328581,0.913333333333333,0.0162435172253995,1.22021629266301,"03a_2x2_to_cor_CAT",300
0.25,25,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.16524308655556,0.0165902464754534,0.287351498055759,0.0117506765929792,0.285638674556156,0.994039274160075,0.0406492887992821,0.331060303889156,0.793333333333333,0.0233777355301688,1.09126957792727,"03a_2x2_to_cor_CAT",300
0.5,25,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.214515628582364,0.0101192239588187,0.175270100298423,0.00716732739853742,0.209737786323032,1.19665468306301,0.0489348490238913,0.276828763446246,0.686666666666667,0.0267803133884797,0.769853741357954,"03a_2x2_to_cor_CAT",300
0,50,0.5,0.3,"tetrachoric (r)","own",300,300,0,-0.02001209396336,0.0137758016303337,0.238603883387281,0.00975723838742202,0.228832327303444,0.959046952861298,0.0392183463695344,0.239045025804201,0.906666666666667,0.0167950610023922,0.894825740783538,"03a_2x2_to_cor_CAT",300
0.1,50,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.0715230706102301,0.0132132394816257,0.228860021147507,0.00935878222929925,0.225164368428201,0.983851907813446,0.0402326964095316,0.239411506013296,0.906666666666667,0.0167950610023922,0.878677780998309,"03a_2x2_to_cor_CAT",300
0.25,50,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.143125986453897,0.0115956247365917,0.200842111892792,0.00821304471725847,0.207618130313437,1.03373803609605,0.0422726918989964,0.246349636482229,0.856666666666667,0.0202310725443882,0.805881194541184,"03a_2x2_to_cor_CAT",300
0.5,50,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.240438046853512,0.00791550781326162,0.137100617002775,0.00560646115297063,0.140165987313703,1.02235854497187,0.0418073499018339,0.276666547116437,0.49,0.0288617393793236,0.525960045870879,"03a_2x2_to_cor_CAT",300
0,100,0.5,0.3,"tetrachoric (r)","own",300,300,0,-0.00926549039695018,0.00974132584198689,0.16872471291405,0.00689966660383149,0.163300776187725,0.967853335574574,0.0395784661389383,0.168697909385578,0.946666666666667,0.0129729062394013,0.639719565082976,"03a_2x2_to_cor_CAT",300
0.1,100,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.0704197501421171,0.00955099423388298,0.165428072758827,0.00676485696278367,0.16031722436146,0.96910531379509,0.0396296633356478,0.179538761764479,0.89,0.0180646985397856,0.627469879187584,"03a_2x2_to_cor_CAT",300
0.25,100,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.163684335100635,0.00872578399929201,0.151135012226453,0.00618037025233955,0.144345647872361,0.955077488306152,0.039056022892711,0.222616742792686,0.746666666666667,0.0251101278076898,0.562573140052804,"03a_2x2_to_cor_CAT",300
0.5,100,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.254265328199336,0.00553553772532412,0.0958783258747563,0.00392075631153285,0.0952068019817796,0.992996082411223,0.0406066295163197,0.271685237580097,0.306666666666667,0.0266221851233279,0.363813996401426,"03a_2x2_to_cor_CAT",300
0,300,0.5,0.3,"tetrachoric (r)","own",300,300,0,-0.00678820884045218,0.0052745454264667,0.0913578066547038,0.0037358985337012,0.0950178172854815,1.04006237413964,0.0425313133139456,0.0914576830373697,0.94,0.0137113092008021,0.372407958477878,"03a_2x2_to_cor_CAT",300
0.1,300,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.0652659985302793,0.00570230844347809,0.0987668794453306,0.00403887805114086,0.0931977904126045,0.943613799848676,0.0385872378105454,0.11824563720467,0.88,0.0187616630392937,0.36517793686508,"03a_2x2_to_cor_CAT",300
0.25,300,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.152831827895928,0.0050644319455302,0.0877185344113321,0.00358707762462291,0.084311685093165,0.961161579579162,0.0393048198866193,0.176143295150147,0.563333333333333,0.0286349954245319,0.329875028632202,"03a_2x2_to_cor_CAT",300
0.5,300,0.5,0.3,"tetrachoric (r)","own",300,300,0,0.260451947443214,0.00322974436744823,0.0559408133987974,0.00228758997619673,0.0535139379471057,0.956617086805822,0.03911898175729,0.266372221303204,0.0133333333333333,0.00662207307811171,0.207800536547021,"03a_2x2_to_cor_CAT",300
0,25,0.3,0.5,"tetrachoric (r)","own",300,300,0,-0.00122860100960232,0.0187654064659135,0.325026374236437,0.013291316849512,0.317084583327122,0.975565703158793,0.0398938483028091,0.324486537363099,0.886666666666667,0.0183019934150071,1.23414257212698,"03a_2x2_to_cor_CAT",300
0.1,25,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.0660378671832298,0.0184619658473385,0.319770628551916,0.0130763934257205,0.311335540425104,0.973621441828441,0.0398143415445016,0.325996028509013,0.886666666666667,0.0183019934150071,1.20948423777476,"03a_2x2_to_cor_CAT",300
0.25,25,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.137878886864399,0.017614826824305,0.305097750262234,0.0124763748121522,0.287160339983421,0.941207661271199,0.0384888434870318,0.334342552682113,0.8,0.023094010767585,1.10035212559706,"03a_2x2_to_cor_CAT",300
0.5,25,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.226143916683258,0.0100762647651794,0.174526025238068,0.00713689990658315,0.202168194403726,1.15838422451867,0.0473698535933393,0.285480075358377,0.66,0.0273495886623547,0.741197119283245,"03a_2x2_to_cor_CAT",300
0,50,0.3,0.5,"tetrachoric (r)","own",300,300,0,-0.00339004584717588,0.0135712198439555,0.23506042290418,0.00961233551258528,0.229581548033969,0.976691631868441,0.0399398909517019,0.234692813734645,0.92,0.015663120165961,0.897945661075888,"03a_2x2_to_cor_CAT",300
0.1,50,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.0682840450349027,0.0139345088610271,0.241352773258176,0.00986964885363208,0.222525025042549,0.921990752534313,0.0377030056500558,0.250439017384559,0.876666666666667,0.0189843990531017,0.869108728527625,"03a_2x2_to_cor_CAT",300
0.25,50,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.132898880550135,0.0116340693818116,0.201507992680791,0.00824027460762686,0.206579173274179,1.02516615110856,0.041922161454709,0.241106267017969,0.846666666666667,0.0208024215114669,0.802179341268925,"03a_2x2_to_cor_CAT",300
0.5,50,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.260045231835501,0.00701640835946834,0.121527757652502,0.00496963957698736,0.133754493614599,1.10060858686341,0.045007232073585,0.286955202939688,0.423333333333333,0.0285261413573715,0.502716879636891,"03a_2x2_to_cor_CAT",300
0,100,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.00810560927185635,0.00970866771062822,0.168159057486115,0.00687653523322198,0.163352688764743,0.971417723236414,0.0397242247897533,0.168074124384365,0.94,0.0137113092008021,0.639866537635106,"03a_2x2_to_cor_CAT",300
0.1,100,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.0642342225712671,0.00960928023276538,0.166437615873169,0.00680614025075526,0.160382198351031,0.963617494216255,0.0394052497045799,0.178143697784367,0.9,0.0173205080756888,0.62776777245879,"03a_2x2_to_cor_CAT",300
0.25,100,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.15397982166904,0.00879716527287048,0.152371372151922,0.00623092876946927,0.145142404577177,0.952556917532138,0.038952949088692,0.216447292465974,0.76,0.0246576560118759,0.56533773498663,"03a_2x2_to_cor_CAT",300
0.5,100,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.260741188761615,0.00531027877191205,0.0919767263530613,0.00376120804230523,0.0935493248735544,1.0170977874822,0.0415922215300891,0.276437129645803,0.26,0.0253245598842968,0.357715811657507,"03a_2x2_to_cor_CAT",300
0,300,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.000155689887238764,0.00562664433608761,0.0974563386622339,0.00398528605315834,0.0949825929417917,0.97461688224287,0.0398550481301874,0.0972939004167486,0.933333333333333,0.0144016459964619,0.372267208826094,"03a_2x2_to_cor_CAT",300
0.1,300,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.0641045454360118,0.00546106631442729,0.0945884432009098,0.00386800908645899,0.0932627470445054,0.985984586366555,0.0403199081210553,0.114133882293729,0.88,0.0187616630392937,0.365427500885929,"03a_2x2_to_cor_CAT",300
0.25,300,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.154011888729283,0.00481454913746714,0.0833904372163,0.00341008856855077,0.0844380131854633,1.01256230335435,0.0414067517916693,0.175072690633604,0.523333333333333,0.0288360628123626,0.330421846504019,"03a_2x2_to_cor_CAT",300
0.5,300,0.3,0.5,"tetrachoric (r)","own",300,300,0,0.261089515270069,0.00308398792746178,0.0534162378029284,0.00218435240283344,0.0534682879469118,1.0009744254954,0.0409328882272166,0.266479865024436,0.00666666666666667,0.00469830544708133,0.207801983911128,"03a_2x2_to_cor_CAT",300
0,25,0.5,0.5,"tetrachoric (r)","own",300,300,0,-0.0270548376201283,0.0182588404775431,0.316252393943998,0.012932522113632,0.299959053793493,0.94847994683199,0.0387862293586728,0.316881926998648,0.886666666666667,0.0183019934150071,1.17087163440603,"03a_2x2_to_cor_CAT",300
0.1,25,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.0613946424146879,0.0192308682771416,0.333088409296738,0.0136209979798205,0.293021509670588,0.879710916057557,0.035974054563307,0.338152871095849,0.856666666666667,0.0202310725443882,1.13931879644083,"03a_2x2_to_cor_CAT",300
0.25,25,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.115871290676162,0.0167410758134912,0.289963938823293,0.0118575072404104,0.274494364704578,0.94665000695779,0.0387113975523595,0.311809201598485,0.81,0.0226495033058122,1.0563556095011,"03a_2x2_to_cor_CAT",300
0.5,25,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.180514119816019,0.0122187680809665,0.211635271221348,0.00865440982425974,0.203382628325373,0.961005352045766,0.0392984312676899,0.277894831158244,0.636666666666667,0.027768220578101,0.743794512888842,"03a_2x2_to_cor_CAT",300
0.75,25,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.157555845114166,0.00494244523409774,0.0856056625908395,0.00350067587062819,0.0992672467794891,1.15958738914208,0.0474190546536204,0.179242143572218,0.326666666666667,0.0270773925108232,0.332645120309377,"03a_2x2_to_cor_CAT",300
0,50,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.00245620996833343,0.0138455351572834,0.23981170350396,0.00980662982498063,0.216000058642453,0.900706910823834,0.0368326446382351,0.239424282939489,0.883333333333333,0.0185342525751248,0.844984673353184,"03a_2x2_to_cor_CAT",300
0.1,50,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.0535460066294303,0.0119604693982977,0.207161406802244,0.00847145990311637,0.214685460677087,1.03631976626817,0.0423782666967902,0.213635133969149,0.936666666666667,0.0140620318852128,0.839542054791972,"03a_2x2_to_cor_CAT",300
0.25,50,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.135844251015629,0.0112175253146784,0.19429323780213,0.00794524134052932,0.195521699846067,1.00632272156166,0.0411515963175639,0.236807284337807,0.823333333333333,0.0220193517582115,0.759781434489146,"03a_2x2_to_cor_CAT",300
0.5,50,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.189634361331492,0.00865465648927845,0.14990304761486,0.00612999147296036,0.141351314192006,0.942951570639008,0.0385601572443195,0.24157237342643,0.606666666666667,0.0282029680602487,0.532739969754962,"03a_2x2_to_cor_CAT",300
0.75,50,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.167823224583795,0.00351754584393523,0.0609256811964856,0.00249143637945447,0.0632430744385884,1.03803639444964,0.0424484648434063,0.178505462690066,0.273333333333333,0.0257308001055947,0.221217112347555,"03a_2x2_to_cor_CAT",300
0,100,0.5,0.5,"tetrachoric (r)","own",300,300,0,-0.0122607346228694,0.00862205269196512,0.149338333280196,0.00610689858651657,0.155537719530583,1.0415123573045,0.0425906075349636,0.149592525240322,0.95,0.0125830573921179,0.609529083093132,"03a_2x2_to_cor_CAT",300
0.1,100,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.0420768438451114,0.00852954221807498,0.147736004870096,0.00604137450513812,0.153378335038338,1.03819197746144,0.0424548271058876,0.15337416611833,0.936666666666667,0.0140620318852128,0.600856918138926,"03a_2x2_to_cor_CAT",300
0.25,100,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.138972389077474,0.00781577566334024,0.135373205494656,0.00553582204333578,0.138969282477287,1.02656417102255,0.0419793307403782,0.19385082755196,0.78,0.0239165214862028,0.542461446751636,"03a_2x2_to_cor_CAT",300
0.5,100,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.20568207159128,0.00561136270962835,0.0971916531277367,0.00397446225674259,0.0967303381099432,0.995253553129844,0.0406989443589849,0.227419974101493,0.413333333333333,0.0284305521630568,0.372197039261583,"03a_2x2_to_cor_CAT",300
0.75,100,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.173154635064653,0.00237972649587508,0.0412180719897349,0.00168553230804291,0.0415387860831832,1.0077809096342,0.041211226062208,0.177976947958799,0.0933333333333333,0.0167950610023922,0.152649870989997,"03a_2x2_to_cor_CAT",300
0,300,0.5,0.5,"tetrachoric (r)","own",300,300,0,-0.00504696699397126,0.00533220327979873,0.092356469968968,0.00377673691356207,0.0903128637316109,0.977872625079285,0.0399881853555002,0.0923404409191879,0.936666666666667,0.0140620318852128,0.354007369790675,"03a_2x2_to_cor_CAT",300
0.1,300,0.5,0.5,"tetrachoric (r)","own",300,300,0,0.0553201047487395,0.00505558386852198,0.0875652812220569,0.00358081063566966,0.0888436965723712,1.01459956882994,0.0414900617723015,0.103452566602563,0.883333333333333,0.0185342525751248,0.348179845344428,"03a_2x2_to_cor_CAT",300
