r	n	method	bias_ci	bias_es	bias_var	br
r=0.5	n=25	Pearson (r)	0.988088888888889	-0.00703798644998534	1.02602719903502	br=
r=0.5	n=25	Bonett (z)	0.990844444444445	0.00386486145329665	1.11024062624914	br=
r=0.5	n=25	Cooper (z)	0.994044444444444	-0.185697050216308	2.01297162982099	br=
r=0.5	n=25	Digby (z)	0.991288888888889	0.00247439129716142	1.11123381676905	br=
r=0.5	n=25	Pearson (z)	0.993333333333333	0.0423265124098277	1.13123507172378	br=
r=0.5	n=50	Bonett (r)	0.984266666666667	-0.0138167479456191	0.979891809522081	br=
r=0.5	n=50	Cooper (r)	0.998444444444445	-0.142786949245124	2.40243323097289	br=
r=0.5	n=50	Digby (r)	0.985955555555556	-0.00813440368350001	0.970056373996678	br=
r=0.5	n=50	Pearson (r)	0.988133333333333	0.0136475287855697	0.970133591957171	br=
r=0.5	n=50	Bonett (z)	0.990711111111111	0.00919009346613558	1.04578686907353	br=
r=0.5	n=50	Cooper (z)	0.997333333333333	-0.174025493265443	2.57221221551539	br=
r=0.5	n=50	Digby (z)	0.991866666666667	0.0175032826620956	1.02975041970998	br=
r=0.5	n=50	Pearson (z)	0.992088888888889	0.0554305583309173	1.04567571677042	br=
r=0.5	n=75	Bonett (r)	0.983688888888889	-0.00812408439322866	0.953745601400194	br=
r=0.5	n=75	Cooper (r)	0.999511111111111	-0.140106058924554	2.87833568666527	br=
r=0.5	n=75	Digby (r)	0.984666666666667	-0.00325180101537716	0.94427917008981	br=
r=0.5	n=75	Pearson (r)	0.988133333333333	0.0191167595030516	0.946124125420096	br=
r=0.5	n=75	Bonett (z)	0.991066666666667	0.00918170075151318	0.970938234057189	br=
r=0.5	n=75	Cooper (z)	0.9992	-0.170866389565203	3.05821973736581	br=
r=0.5	n=75	Digby (z)	0.9916	0.016261383388475	0.948747381186278	br=
r=0.5	n=75	Pearson (z)	0.991644444444444	0.0526371024730246	0.956649107499125	br=
r=0.5	n=100	Bonett (r)	0.982133333333333	-0.00733334495800879	0.964388438824759	br=
r=0.5	n=100	Cooper (r)	0.999466666666667	-0.140495429939873	3.28965823090878	br=
r=0.5	n=100	Digby (r)	0.983288888888889	-0.000590031452564033	0.948850404245708	br=
r=0.5	n=100	Pearson (r)	0.986577777777778	0.0221111799608982	0.950930507793588	br=
r=0.5	n=100	Bonett (z)	0.990533333333333	0.00547074280374484	0.970080782117173	br=
r=0.5	n=100	Cooper (z)	0.999377777777778	-0.17156227554847	3.50748489653863	br=
r=0.5	n=100	Digby (z)	0.991555555555555	0.0154076835404529	0.94014352978529	br=
r=0.5	n=100	Pearson (z)	0.990933333333333	0.050944769455671	0.94502851274536	br=
r=0.5	n=300	Bonett (r)	0.9792	-0.00517200584482311	0.959063905115427	br=
r=0.5	n=300	Cooper (r)	0.999777777777778	-0.14068831262097	5.59822251509304	br=
r=0.5	n=300	Digby (r)	0.978666666666667	0.00254175117340824	0.915801361842251	br=
r=0.5	n=300	Pearson (r)	0.975333333333333	0.0258251989763506	0.916858184939942	br=
r=0.5	n=300	Bonett (z)	0.990888888888889	-0.00211172311170072	0.948096218084186	br=
r=0.5	n=300	Cooper (z)	0.999955555555556	-0.172716516555515	6.14724432380968	br=
r=0.5	n=300	Digby (z)	0.988266666666667	0.00873782561682518	0.897283878448315	br=
r=0.5	n=300	Pearson (z)	0.978444444444444	0.0419324208281611	0.896303927414274	br=
