"rho","n","p_exp","p_case","dgm","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.75,100,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.0922474039876621,0.00818867927918869,0.258948775508621,0.00579316795576226,0.249748527277173,0.964470779159405,0.0215770134503274,0.274767169457233,0.893,0.00977501918156686,0.963671550022828,"09b_or_to_cor_CAT",1000
0,300,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.00227968855669586,0.00273913623634588,0.0866190932835426,0.0019378309651466,0.087041604998753,1.00487781272228,0.0224809942919593,0.0866057817576708,0.949,0.00695693898205238,0.341193937016828,"09b_or_to_cor_CAT",1000
0.1,300,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.00256023694970018,0.00273864252489643,0.0866034807566711,0.00193748168374837,0.0875277483821599,1.01067240736069,0.0226106302012621,0.0865980226652465,0.96,0.00619677335393187,0.343091986110385,"09b_or_to_cor_CAT",1000
0.25,300,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.0155507624244043,0.00278610509482923,0.0881043790025977,0.00197105958194883,0.0899891806053983,1.02139282546609,0.0228504659854575,0.0894228462408472,0.955,0.00655553201502365,0.35270749897906,"09b_or_to_cor_CAT",1000
0.5,300,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.0541417948376632,0.00322474692802871,0.101975451702018,0.00228138139643316,0.100832579654349,0.988792674819337,0.0221211397018757,0.115411991167835,0.913,0.00891240708226459,0.395009921409476,"09b_or_to_cor_CAT",1000
0.75,300,0.5,0.5,"CAT","digby (z)","own",1000,1000,1000,1000,0,-0.141577473373242,0.00429650567988076,0.135867439282735,0.00303960848603438,0.133880469394924,0.985375672800634,0.0220446949820246,0.196177679828623,0.777,0.0131632442809514,0.523411237759138,"09b_or_to_cor_CAT",1000
0,25,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0444340848833281,0.00821852172489112,0.259892476502317,0.00581428031030328,0.340257698186119,1.3092248870201,0.0292898070186812,0.263535468471672,0.954,0.00662449998113065,1.37878305124692,"09b_or_to_cor_CAT",1000
0.1,25,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,999,999,0,0.00681995650739296,0.00837292233462086,0.264775052490964,0.00592351265829739,0.323314957260601,1.22109297767634,0.02731813153156,0.264730493898859,0.966966966966967,0.00565454026312121,1.30316049286364,"09b_or_to_cor_CAT",1000
0.25,25,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0443574211442505,0.0073667167580903,0.23295603832897,0.00521166185743861,0.296557214732738,1.2730179344566,0.0284797898368866,0.237027061933238,0.98,0.00442718872423573,1.1799001719344,"09b_or_to_cor_CAT",1000
0.5,25,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.136373954073804,0.00387698845222386,0.122601139711983,0.00274281657646126,0.239004666862376,1.94944898084839,0.0436128162609068,0.183340840428265,0.999,0.000999499874937461,0.938291086466998,"09b_or_to_cor_CAT",1000
0,50,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0113036020179089,0.00774792986536359,0.245011055257907,0.00548135511102407,0.2718083562061,1.1093718033253,0.024818720109516,0.24514925698434,0.952,0.00675988165576884,1.0711960675983,"09b_or_to_cor_CAT",1000
0.1,50,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.014975647145581,0.00744866015614965,0.235547316099783,0.00526963358299271,0.255240023359385,1.08360404009553,0.0242422470988166,0.235905331841225,0.946,0.00714730718522718,0.998000249827548,"09b_or_to_cor_CAT",1000
0.25,50,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00511515060909117,0.00651868567545896,0.206138940851635,0.00461171327893268,0.222812507449197,1.08088508909902,0.0241814190846452,0.206099331484244,0.971,0.00530650544143696,0.862470095897142,"09b_or_to_cor_CAT",1000
0.5,50,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0462541721497436,0.00227165124992969,0.0718359199934625,0.00160710375618275,0.16917700566619,2.35504752610652,0.0526868135821067,0.0854089424074783,1,0,0.661288370582665,"09b_or_to_cor_CAT",1000
0,100,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.020352448173134,0.00626052524899093,0.197975191358041,0.00442907494873681,0.197544791236455,0.997825989617016,0.0223232318327129,0.198920095424016,0.939,0.00756828910652864,0.768798917307893,"09b_or_to_cor_CAT",1000
0.1,100,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00921613365849611,0.00552080834551936,0.17458328897107,0.00390575438440379,0.175952906143133,1.0078450645542,0.0225473772597707,0.174739184451512,0.948,0.00702111102319284,0.683833220814373,"09b_or_to_cor_CAT",1000
0.25,100,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00966774413547661,0.00493982579963902,0.156211007713219,0.00349473212392705,0.151109121989029,0.967339780986776,0.0216411983819561,0.156431909559775,0.942,0.00739161687318817,0.586828820802864,"09b_or_to_cor_CAT",1000
0.5,100,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0184895876294078,0.00140253142151559,0.0443519378194296,0.000992235720932869,0.121738360825888,2.7448261972571,0.0614068907599728,0.0480311580607397,1,0,0.476946595183863,"09b_or_to_cor_CAT",1000
0,300,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00521859227925091,0.00352916537670568,0.111602008297961,0.00249674545477408,0.108439059356534,0.971658673623665,0.021737820080125,0.111668200277694,0.948,0.00702111102319284,0.424100873237043,"09b_or_to_cor_CAT",1000
0.1,300,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00220786291496361,0.003038553615846,0.0960875021861365,0.00214965696408721,0.0965680697986528,1.00500135399071,0.022483758140972,0.096064821485004,0.949,0.00695693898205238,0.378123791537337,"09b_or_to_cor_CAT",1000
0.25,300,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00785882929219428,0.00259815057105545,0.0821607350860237,0.001838089161794,0.0826317457900505,1.00573279564178,0.0225001218574104,0.0824948313613025,0.946,0.00714730718522718,0.323532780357181,"09b_or_to_cor_CAT",1000
0.5,300,0.3,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0867503450260611,0.0010503430540938,0.0332147637547384,0.000743076327216532,0.0755613424076386,2.27493240552882,0.0508944886391092,0.0928856268369463,0.988,0.00344325427466518,0.296124128025595,"09b_or_to_cor_CAT",1000
0,25,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00791879935861668,0.00899115800011913,0.284325380828209,0.00636089003312954,0.358232518885308,1.25993858811273,0.0281871804203222,0.284293490330337,0.964,0.00589101010014412,1.4434498529051,"09b_or_to_cor_CAT",1000
0.1,25,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0475672325130508,0.00871476810003719,0.275585164762956,0.00616535506859376,0.357585396957407,1.29754951528317,0.0290286071374107,0.279524377225563,0.973,0.00512552436341883,1.44511269964957,"09b_or_to_cor_CAT",1000
0.25,25,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.127615976390269,0.00698562335849676,0.220904806889247,0.00494205329232009,0.342045717964074,1.54838512923606,0.0346402685096711,0.255021513216258,0.983,0.00408790900094413,1.37436321035335,"09b_or_to_cor_CAT",1000
0,50,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00382201123193769,0.00821522828044549,0.259788328644363,0.00581195032811983,0.276841155414773,1.06564123515246,0.0238403855886109,0.259686529288657,0.943,0.00733150734842434,1.08691033140548,"09b_or_to_cor_CAT",1000
0.1,50,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00536111097244588,0.00794552658332677,0.251259612127282,0.00562114700366509,0.274620317529986,1.09297437500966,0.0244518789993832,0.251191167847369,0.963,0.00596917079668525,1.079683179924,"09b_or_to_cor_CAT",1000
0.25,50,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0184434636824817,0.00574645731907939,0.181718936052358,0.00406539214261968,0.252696950943354,1.39059228736924,0.0311101478000595,0.182562075198789,0.992,0.00281709069786544,0.99094663135193,"09b_or_to_cor_CAT",1000
0,100,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0121546485848959,0.00635606359020061,0.20099637897901,0.00449666456092851,0.191761288505572,0.954053448523055,0.0213439582991357,0.201263211493143,0.936,0.0077397674383666,0.750772625548646,"09b_or_to_cor_CAT",1000
0.1,100,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0147226762523793,0.00604321129418698,0.191103120712847,0.0042753338878908,0.191315186227472,1.00110969153112,0.0223966943801518,0.191574109783852,0.947,0.00708456067798138,0.749693682139364,"09b_or_to_cor_CAT",1000
0.25,100,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0471986752966182,0.00461621734627634,0.145977609886114,0.00326579189335787,0.181533715069922,1.24357232051921,0.0278210364337673,0.15334884438831,0.991,0.00298646948753876,0.710425770442276,"09b_or_to_cor_CAT",1000
0,300,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00192826726819465,0.00349546227531896,0.110536222652025,0.0024729018384464,0.107439632971263,0.971985747237716,0.0217451373280107,0.110497766838599,0.94,0.00750999334220744,0.421517026936086,"09b_or_to_cor_CAT",1000
0.1,300,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0169413644307546,0.00335106185302837,0.105969880356741,0.00237074422905774,0.106199447526179,1.00216634357485,0.0224203336607319,0.107263207839663,0.947,0.00708456067798138,0.416513798960823,"09b_or_to_cor_CAT",1000
0.25,300,0.5,0.1,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0652092136525631,0.00326343490009747,0.103198872799921,0.00230875161236429,0.102689857104197,0.995067623493229,0.022261522028497,0.122031138997441,0.89,0.00989444288477123,0.402308949910612,"09b_or_to_cor_CAT",1000
0,25,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00581219688813543,0.00801444749194203,0.253439082623608,0.00566990583102406,0.242217532544978,0.955722890240667,0.0213813068297224,0.253379002415672,0.929,0.00812151463706124,0.99181296437027,"09b_or_to_cor_CAT",1000
0.1,25,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0239600481392808,0.00787352121889819,0.248982602573835,0.00557020604534587,0.234270965604116,0.940912992242676,0.0210499817391073,0.250008855752936,0.924,0.00837997613361756,0.956760181345988,"09b_or_to_cor_CAT",1000
0.25,25,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0322395155703883,0.00697474322252628,0.220560746780057,0.00493435602479874,0.214370600505221,0.971934506183874,0.021743990969892,0.222795382226314,0.938,0.00762600813007697,0.873615388196457,"09b_or_to_cor_CAT",1000
0.5,25,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0457158920368654,0.00543185005324264,0.171770180767536,0.00384281989757798,0.174273485541209,1.01457357011844,0.0226979065015035,0.177666633869833,0.967,0.00564898220921256,0.703955274063013,"09b_or_to_cor_CAT",1000
0.75,25,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0143856442400611,0.00348605385021345,0.110238702126739,0.00246624574837654,0.129682636106774,1.17638028754802,0.0263178251074089,0.111118700655394,0.983,0.00408790900094413,0.520825377461623,"09b_or_to_cor_CAT",1000
0,50,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00950010871873728,0.00547397772289968,0.17310237465385,0.00387262356402861,0.173156640236698,1.0003134883791,0.0223788818279298,0.173276425818283,0.941,0.00745110730026082,0.692404050854636,"09b_or_to_cor_CAT",1000
0.1,50,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0192901548451395,0.00539728888439409,0.170677260645945,0.00381836923232895,0.16525398024331,0.968224938799048,0.0216610010161403,0.171679080403676,0.95,0.00689202437604511,0.65986315541658,"09b_or_to_cor_CAT",1000
0.25,50,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.034561473712166,0.0046708920600574,0.147706576145774,0.00330447209917225,0.149455891037239,1.0118431754165,0.022636822470259,0.15162424235335,0.959,0.00627048642451286,0.596721549237081,"09b_or_to_cor_CAT",1000
0.5,50,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0338713593841123,0.00399962830693466,0.126479352439966,0.00282957944165439,0.11838986575552,0.93604104916425,0.0209409872691825,0.130875125801533,0.93,0.00806845710157772,0.469912854947273,"09b_or_to_cor_CAT",1000
0.75,50,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0171702443787647,0.00263696046688822,0.083388011751878,0.00186554563398437,0.0854083344972022,1.02422797597496,0.0229138935998399,0.0850965583055738,0.945,0.00720936890441875,0.337717643133537,"09b_or_to_cor_CAT",1000
0,100,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00680428804677855,0.00398657837745275,0.126066677435291,0.00282034713071363,0.120952277936866,0.959430996338817,0.0214642640917607,0.126187212855494,0.942,0.00739161687318817,0.478922338008798,"09b_or_to_cor_CAT",1000
0.1,100,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0125373342893821,0.00370536048047616,0.117173786702805,0.00262139654859815,0.11548163520237,0.985558617263714,0.0220487877914968,0.117784342529336,0.946,0.00714730718522718,0.457124310110165,"09b_or_to_cor_CAT",1000
0.25,100,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0333744423871902,0.00325320261517888,0.102875299539815,0.00230151267393678,0.105165192624265,1.02225892021402,0.022869842143273,0.108104566660281,0.956,0.00648567652600714,0.415925205648874,"09b_or_to_cor_CAT",1000
0.5,100,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0310546876095244,0.00278134246061081,0.0879537712846732,0.00196769020588726,0.0821289923483301,0.933774540292418,0.0208902812307316,0.0932337044197995,0.93,0.00806845710157772,0.323791282397601,"09b_or_to_cor_CAT",1000
0.75,100,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0167728384552577,0.00192776774901799,0.0609613688671267,0.00136381972831026,0.0584660676132429,0.959067499627139,0.0214561319911243,0.0631973125655348,0.914,0.00886588969026797,0.230104840690261,"09b_or_to_cor_CAT",1000
0,300,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00368893275048028,0.0021193419072077,0.0670194756742156,0.00149935089720063,0.0693086586497335,1.03415698127281,0.0231360240007702,0.0670874558644512,0.954,0.00662449998113065,0.272645341892094,"09b_or_to_cor_CAT",1000
0.1,300,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0121920275929857,0.00209694867819355,0.0663113395957108,0.00148350856996716,0.0663819818828503,1.0010653123217,0.0223957015343142,0.067390222599772,0.945,0.00720936890441875,0.26107727098257,"09b_or_to_cor_CAT",1000
0.25,300,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.031911468177547,0.00193741204098864,0.0612663481575959,0.00137064268489404,0.0603329511906474,0.984764932217805,0.0220310315740136,0.0690518186031171,0.934,0.00785136930732467,0.23717463618391,"09b_or_to_cor_CAT",1000
0.5,300,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0377824521182335,0.00154937779895821,0.0489956280080642,0.00109612374722087,0.047319399341718,0.965788199182378,0.02160648659785,0.0618521194495977,0.896,0.00965318600255895,0.185837206591672,"09b_or_to_cor_CAT",1000
0.75,300,0.3,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.0142171614943828,0.00107582061620118,0.0340204350096159,0.000761100698590629,0.0329520880328678,0.96859690428867,0.0216693225791633,0.0368559396733093,0.902,0.00940191469861325,0.129303225357611,"09b_or_to_cor_CAT",1000
0,25,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00367379072319063,0.00792911791392099,0.250740724440333,0.00560953851656268,0.239908799815248,0.956800297800597,0.0214054104499817,0.25064224847429,0.918,0.00867617427210864,0.983481143349193,"09b_or_to_cor_CAT",1000
0.1,25,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00734158410387704,0.00792694551799213,0.250672027249184,0.00560800163203548,0.236949872403588,0.94525853165118,0.0211471995753469,0.250654199320747,0.922,0.00848033018225116,0.970505694215483,"09b_or_to_cor_CAT",1000
0.25,25,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0275203681943756,0.0069690943144695,0.220382112622534,0.00493035964491575,0.227413634893399,1.03190604803262,0.0230856664183023,0.221984409258761,0.934,0.00785136930732467,0.928129047331994,"09b_or_to_cor_CAT",1000
0.5,25,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0456935988541168,0.00455174210547087,0.143938723749783,0.00322017820081486,0.189385095393387,1.31573415728352,0.0294354315570919,0.150948808590073,0.987,0.00358203852575597,0.765125049065837,"09b_or_to_cor_CAT",1000
0,50,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00138097462363416,0.00577964400004655,0.182768391050734,0.0040888704118475,0.169756270683574,0.928805411634071,0.020779112537792,0.182682203767685,0.923,0.00843036179532053,0.68005512708502,"09b_or_to_cor_CAT",1000
0.1,50,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0124493906554139,0.00535780215524486,0.169428580631328,0.00379043392723445,0.168167399626821,0.992556267662707,0.0222053383060819,0.16980083986395,0.954,0.00662449998113065,0.673258353246313,"09b_or_to_cor_CAT",1000
0.25,50,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.012288779933061,0.00524959098023805,0.166006642818282,0.00371387878444139,0.158040740845298,0.95201455894928,0.0212983445296906,0.166378067564749,0.939,0.00756828910652864,0.631061850671008,"09b_or_to_cor_CAT",1000
0.5,50,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0062623268918975,0.00364116264976486,0.115143673043909,0.00257597911276678,0.130183970546895,1.13062200558124,0.0252941268401357,0.115256340887179,0.982,0.00420428352992517,0.51617975584923,"09b_or_to_cor_CAT",1000
0,100,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00272900651231551,0.00400647391161794,0.126695829467568,0.00283442243725073,0.119722292549568,0.944958433538764,0.0211404858198367,0.126661868168028,0.939,0.00756828910652864,0.47460541294274,"09b_or_to_cor_CAT",1000
0.1,100,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0139158069051913,0.00380612093588349,0.120360112074435,0.00269268060083319,0.11854155777663,0.9848907227946,0.0220338457442571,0.121102104456589,0.942,0.00739161687318817,0.46973368360731,"09b_or_to_cor_CAT",1000
0.25,100,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.016309413454786,0.0034431454007443,0.108881817814852,0.0024358897109716,0.110918016146296,1.01870099500825,0.0227902447084113,0.110042682481186,0.948,0.00702111102319284,0.438792226979992,"09b_or_to_cor_CAT",1000
0.5,100,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00275940179202196,0.00294442114231909,0.0931107720048313,0.00208306194788983,0.0907506642078721,0.974652687909872,0.0218048017740445,0.0931051048317017,0.944,0.00727076337120113,0.357766494566364,"09b_or_to_cor_CAT",1000
0,300,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00345944880355012,0.00223565221421929,0.0706975305293164,0.00158163585678097,0.0693662325577697,0.981169102207967,0.0219505861378595,0.0707468053564616,0.945,0.00720936890441875,0.272923115816954,"09b_or_to_cor_CAT",1000
0.1,300,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.010303583789864,0.00214112054701548,0.0677081767355456,0.00151475842678542,0.0684807468986296,1.01141029341407,0.0226271380910214,0.0684541937252187,0.954,0.00662449998113065,0.26941918596965,"09b_or_to_cor_CAT",1000
0.25,300,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0264776082089243,0.00201934614040717,0.0638573318795685,0.00142860783202613,0.0643251590798846,1.00732613133913,0.0225357677541191,0.0690995283081431,0.935,0.0077958322198467,0.252913165501573,"09b_or_to_cor_CAT",1000
0.5,300,0.5,0.3,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00930808823573919,0.00161376365543034,0.0510316875635902,0.00114167420386979,0.0513267952667555,1.00578283253513,0.0225012412762088,0.0518485236921613,0.954,0.00662449998113065,0.201581352324561,"09b_or_to_cor_CAT",1000
0,25,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,999,999,0,-0.00184941149403643,0.00695846071146227,0.220045848570165,0.00492283678975248,0.219753943669358,0.998673436001163,0.0223421907917859,0.219943573719182,0.943943943943944,0.00727782531920581,0.906923852671987,"09b_or_to_cor_CAT",1000
0.1,25,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0245878439690286,0.00726966620388473,0.229887030334257,0.00514300241413356,0.219292092323755,0.95391241517585,0.0213408031196369,0.231083882476111,0.942,0.00739161687318817,0.904033341106632,"09b_or_to_cor_CAT",1000
0.25,25,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0318429442536791,0.00665014011550171,0.210295895242406,0.00470471211595317,0.210116203836007,0.999145530604903,0.0223527524301837,0.212589069076922,0.946,0.00714730718522718,0.863545893484227,"09b_or_to_cor_CAT",1000
0.5,25,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0469701884861876,0.00446576783500783,0.141219978601438,0.00315935479185166,0.183129045244473,1.29676443133669,0.0290110433425931,0.148759328716764,0.981,0.00431729081716764,0.746055333349323,"09b_or_to_cor_CAT",1000
0,50,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,8.14403162177519e-05,0.00512219093963009,0.161977899795091,0.00362374827527753,0.155372848220721,0.959222513795241,0.0214595999477098,0.161896911071619,0.927,0.00822623850857729,0.624349753467432,"09b_or_to_cor_CAT",1000
0.1,50,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0134755093875571,0.00512744668122802,0.162144100937519,0.00362746650538166,0.154517370975813,0.952963259732495,0.0213195687388653,0.162622286641842,0.928,0.00817410545564467,0.620686200767098,"09b_or_to_cor_CAT",1000
0.25,50,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0221242656776291,0.00461534300257179,0.145949960710472,0.00326517332963608,0.147569736536149,1.01109815869625,0.022620155054158,0.147545155027643,0.963,0.00596917079668525,0.591532046607967,"09b_or_to_cor_CAT",1000
0.5,50,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0159554001085053,0.00376494121667047,0.119057895013242,0.00266354757197243,0.129745521057893,1.08976831014409,0.0243801533377853,0.120063243231397,0.966,0.00573096850453743,0.516445006753628,"09b_or_to_cor_CAT",1000
0,100,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00610663145201772,0.00360648663491795,0.114047121172969,0.00255144719849885,0.109867893220281,0.96335525255084,0.0215520570357244,0.114153537175528,0.937,0.00768316341099159,0.435990453218961,"09b_or_to_cor_CAT",1000
0.1,100,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0216373549865485,0.00356453622553166,0.112720532748597,0.00252176893670572,0.108996322946212,0.966960679553468,0.0216327171745393,0.11472309146566,0.94,0.00750999334220744,0.432433934288455,"09b_or_to_cor_CAT",1000
0.25,100,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0331302026135937,0.00334102758687694,0.105652568999872,0.00236364538110606,0.10422510786252,0.986489101487408,0.0220696044621972,0.110674808317676,0.936,0.0077397674383666,0.413087423388744,"09b_or_to_cor_CAT",1000
0.5,100,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00898746198935594,0.00307124707338603,0.0971213600902617,0.00217278629717336,0.0908365824851928,0.935289439941656,0.0209241723664859,0.0974879505385492,0.944,0.00727076337120113,0.358482345383278,"09b_or_to_cor_CAT",1000
0,300,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.000106821057306469,0.00195769620650579,0.0619077897922963,0.00138499293280055,0.0635752032463373,1.02693382302349,0.02297442845421,0.0618769203602479,0.954,0.00662449998113065,0.250222561942361,"09b_or_to_cor_CAT",1000
0.1,300,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.015666768307829,0.00210592572043712,0.066595218597123,0.00148985947365869,0.0629913963546432,0.945884669824697,0.0211612074562321,0.0683808148976728,0.934,0.00785136930732467,0.247905343818683,"09b_or_to_cor_CAT",1000
0.25,300,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0306437499443059,0.00193661450727975,0.0612411279272873,0.00137007846121785,0.060046066378515,0.980485964429145,0.0219353030692994,0.0684526455639643,0.915,0.00881901355027874,0.236228611885114,"09b_or_to_cor_CAT",1000
0.5,300,0.3,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0142365964747801,0.00169782203716716,0.0536898469907529,0.00120114219704528,0.0515411204159193,0.959978902990659,0.0214765217873299,0.055519345722066,0.935,0.0077958322198467,0.202489528811481,"09b_or_to_cor_CAT",1000
0,25,0.5,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,0.00277882113933603,0.00767587874607166,0.242732598808637,0.00543038178294177,0.21372152037264,0.880481325629987,0.0196980124399812,0.242627115666808,0.902,0.00940191469861325,0.881755268798601,"09b_or_to_cor_CAT",1000
0.1,25,0.5,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.00770493829647654,0.00703946268168345,0.222607355778766,0.00498014249220337,0.213229079552994,0.95787077119279,0.0214293589399523,0.222629393580721,0.917,0.00872416185085994,0.878492701412491,"09b_or_to_cor_CAT",1000
0.25,25,0.5,0.5,"CAT","lipsey_cooper (r)","own",1000,1000,1000,1000,0,-0.0309230854166252,0.00667040384833695,0.210936690738971,0.00471904790854228,0.201255608052697,0.954104320816079,0.0213450964073859,0.213086908148043,0.923,0.00843036179532053,0.825785370057227,"09b_or_to_cor_CAT",1000
