"response","n","k","shape","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
"lik7_skew",200,3,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00377959186517389,0.0040696257231316,0.128692865095057,0.00287909985571296,0.123091490979333,0.956474866640147,0.021398129946852,0.128684019938434,0.943,0.00733150734842434,0.482509778245658,"11a_alpha_vs_omega",1000
"bin_10",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00115943654468634,0.00250339129533729,0.0791641836790511,0.00177105070774235,0.0548271103018215,0.692574694183705,0.0154941899896465,0.0791330860177595,0.816,0.0122533260790693,0.21491832313595,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,0.011455560203396,0.0025435010017474,0.0804325639644171,0.0017994267447036,0.0548271103018215,0.681653146430551,0.0152498545594185,0.0812044198804338,0.83,0.0118785521003193,0.21491832313595,"11a_alpha_vs_omega",1000
"cont_normal",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.000192726066877303,0.00177777726151335,0.0562182531883898,0.00125770736803143,0.0548271103018215,0.975254604907296,0.0218182677819631,0.0561904675447642,0.938,0.00762600813007697,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_sev",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00340001096022086,0.00212645136878911,0.0672442965895627,0.00150438056115642,0.0548271103018215,0.815342164056951,0.0182407276826043,0.067296609891813,0.896,0.00965318600255895,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_skew",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00392296269124286,0.00189667131386218,0.0599780132450857,0.00134182022563821,0.0548271103018215,0.914120147291036,0.0204505757349172,0.0600762377902589,0.924,0.00837997613361756,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_sym",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,0.000573948861730206,0.00171589638079481,0.0542614079215119,0.00121392908303203,0.0548271103018215,1.01042550132735,0.0226051064519506,0.0542373073311256,0.951,0.00682634602111555,0.21491832313595,"11a_alpha_vs_omega",1000
"lik7_skew",1000,3,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.000391233096425992,0.0018154888695959,0.0574107989460745,0.00128438684491109,0.0548271103018215,0.954996469450288,0.0213650554393192,0.0573834200717132,0.936,0.0077397674383666,0.21491832313595,"11a_alpha_vs_omega",1000
"bin_10",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00164156330454112,0.00537764018287522,0.170055914147301,0.00380446855016391,0.107443061870051,0.631810204360104,0.0141347748134098,0.169978791773034,0.783,0.0130349913693872,0.421169063308016,"11a_alpha_vs_omega",1000
"cont_kurt8",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00885383551893091,0.0065347622301958,0.206647326150603,0.00462308680799215,0.107443061870051,0.519934440340869,0.0116319049316363,0.206733656406461,0.685,0.0146892818068141,0.421169063308016,"11a_alpha_vs_omega",1000
"cont_normal",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00204371628658075,0.00319197244493303,0.100939031544848,0.0022581947409588,0.107443061870051,1.06443523605944,0.023813405135482,0.100909247234248,0.961,0.00612200947402077,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_sev",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00767712305649827,0.00433652912104253,0.137133091621424,0.00306792349373128,0.107443061870051,0.783494783058366,0.0175282422626074,0.137279341312729,0.888,0.00997276290703835,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_skew",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.000468785113431311,0.00358394330513575,0.113334238491408,0.00253549868088596,0.107443061870051,0.948019444964074,0.0212089663649426,0.113278527198651,0.94,0.00750999334220744,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_sym",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00605439852751505,0.00325246858742515,0.10285208754414,0.00230099337822174,0.107443061870051,1.04463666645503,0.0233704741396629,0.102978779861703,0.959,0.00627048642451286,0.421169063308016,"11a_alpha_vs_omega",1000
"lik7_skew",200,8,"congeneric","alpha","population",1000,1000,1000,1000,0,5.53457221483209e-05,0.00346733299284377,0.109646696636346,0.00245300147938997,0.107443061870051,0.979902406238428,0.0219222477821905,0.109591873550591,0.943,0.00733150734842434,0.421169063308016,"11a_alpha_vs_omega",1000
"bin_10",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00318239424496188,0.0023654402444827,0.0748017884159087,0.00167345577453918,0.0478570253511981,0.639784507358382,0.0143131748715233,0.0748320778530072,0.785,0.012991343271579,0.187596092191137,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00856924610445806,0.00280494324701756,0.0887000936808379,0.00198438683239818,0.0478570253511981,0.539537483730266,0.0120704616406835,0.0890689109126703,0.696,0.0145459272650457,0.187596092191137,"11a_alpha_vs_omega",1000
"cont_normal",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00174647897951025,0.00145041417449192,0.0458661234198735,0.00102611088208139,0.0478570253511981,1.04340680621947,0.0233429598681907,0.0458764401966344,0.962,0.00604615580348373,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_sev",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00538852954140489,0.00185283340248145,0.0585917367668085,0.00131080663055166,0.0478570253511981,0.816787963491612,0.0182730729174442,0.0588098195572152,0.884,0.0101264011376204,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_skew",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00449100674127559,0.00155364508073598,0.0491305713064187,0.00109914268094758,0.0478570253511981,0.974078340199266,0.0217919525425855,0.0493109355560041,0.948,0.00702111102319284,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_sym",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.000588737654648385,0.00145302528168655,0.0459486938793726,0.00102795813754388,0.0478570253511981,1.04153178927861,0.0233010122357412,0.0459294872470515,0.953,0.00669260786241059,0.187596092191137,"11a_alpha_vs_omega",1000
"lik7_skew",1000,8,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.000120043254716789,0.0015556315619422,0.0491933893578265,0.00110054803813355,0.0478570253511981,0.972834479915424,0.0217641250638741,0.0491689330506287,0.948,0.00702111102319284,0.187596092191137,"11a_alpha_vs_omega",1000
"bin_10",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.0104382459075534,0.00543201182567435,0.171775296461005,0.00384293434519958,0.103114704148291,0.600288320106026,0.0134295713637805,0.172006403076799,0.741,0.0138534833164804,0.404202212814306,"11a_alpha_vs_omega",1000
"cont_kurt8",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.0355973210920627,0.00665904999203503,0.210577650277568,0.00471101550255103,0.103114704148291,0.489675442822981,0.0109549546180084,0.21346140896789,0.646,0.0151223014121528,0.404202212814306,"11a_alpha_vs_omega",1000
"cont_normal",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00571942420996771,0.00314215299255763,0.0993636021319621,0.00222294944129145,0.103114704148291,1.03775126843074,0.0232164349204442,0.0994784605656109,0.957,0.00641490451994416,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_sev",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00283834515017178,0.00416784770846493,0.131798916994626,0.00294858804038647,0.103114704148291,0.782363819821791,0.0175029405017923,0.131763575276428,0.872,0.0105648473723003,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_skew",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00125834564271497,0.00324870289327799,0.102733005839374,0.00229832929798111,0.103114704148291,1.00371543989976,0.0224549898400176,0.102689336603469,0.958,0.00634318531969546,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_sym",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00162275567238956,0.00297844809476663,0.0941867987205158,0.00210713467608329,0.103114704148291,1.09478934998383,0.024492483380849,0.0941536788242393,0.972,0.0052168956286282,0.404202212814306,"11a_alpha_vs_omega",1000
"lik7_skew",200,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.020025768209729,0.00341899154185947,0.108118005731268,0.00241880180747351,0.103114704148291,0.953723697092478,0.0213365811434907,0.109903799081438,0.944,0.00727076337120113,0.404202212814306,"11a_alpha_vs_omega",1000
"bin_10",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00421294607422325,0.00235879089247292,0.0745915174427574,0.00166875161997697,0.0459290988605156,0.615741580746929,0.0137752896788452,0.0746731510957123,0.778,0.0131421459434904,0.18003875921798,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00332648912439484,0.00297749491778043,0.0941566566176194,0.00210646034092076,0.0459290988605156,0.48779449600721,0.0109128743231771,0.094168338836987,0.652,0.0150630674166984,0.180038759217981,"11a_alpha_vs_omega",1000
"cont_normal",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.00545307725180198,0.00142583034301379,0.0450887144090273,0.00100871878991448,0.0459290988605156,1.01863846557843,0.0227888458082295,0.0453948810594971,0.959,0.00627048642451286,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_sev",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00230099599933461,0.00181521705006363,0.0574022032577295,0.00128419454330171,0.0459290988605156,0.800127804403239,0.0179003540290112,0.057419617801687,0.883,0.010164201887015,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_skew",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,4.93272859047607e-05,0.00149451942768315,0.0472608539885007,0.0010573136109656,0.0459290988605156,0.971821179356827,0.021741455637019,0.0472372434058529,0.939,0.00756828910652864,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_sym",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,-0.00224204378217105,0.00140177255517765,0.0443279403587542,0.000991698852898134,0.0459290988605156,1.03612075112904,0.0231799572017719,0.0443624626286007,0.956,0.00648567652600714,0.180038759217981,"11a_alpha_vs_omega",1000
"lik7_skew",1000,20,"congeneric","alpha","population",1000,1000,1000,1000,0,0.000149402312198847,0.00145539225625475,0.0460235441873646,0.001029632678792,0.0459290988605156,0.997947891051926,0.0223259589955855,0.0460007692761504,0.954,0.00662449998113065,0.180038759217981,"11a_alpha_vs_omega",1000
"bin_10",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0992701416465622,0.00561621048340882,0.177600169464872,0.00397324763811285,0.123091490979333,0.693082058143416,0.0155055406694384,0.203383478670923,0.768,0.0133482583133531,0.482509778245658,"11a_alpha_vs_omega",1000
"cont_kurt8",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00347216704186036,0.00594840918531708,0.188105214802686,0.00420826513107191,0.123091490979333,0.654375749808161,0.0146396082289655,0.188043197718224,0.785,0.012991343271579,0.482509778245658,"11a_alpha_vs_omega",1000
"cont_normal",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00334646458788242,0.00360663672948201,0.114051867579837,0.00255155338448919,0.123091490979333,1.07925888099261,0.0241450377707235,0.114043936687525,0.961,0.00612200947402077,0.482509778245658,"11a_alpha_vs_omega",1000
"lik5_sev",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0305685353261148,0.00461806789429708,0.146036129352765,0.00326710108317089,0.123091490979333,0.842883822824371,0.0188568860510174,0.149129674703746,0.903,0.00935900635751467,0.482509778245658,"11a_alpha_vs_omega",1000
"lik5_skew",200,3,"congeneric","omega","population",1000,999,999,999,0.001,-0.0298607113964283,0.00382529839812938,0.1209060582721,0.00270624925561473,0.123091490979333,1.01807546072104,0.0227876584276315,0.124480135379757,0.940940940940941,0.0074583318051313,0.482509778245658,"11a_alpha_vs_omega",1000
"lik5_sym",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0153582761518955,0.00356883038551485,0.112856326010437,0.00252480688570377,0.123091490979333,1.09069199158538,0.0244008178175324,0.113840636051506,0.968,0.00556560868189635,0.482509778245658,"11a_alpha_vs_omega",1000
"lik7_skew",200,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0263411153365765,0.0037686552379794,0.119175342679388,0.00266617509571592,0.123091490979333,1.03286039051283,0.0231070168427802,0.121993499407229,0.95,0.00689202437604511,0.482509778245658,"11a_alpha_vs_omega",1000
"bin_10",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0332620081089642,0.00295156782348844,0.0933367699068931,0.00208811794323765,0.0548271103018215,0.587411695910556,0.0131414972204636,0.0990424254926971,0.731,0.0140228028582021,0.21491832313595,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,0.005398687146827,0.00276487761064616,0.0874331070124609,0.00195604197325296,0.0548271103018215,0.627074939633651,0.0140288380936031,0.0875559791022858,0.793,0.0128121426779442,0.21491832313595,"11a_alpha_vs_omega",1000
"cont_normal",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0041827636501206,0.00167793069924077,0.0530608276551981,0.0011870698591818,0.0548271103018215,1.03328788344767,0.0231165806585063,0.0531989801760894,0.952,0.00675988165576884,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_sev",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0125135794971143,0.00218082897108252,0.0689638673590224,0.00154285057229949,0.0548271103018215,0.795012118685199,0.0177859065808034,0.0700560394109053,0.874,0.010493998284734,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_skew",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00950122272947468,0.00185089434451281,0.0585304183698486,0.0013094348234378,0.0548271103018215,0.936728488003858,0.0209563665605089,0.059267674984177,0.932,0.00796090447122687,0.21491832313595,"11a_alpha_vs_omega",1000
"lik5_sym",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00488529902088953,0.00168445225783416,0.0532670574456914,0.00119168360493697,0.0548271103018215,1.02928738569275,0.0230270820487702,0.0534640830468191,0.958,0.00634318531969546,0.21491832313595,"11a_alpha_vs_omega",1000
"lik7_skew",1000,3,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00398492570166013,0.00170206556673415,0.0538240391782524,0.0012041443270187,0.0548271103018215,1.0186361175951,0.0227887932794551,0.0539445066630175,0.952,0.00675988165576884,0.21491832313595,"11a_alpha_vs_omega",1000
"bin_10",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0103609486737633,0.00553510089143991,0.175035258957785,0.00391586579751574,0.107443061870051,0.613836677877362,0.0137326734423284,0.175254254710009,0.772,0.0132671021704063,0.421169063308016,"11a_alpha_vs_omega",1000
"cont_kurt8",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.00226417561667224,0.00687585746412015,0.217433704532891,0.00486439824682891,0.107443061870051,0.494141706783079,0.0110548732880419,0.217336754697067,0.66,0.0149799866488592,0.421169063308016,"11a_alpha_vs_omega",1000
"cont_normal",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00786229018550533,0.00322810730469789,0.102081716142725,0.00228375873052764,0.107443061870051,1.05252013710104,0.0235468421083354,0.102333140774796,0.953,0.00669260786241059,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_sev",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00139799606936944,0.00442114809417314,0.139808978504997,0.00312778808323054,0.107443061870051,0.768499012144705,0.0171927588475638,0.13974604936509,0.88,0.0102761860629321,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_skew",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00475594378824475,0.0036122918160372,0.114230697118635,0.00255555413541637,0.107443061870051,0.94057958657527,0.0210425228313565,0.114272579884074,0.935,0.0077958322198467,0.421169063308016,"11a_alpha_vs_omega",1000
"lik5_sym",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.000943887932439084,0.00325918208815064,0.103064387077797,0.00230574291547285,0.107443061870051,1.04248484773842,0.0233223339342837,0.103017166240716,0.959,0.00627048642451286,0.421169063308016,"11a_alpha_vs_omega",1000
"lik7_skew",200,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00570146512257882,0.00344709162103227,0.10900660825744,0.00243868150634412,0.107443061870051,0.98565640732811,0.0220509755379587,0.109101168223311,0.944,0.00727076337120113,0.421169063308016,"11a_alpha_vs_omega",1000
"bin_10",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.000906451030685838,0.00241702074120467,0.0764329069407516,0.00170994694369652,0.0478570253511981,0.626131168716314,0.0140077241747396,0.076400058426818,0.775,0.0132051126462443,0.187596092191137,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.0087719144626336,0.00292958651639454,0.0926416599432494,0.00207256703453301,0.0478570253511981,0.516582122778396,0.0115569073239345,0.0930098982002635,0.681,0.0147390298188178,0.187596092191137,"11a_alpha_vs_omega",1000
"cont_normal",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.000823320619435779,0.00147227582703819,0.0465574495744881,0.00104157713990798,0.0478570253511981,1.0279133798906,0.0229963429716363,0.046541447889086,0.959,0.00627048642451286,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_sev",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.00321134861757339,0.00188473352311528,0.059600507155179,0.00133337470903417,0.0478570253511981,0.802963391344893,0.0179637914072104,0.0596571956485132,0.88,0.0102761860629321,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_skew",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,0.00217299630821676,0.00155191289458881,0.0490757947708545,0.00109791722749666,0.0478570253511981,0.975165569394299,0.0218162758911739,0.0490993595855807,0.94,0.00750999334220744,0.187596092191137,"11a_alpha_vs_omega",1000
"lik5_sym",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00133070807754994,0.00145843889532778,0.0461198873741568,0.00103178805589847,0.0478570253511981,1.03766570293089,0.0232145206603329,0.0461160248870299,0.954,0.00662449998113065,0.187596092191137,"11a_alpha_vs_omega",1000
"lik7_skew",1000,8,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00158747920622984,0.00156427765944464,0.0494668029676225,0.00110666481145996,0.0478570253511981,0.96745741548169,0.0216438300854082,0.049467542100573,0.941,0.00745110730026082,0.187596092191137,"11a_alpha_vs_omega",1000
"bin_10",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,0.00175264321525605,0.00562973194436959,0.178027755604163,0.00398281353899654,0.103114704148291,0.579205774955464,0.0129579154358764,0.177947350758391,0.729,0.014055568291606,0.404202212814306,"11a_alpha_vs_omega",1000
"cont_kurt8",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,0.0311759638362244,0.0069585406471244,0.220048376357751,0.00492289334108397,0.103114704148291,0.468600158997078,0.0104834611395048,0.222136911320164,0.631,0.0152590628807932,0.404202212814306,"11a_alpha_vs_omega",1000
"cont_normal",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.000186534169016205,0.00323164587036529,0.102193615414316,0.0022862621263177,0.103114704148291,1.00901317298778,0.0225735100280487,0.102142676151615,0.952,0.00675988165576884,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_sev",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00542701196925754,0.00430986376376321,0.136289858985176,0.00304905880407221,0.103114704148291,0.756583834748163,0.0169261940656092,0.136329759023668,0.864,0.0108399261990108,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_skew",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00671800030926239,0.00331926946167496,0.104964516667338,0.00234825236479658,0.103114704148291,0.982376782385328,0.0219776041999861,0.105126893503061,0.954,0.00662449998113065,0.404202212814306,"11a_alpha_vs_omega",1000
"lik5_sym",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00670183532046259,0.00304211727815936,0.0962001950833557,0.00215217811476549,0.103114704148291,1.07187624784902,0.0239798744727986,0.0963853601601623,0.966,0.00573096850453743,0.404202212814306,"11a_alpha_vs_omega",1000
"lik7_skew",200,20,"congeneric","omega","population",1000,1000,1000,1000,0,0.0156564704263966,0.00348334796850071,0.110153134633827,0.00246433144367662,0.103114704148291,0.936103221129991,0.0209423781722249,0.11120568520899,0.939,0.00756828910652864,0.404202212814306,"11a_alpha_vs_omega",1000
"bin_10",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00605039155178533,0.00242309969881928,0.0766251404593695,0.0017142475666977,0.0459290988605156,0.599399865177011,0.013409694966934,0.0768254383404195,0.769,0.0133281281506444,0.18003875921798,"11a_alpha_vs_omega",1000
"cont_kurt8",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,0.00221402416651261,0.00310292727144346,0.0981231759161286,0.00219519878909802,0.0459290988605156,0.468075950780209,0.0104717336222066,0.0980990896860188,0.629,0.0152760924322943,0.180038759217981,"11a_alpha_vs_omega",1000
"cont_normal",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,0.00497009398412581,0.00146850294361707,0.0464381405249177,0.00103890797353928,0.0459290988605156,0.989038284938887,0.0221266344591742,0.046680255234174,0.947,0.00708456067798138,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_sev",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.0037980957067793,0.00187268111812836,0.0592193766447645,0.00132484810737112,0.0459290988605156,0.77557552042514,0.0173510735603034,0.0593114927026975,0.861,0.0109397897603199,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_skew",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.000950481661359103,0.0015193887878325,0.0480472922087302,0.00107490770341756,0.0459290988605156,0.955914407433979,0.021385591427188,0.0480326676512048,0.937,0.00768316341099159,0.180038759217981,"11a_alpha_vs_omega",1000
"lik5_sym",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00361937514590604,0.00143058665874549,0.0452391223188578,0.00101208369589564,0.0459290988605156,1.01525176675168,0.0227130790274041,0.0453611230729487,0.956,0.00648567652600714,0.180038759217981,"11a_alpha_vs_omega",1000
"lik7_skew",1000,20,"congeneric","omega","population",1000,1000,1000,1000,0,-0.00086897761093905,0.00148241880144131,0.0468781985881143,0.00104875289466461,0.0459290988605156,0.979753920667094,0.0219189258825134,0.0468628110494038,0.949,0.00695693898205238,0.180038759217981,"11a_alpha_vs_omega",1000
