"rho","n","p_exp","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.1,300,0.3,"lipsey_cooper","own",1000,1000,0,-0.00167687478735768,0.00185045700489269,0.0585165884767425,0.00130912542288776,0.0570978886699759,0.975755596084853,0.0218294758907106,0.0585113565462463,0.935,0.0077958322198467,0.224713848159135,"01a_smd_to_cor_r",1000
0.25,300,0.3,"lipsey_cooper","own",1000,1000,0,0.00240884437400374,0.00173604690656402,0.0548986234963182,0.0012281847860823,0.0549021841826646,1.00006485930101,0.0223733195308878,0.0549240160052675,0.937,0.00768316341099159,0.216006598559368,"01a_smd_to_cor_r",1000
0.5,300,0.3,"lipsey_cooper","own",1000,1000,0,7.38166468270157e-05,0.00153316420734616,0.0484829092226051,0.00108465326997144,0.0475330865711125,0.980409124231147,0.0219335840104938,0.0484587179266851,0.946,0.00714730718522718,0.186828721454854,"01a_smd_to_cor_r",1000
0.75,300,0.3,"lipsey_cooper","own",1000,1000,0,-0.0015673019823128,0.00107592066114318,0.0340235987084668,0.000761171476445318,0.0358840488155162,1.05468116770923,0.0235951884009417,0.0340426805541143,0.96,0.00619677335393187,0.140907949472778,"01a_smd_to_cor_r",1000
0,25,0.5,"lipsey_cooper","own",1000,1000,0,0.0104121702925946,0.00610900604637519,0.193183733462858,0.00432188108274831,0.191179272967051,0.989624072069234,0.0221397396118276,0.193367650370934,0.934,0.00785136930732467,0.789478447558866,"01a_smd_to_cor_r",1000
0.1,25,0.5,"lipsey_cooper","own",1000,1000,0,-0.00730205812999424,0.00592485591261349,0.187360394921742,0.00419160211863393,0.190555206835554,1.01705169288924,0.0227533467382762,0.187409001172781,0.941,0.00745110730026082,0.786588002063633,"01a_smd_to_cor_r",1000
0.25,25,0.5,"lipsey_cooper","own",1000,1000,0,-0.016082866425556,0.0059871054249237,0.189328897343091,0.00423564119596034,0.184064222255211,0.972192965987967,0.0217497731986435,0.189916414588745,0.924,0.00837997613361756,0.757668452958123,"01a_smd_to_cor_r",1000
0.5,25,0.5,"lipsey_cooper","own",1000,1000,0,-0.018717197047124,0.00516695482125475,0.163393458023532,0.0036554169578284,0.161502249757802,0.988425434600587,0.0221129238519912,0.164380832727127,0.938,0.00762600813007697,0.658492144294067,"01a_smd_to_cor_r",1000
0.75,25,0.5,"lipsey_cooper","own",1000,1000,0,-0.0158830369810283,0.00364335109927218,0.115212877893783,0.00257752735456822,0.121535574529335,1.05487838470089,0.0235996005135464,0.116245447605814,0.936,0.0077397674383666,0.489588419418318,"01a_smd_to_cor_r",1000
0,50,0.5,"lipsey_cooper","own",1000,1000,0,-0.00303662948048154,0.004376388056185,0.138393541823015,0.00309612211990107,0.138142321416332,0.998184738945373,0.0223312577255139,0.138357655243583,0.936,0.0077397674383666,0.555215056241818,"01a_smd_to_cor_r",1000
