"delta","n","r_cov","r_cov_guess","p_exp","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.8,100,0.3,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00391393748172772,0.00814480031329554,0.257561200772669,0.00576212531622573,0.246688166397542,0.957784657229004,0.0214274324096778,0.257462139503902,0.948,0.00702111102319284,0.97909013930934,"07b_ancova_to_smd_g",1000
0,300,0.3,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00954514414524673,0.00453443984508054,0.143391578234755,0.00320793753329839,0.139797094780097,0.974932394922291,0.0218110593425469,0.143637367494322,0.952,0.00675988165576884,0.550236378335517,"07b_ancova_to_smd_g",1000
0.3,300,0.3,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00160635741126345,0.00434768786572199,0.137485962111578,0.00307581786593705,0.140222988090524,1.01990767593222,0.0228172404153723,0.137426590484161,0.95,0.00689202437604511,0.551909920720353,"07b_ancova_to_smd_g",1000
0.8,300,0.3,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00360195420247887,0.00437776526970796,0.138437093138585,0.0030970964442063,0.142928700768125,1.03244511660646,0.0230977263895524,0.138414731882055,0.955,0.00655553201502365,0.562543266416296,"07b_ancova_to_smd_g",1000
0,100,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00212902766794717,0.00753137030514892,0.238162840664279,0.0053281477546268,0.241242673793417,1.01293162745518,0.0226611731761447,0.238053250121515,0.961,0.00612200947402077,0.957594061778629,"07b_ancova_to_smd_g",1000
0.3,100,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.010232395635582,0.00800288083568166,0.253073312836658,0.00566172287744653,0.242186740987337,0.956982537086608,0.0214094874833252,0.253153624285519,0.939,0.00756828910652864,0.961321688716149,"07b_ancova_to_smd_g",1000
0.8,100,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.0086078652395546,0.00795797697633867,0.251653328124101,0.00562995516617507,0.247714591425546,0.984348561062493,0.0220217165732768,0.251674717646336,0.954,0.00662449998113065,0.98314780124894,"07b_ancova_to_smd_g",1000
0,300,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00279995794491612,0.0044071517073876,0.139366373892447,0.00311788619103793,0.139789820414929,1.00303836937602,0.0224398425072905,0.139324810964346,0.945,0.00720936890441875,0.550207741088379,"07b_ancova_to_smd_g",1000
0.3,300,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00701064761856137,0.0044548828107839,0.1408757639121,0.00315165406608358,0.14030308756117,0.995934883793869,0.0222809242619044,0.140979729241447,0.946,0.00714730718522718,0.552224703162258,"07b_ancova_to_smd_g",1000
0.8,300,0.5,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.000281981699374103,0.0046193615625428,0.146077038734696,0.00326801630248416,0.143562825989016,0.982788446648032,0.0219868138987404,0.146004254246002,0.941,0.00745110730026082,0.565032983814174,"07b_ancova_to_smd_g",1000
0,100,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00733026559779399,0.00768360681396328,0.242976981773136,0.00543584908648893,0.241267161986019,0.992963038002039,0.0222144385186261,0.242966064814915,0.942,0.00739161687318817,0.957691054862124,"07b_ancova_to_smd_g",1000
0.3,100,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00343272979588924,0.00772454368801215,0.244271519395955,0.00546481031196417,0.242615046272168,0.993218721822818,0.0222201586434439,0.244173483913942,0.952,0.00675988165576884,0.963012453320716,"07b_ancova_to_smd_g",1000
0.8,100,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00625017243507245,0.00792419878104176,0.250585167800219,0.00560605842386464,0.250988136834889,1.00160811207706,0.0224078449790668,0.250537817605667,0.951,0.00682634602111555,0.996088956656927,"07b_ancova_to_smd_g",1000
0,300,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00406990970293072,0.00449619455632126,0.142182156012254,0.00318088049836698,0.139794593636046,0.983207721396474,0.0219961938582809,0.142169314156729,0.954,0.00662449998113065,0.550226551461602,"07b_ancova_to_smd_g",1000
0.3,300,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,0.00414590184505767,0.00432774381969261,0.136855275999457,0.00306170823916741,0.140590435222312,1.02729276745509,0.0229824587118351,0.136849646343816,0.957,0.00641490451994416,0.553353765353817,"07b_ancova_to_smd_g",1000
0.8,300,0.7,0.5,0.15,"ancova_md_sd","own",1000,1000,0,-0.00440544799624092,0.00457767620300623,0.14475883192251,0.00323852555301673,0.145252006011543,1.00340686701103,0.0224480864879263,0.144753487944842,0.959,0.00627048642451286,0.571671352133398,"07b_ancova_to_smd_g",1000
0,100,0,0.7,0.15,"ancova_md_sd","own",1000,1000,0,0.000639041831368401,0.00617421955337364,0.195245965626082,0.00436801706953515,0.198928126193566,1.01885908656641,0.0227937815119625,0.195149364540678,0.954,0.00662449998113065,0.789630126921697,"07b_ancova_to_smd_g",1000
0.3,100,0,0.7,0.15,"ancova_md_sd","own",1000,1000,0,-0.0113994934933183,0.00646636872301097,0.204484533551891,0.00457470109636557,0.199490778517093,0.975578812988658,0.0218255209225283,0.204699924253471,0.943,0.00733150734842434,0.791852248178597,"07b_ancova_to_smd_g",1000
0.8,100,0,0.7,0.15,"ancova_md_sd","own",1000,1000,0,-0.00227617123302891,0.00653016868695294,0.206502065558824,0.0046198370571336,0.203012332462787,0.98310073515927,0.0219938003762501,0.206411339156701,0.956,0.00648567652600714,0.805759770433463,"07b_ancova_to_smd_g",1000
0,300,0,0.7,0.15,"ancova_md_sd","own",1000,1000,0,0.00189771801957262,0.00373997545398402,0.118268408277118,0.00264588527852373,0.115279257921043,0.974725707400488,0.021806435356487,0.118224491175426,0.945,0.00720936890441875,0.453735001375813,"07b_ancova_to_smd_g",1000
