"delta","n","p_exp","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.2,100,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.00948728020385823,0.00578913013183967,0.183068368877242,0.00409558147633719,0.182727291761951,0.998136886686747,0.0223301871810761,0.183222602703261,0.948,0.00702111102319284,0.725210346149206,"02a_cor_to_smd_GROUPS",1000
0.5,100,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.00286195612978429,0.0058331408201602,0.184460109042088,0.00412671730430123,0.180941238834524,0.980923408178395,0.0219450895033369,0.184390067760929,0.942,0.00739161687318817,0.718062329061669,"02a_cor_to_smd_GROUPS",1000
0.8,100,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.0107270859252301,0.00555386460892681,0.175628619804091,0.00392914038834657,0.177547374392927,1.01092506785612,0.0226162826886428,0.175868237765217,0.956,0.00648567652600714,0.704490701640788,"02a_cor_to_smd_GROUPS",1000
1.2,100,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.0088243353700539,0.00526714832668851,0.166561854862803,0.003726299915295,0.171102381258598,1.02726030158306,0.0229817323896153,0.166712259712852,0.953,0.00669260786241059,0.678704842714516,"02a_cor_to_smd_GROUPS",1000
0,300,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,-0.00499117549444467,0.00335911701066186,0.106224606807076,0.00237644293570992,0.105627127146336,0.994375317747003,0.0222460338553757,0.106288735325259,0.957,0.00641490451994416,0.415738652294708,"02a_cor_to_smd_GROUPS",1000
0.2,300,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.00211831749778182,0.00333975730015022,0.105612399006493,0.00236274670329625,0.105427192545774,0.998246356843886,0.0223326362330371,0.105580832133982,0.952,0.00675988165576884,0.414949816376964,"02a_cor_to_smd_GROUPS",1000
0.5,300,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,-0.00227774909471999,0.00331105964203462,0.104704899374912,0.00234244424086824,0.104433891623138,0.997411699420069,0.022313963386903,0.104677318355486,0.949,0.00695693898205238,0.41103033807056,"02a_cor_to_smd_GROUPS",1000
0.8,300,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.00136133893162862,0.0031765675149562,0.100451884885626,0.00224729635995499,0.102547108476294,1.0208579818393,0.0228385005341672,0.100410875106159,0.957,0.00641490451994416,0.403586090496376,"02a_cor_to_smd_GROUPS",1000
1.2,300,0.15,"biserial_split_p","own",1000,1000,1000,1000,0,0.00657451001608712,0.00300515377972942,0.095031306630089,0.0021260278959895,0.0987575151985325,1.03921032658162,0.0232490767775398,0.0952110417574233,0.968,0.00556560868189635,0.388633628009431,"02a_cor_to_smd_GROUPS",1000
0,25,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,-0.0244953703163309,0.010674106124856,0.337544873408985,0.00755150952316304,0.333501195070752,0.988020323646472,0.022103860762995,0.338264139674984,0.957,0.00641490451994416,1.3797339408053,"02a_cor_to_smd_GROUPS",1000
0.2,25,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,-0.00402751557026915,0.0106299810123909,0.336149514834979,0.0075202927446251,0.333080655457387,0.990870552411479,0.022167625706141,0.336005536723931,0.958,0.00634318531969546,1.37794601012205,"02a_cor_to_smd_GROUPS",1000
0.5,25,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0274531542239016,0.0111723793476963,0.353301656221466,0.00790401819633934,0.329882238642165,0.933712686688849,0.0208888974500459,0.354190505103374,0.936,0.0077397674383666,1.36441159024756,"02a_cor_to_smd_GROUPS",1000
0.8,25,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0304294534123954,0.0102421210610525,0.323884306241064,0.00724589711074946,0.325295039315713,1.00435566974832,0.022469312978004,0.325149341719161,0.955,0.00655553201502365,1.34508903782522,"02a_cor_to_smd_GROUPS",1000
1.2,25,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0365316925957319,0.00982833855061904,0.310799354351943,0.00695316228766385,0.314589347647106,1.01219434095372,0.0226446786994819,0.312784601588422,0.945,0.00720936890441875,1.29940323116333,"02a_cor_to_smd_GROUPS",1000
0,50,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.00229216790061812,0.0076302950959513,0.241291117224191,0.0053981331464791,0.235793605093702,0.977216268075954,0.0218621538524276,0.241181334024281,0.944,0.00727076337120113,0.948179975774925,"02a_cor_to_smd_GROUPS",1000
0.2,50,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0108462748732617,0.00750647474558109,0.237375573945692,0.00531053512711852,0.235456062099752,0.991913608405305,0.0221909608176804,0.237504647578878,0.953,0.00669260786241059,0.946807553082397,"02a_cor_to_smd_GROUPS",1000
0.5,50,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.00369055531978901,0.00730319680065182,0.230947360905144,0.00516672399023954,0.233856915582573,1.01259834564043,0.0226537170392093,0.230861358880412,0.956,0.00648567652600714,0.94033017210524,"02a_cor_to_smd_GROUPS",1000
0.8,50,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0258220273057966,0.00693413643994162,0.219276647565869,0.00490562832602881,0.230274220731691,1.05015387314565,0.0234939043622721,0.220682901498371,0.958,0.00634318531969546,0.925806898252885,"02a_cor_to_smd_GROUPS",1000
1.2,50,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.0153080669670494,0.00690656765159497,0.218404845930803,0.00488612449448483,0.223289112128863,1.02236336001266,0.022872178656715,0.218831700088446,0.951,0.00682634602111555,0.897342875511116,"02a_cor_to_smd_GROUPS",1000
0,100,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,0.00888858728803562,0.00524619295955708,0.1658991879694,0.00371147481869175,0.166165525554175,1.00160541825452,0.0224077847132231,0.166054283330224,0.949,0.00695693898205238,0.659498676705666,"02a_cor_to_smd_GROUPS",1000
0.2,100,0.3,"biserial_split_p","own",1000,1000,1000,1000,0,-0.005879742480872,0.00518467490730218,0.163953816345972,0.00366795322053491,0.165983812686959,1.01238151319822,0.0226488660923241,0.163977267973813,0.963,0.00596917079668525,0.658775433134715,"02a_cor_to_smd_GROUPS",1000
