rr	n	br	br_guess	method	bias_ci	bias_es	bias_var
RR=0.75	n=75	br=0.05	guessed br=0.05	Grant	1	-0.0278033884106435	1.46598110997367
RR=0.75	n=75	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	2.07897350664986
RR=0.75	n=75	br=0.05	guessed br=0.05	metaumbrella (exp)	0.680706842477996	0.125328741076489	1.26108421364574
RR=0.75	n=75	br=0.05	guessed br=0.05	OR = RR	1	-0.0137993820282235	1.64089380670401
RR=0.75	n=75	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.0533917762284161	1.58542581986222
RR=0.75	n=75	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.0533917762284161	1.58542581986222
RR=0.75	n=75	br=0.05	guessed br=0.15	Grant	0.998766666666667	-0.0414540896497369	1.43764652612088
RR=0.75	n=75	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	2.051468999877
RR=0.75	n=75	br=0.05	guessed br=0.15	metaumbrella (exp)	0.683325470108513	0.126155296627728	1.24642118760766
RR=0.75	n=75	br=0.05	guessed br=0.15	OR = RR	1	-0.0139710069685384	1.65357094581083
RR=0.75	n=75	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.0534790728352333	1.59730306247488
RR=0.75	n=75	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.0534790728352333	1.59730306247488
RR=0.75	n=75	br=0.05	guessed br=0.5	Grant	0.93	-0.0129559073883329	1.68816649920414
RR=0.75	n=75	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	2.05773014416106
RR=0.75	n=75	br=0.05	guessed br=0.5	metaumbrella (exp)	0.688647155895329	0.123286969032254	1.26994197013526
RR=0.75	n=75	br=0.05	guessed br=0.5	OR = RR	1	-0.0136302372988477	1.66970120300201
RR=0.75	n=75	br=0.15	guessed br=0.01	dipietrantonj (br)	1	-0.00220507119233812	1.02671630394002
RR=0.75	n=75	br=0.15	guessed br=0.01	dipietrantonj (random)	1	-0.00220507119233812	1.02671630394002
RR=0.75	n=75	br=0.15	guessed br=0.01	Grant	1	-0.0454631072926759	0.991923587414522
RR=0.75	n=75	br=0.15	guessed br=0.01	metaumbrella (cases)	1	-3.45492492720306e-05	1.14232665755177
RR=0.75	n=75	br=0.15	guessed br=0.01	metaumbrella (exp)	0.973683323786097	0.0164405967990498	1.05739246451171
RR=0.75	n=75	br=0.15	guessed br=0.01	OR = RR	1	-0.0457334414359321	1.00604609207594
RR=0.75	n=75	br=0.15	guessed br=0.05	dipietrantonj (br)	1	-0.00266597746006151	1.01315494541942
RR=0.75	n=75	br=0.15	guessed br=0.05	dipietrantonj (random)	1	-0.00266597746006151	1.01315494541942
RR=0.75	n=75	br=0.15	guessed br=0.05	Grant	1	-0.0431187307963859	0.950095883647862
RR=0.75	n=75	br=0.15	guessed br=0.05	metaumbrella (cases)	1	-3.78960315757857e-05	1.13300250100451
RR=0.75	n=75	br=0.15	guessed br=0.05	metaumbrella (exp)	0.97242076871207	0.0146484137599889	1.0414153973656
RR=0.75	n=75	br=0.15	guessed br=0.05	OR = RR	1	-0.0443715924153097	0.988357262834407
RR=0.75	n=75	br=0.15	guessed br=0.15	dipietrantonj (br)	1	-0.0025910803629132	1.03023811888025
RR=0.75	n=75	br=0.15	guessed br=0.15	dipietrantonj (random)	1	-0.0025910803629132	1.03023811888025
RR=0.75	n=75	br=0.15	guessed br=0.15	Grant	0.999833333333333	-0.0330767843570793	0.952751402634398
RR=0.75	n=75	br=0.15	guessed br=0.15	metaumbrella (cases)	1	-3.66837982283405e-05	1.14578926379764
RR=0.75	n=75	br=0.15	guessed br=0.15	metaumbrella (exp)	0.974239822204263	0.0144640766296043	1.057158560417
RR=0.75	n=75	br=0.15	guessed br=0.15	OR = RR	1	-0.044335830988965	1.00645294283868
RR=0.75	n=75	br=0.15	guessed br=0.5	dipietrantonj (br)	1	-0.00295605885988982	1.0217782163531
RR=0.75	n=75	br=0.15	guessed br=0.5	dipietrantonj (random)	1	-0.00295605885988982	1.0217782163531
RR=0.75	n=75	br=0.15	guessed br=0.5	Grant	0.951233333333333	0.0411898419082339	1.02491152171063
RR=0.75	n=75	br=0.15	guessed br=0.5	metaumbrella (cases)	1	-3.23822973204953e-05	1.1387021643752
RR=0.75	n=75	br=0.15	guessed br=0.5	metaumbrella (exp)	0.9736407456096	0.0123961593630725	1.04969044891411
RR=0.75	n=75	br=0.15	guessed br=0.5	OR = RR	1	-0.0439413633805213	0.995362053008548
RR=0.75	n=75	br=0.5	guessed br=0.01	dipietrantonj (br)	0.998143439480163	-0.0176059397364574	0.926072334929583
RR=0.75	n=75	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.0115244014828887	0.91363758842726
RR=0.75	n=75	br=0.5	guessed br=0.01	Grant	0.9992	-0.229263106299484	0.957636275045719
RR=0.75	n=75	br=0.5	guessed br=0.01	metaumbrella (cases)	1	2.79750197071662e-05	0.971633841659456
RR=0.75	n=75	br=0.5	guessed br=0.01	metaumbrella (exp)	1	0.000184865708334047	0.965176296457334
RR=0.75	n=75	br=0.5	guessed br=0.01	OR = RR	0.999066666666667	-0.232585743760983	0.959829222227611
RR=0.75	n=75	br=0.5	guessed br=0.05	dipietrantonj (br)	0.998472116119175	-0.0175514355940937	0.918170509229711
RR=0.75	n=75	br=0.5	guessed br=0.05	dipietrantonj (random)	0.999959792529452	-0.0116700605676169	0.911059607845188
RR=0.75	n=75	br=0.5	guessed br=0.05	Grant	0.999533333333333	-0.213147530815399	0.954826576442836
RR=0.75	n=75	br=0.5	guessed br=0.05	metaumbrella (cases)	1	3.15565711417758e-05	0.965930556659761
RR=0.75	n=75	br=0.5	guessed br=0.05	metaumbrella (exp)	1	0.000121731381159596	0.959403589083584
RR=0.75	n=75	br=0.5	guessed br=0.05	OR = RR	0.999466666666667	-0.229832194450688	0.964803924434312
RR=0.75	n=75	br=0.5	guessed br=0.15	dipietrantonj (br)	0.998345439870864	-0.0175370184661757	0.929742722267742
RR=0.75	n=75	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.0114764941588489	0.918842501211341
RR=0.75	n=75	br=0.5	guessed br=0.15	Grant	0.999766666666667	-0.179456550090006	0.943008437277063
RR=0.75	n=75	br=0.5	guessed br=0.15	metaumbrella (cases)	1	3.27183817839415e-05	0.971655021911342
RR=0.75	n=75	br=0.5	guessed br=0.15	metaumbrella (exp)	1	0.00015972542176216	0.965413798047513
RR=0.75	n=75	br=0.5	guessed br=0.15	OR = RR	0.999166666666667	-0.231755587422522	0.963569661121077
RR=0.75	n=75	br=0.5	guessed br=0.5	dipietrantonj (br)	0.998105907955187	-0.0177125835362991	0.924591470822815
RR=0.75	n=75	br=0.5	guessed br=0.5	dipietrantonj (random)	1	-0.0113822832682546	0.917043612377185
RR=0.75	n=75	br=0.5	guessed br=0.5	Grant	0.998866666666667	-0.0300118278701639	0.953692695063294
RR=0.75	n=75	br=0.5	guessed br=0.5	metaumbrella (cases)	1	7.97920886954759e-06	0.970755119699658
RR=0.75	n=75	br=0.5	guessed br=0.5	metaumbrella (exp)	1	0.000145218743033141	0.964331287660386
RR=0.75	n=75	br=0.5	guessed br=0.5	OR = RR	0.999466666666667	-0.228064853711444	0.965795670417899
RR=0.75	n=100	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0925153950006765	2.84363207064038
RR=0.75	n=100	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0925153950006765	2.84363207064038
RR=0.75	n=100	br=0.01	guessed br=0.01	Grant	1	-0.00642473088517767	3.19005627339458
RR=0.75	n=100	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.30063168158388
RR=0.75	n=100	br=0.01	guessed br=0.01	metaumbrella (exp)	0.665566336567637	0.0922254154601733	1.56937864790289
RR=0.75	n=100	br=0.01	guessed br=0.01	OR = RR	1	-0.00255052917542864	3.44096936965404
RR=0.75	n=100	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0934647135523146	2.84753864690444
RR=0.75	n=100	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0934647135523146	2.84753864690444
RR=0.75	n=100	br=0.01	guessed br=0.05	Grant	1	-0.0198701300833991	2.84560042346601
RR=0.75	n=100	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.38741310855162
RR=0.75	n=100	br=0.01	guessed br=0.05	metaumbrella (exp)	0.667967316991829	0.0919656671383153	1.58414957140217
RR=0.75	n=100	br=0.01	guessed br=0.05	OR = RR	1	-0.00262303094562074	3.45266117478155
RR=0.75	n=100	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0928152985666075	2.80649919262733
RR=0.75	n=100	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0928152985666075	2.80649919262733
RR=0.75	n=100	br=0.01	guessed br=0.15	Grant	0.9997	-0.0421810442164302	2.66248172143441
RR=0.75	n=100	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	3.39420065007405
RR=0.75	n=100	br=0.01	guessed br=0.15	metaumbrella (exp)	0.668644971992531	0.0916854894228324	1.57032135489423
RR=0.75	n=100	br=0.01	guessed br=0.15	OR = RR	1	-0.0025923303049704	3.43394274864668
RR=0.75	n=100	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0930684001331767	2.8504163289019
RR=0.75	n=100	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0930684001331767	2.8504163289019
RR=0.75	n=100	br=0.01	guessed br=0.5	Grant	0.953433333333333	-0.0511031074168698	3.3255215169717
RR=0.75	n=100	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	3.40327666641853
RR=0.75	n=100	br=0.01	guessed br=0.5	metaumbrella (exp)	0.668456510138741	0.0902703307158062	1.57750555827548
RR=0.75	n=100	br=0.01	guessed br=0.5	OR = RR	1	-0.0026076642921299	3.44702166686482
RR=0.75	n=100	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.0422811708665448	1.43064862722054
RR=0.75	n=100	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.0422811708665448	1.43064862722054
RR=0.75	n=100	br=0.05	guessed br=0.01	Grant	1	-0.0155340539676266	1.38679905758698
RR=0.75	n=100	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	1.77732891554404
RR=0.75	n=100	br=0.05	guessed br=0.01	metaumbrella (exp)	0.676973506353068	0.120206155881385	1.44914194946842
RR=0.75	n=100	br=0.05	guessed br=0.01	OR = RR	1	-0.0129313209568017	1.43880272937028
RR=0.75	n=100	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.0413435814403241	1.42522660395684
RR=0.75	n=100	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.0413435814403241	1.42522660395684
RR=0.75	n=100	br=0.05	guessed br=0.05	Grant	1	-0.0240173996403122	1.30553268443733
RR=0.75	n=100	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	1.77660105471996
RR=0.75	n=100	br=0.05	guessed br=0.05	metaumbrella (exp)	0.677241705520643	0.121586802845563	1.4300214405544
RR=0.75	n=100	br=0.05	guessed br=0.05	OR = RR	1	-0.0131622213463036	1.43395890970111
RR=0.75	n=100	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.0409784561183517	1.41336666579873
RR=0.75	n=100	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.0409784561183517	1.41336666579873
RR=0.75	n=100	br=0.05	guessed br=0.15	Grant	0.998833333333333	-0.0328067577050632	1.266812331551
RR=0.75	n=100	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	1.77087193718967
RR=0.75	n=100	br=0.05	guessed br=0.15	metaumbrella (exp)	0.674324964471814	0.127800666588206	1.42745682111828
RR=0.75	n=100	br=0.05	guessed br=0.15	OR = RR	1	-0.0137258571178777	1.42791612505067
RR=0.75	n=100	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.0405785991432147	1.42607221428479
RR=0.75	n=100	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.0405785991432147	1.42607221428479
RR=0.75	n=100	br=0.05	guessed br=0.5	Grant	0.9286	0.0120543177857505	1.47140106347817
RR=0.75	n=100	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	1.77500004970843
RR=0.75	n=100	br=0.05	guessed br=0.5	metaumbrella (exp)	0.674237047551455	0.130330779888538	1.43841188122854
RR=0.75	n=100	br=0.05	guessed br=0.5	OR = RR	1	-0.0142214496933335	1.44423860012937
RR=0.75	n=100	br=0.15	guessed br=0.01	dipietrantonj (br)	1	-0.000874590592093262	0.956013899271126
RR=0.75	n=100	br=0.15	guessed br=0.01	dipietrantonj (random)	1	-0.000874590592093262	0.956013899271126
RR=0.75	n=100	br=0.15	guessed br=0.01	Grant	1	-0.0431914749061067	0.927230829413089
RR=0.75	n=100	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	1.02090063675424
RR=0.75	n=100	br=0.15	guessed br=0.01	metaumbrella (exp)	0.827600093969192	0.06947292871926	0.994676838741392
RR=0.75	n=100	br=0.15	guessed br=0.01	OR = RR	1	-0.0440570813590415	0.936133745515113
RR=0.75	n=100	br=0.15	guessed br=0.05	dipietrantonj (br)	1	-0.000925673158081847	0.970666027012342
RR=0.75	n=100	br=0.15	guessed br=0.05	dipietrantonj (random)	1	-0.000925673158081847	0.970666027012342
RR=0.75	n=100	br=0.15	guessed br=0.05	Grant	1	-0.0383857978193387	0.9246434695812
RR=0.75	n=100	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	1.03474836992678
RR=0.75	n=100	br=0.15	guessed br=0.05	metaumbrella (exp)	0.831873552803785	0.0693002343230895	1.00176490575858
RR=0.75	n=100	br=0.15	guessed br=0.05	OR = RR	1	-0.0434948907962925	0.949361677825144
RR=0.75	n=100	br=0.15	guessed br=0.15	dipietrantonj (br)	1	-0.000287412719233321	0.976418560700514
RR=0.75	n=100	br=0.15	guessed br=0.15	dipietrantonj (random)	1	-0.000287412719233321	0.976418560700514
RR=0.75	n=100	br=0.15	guessed br=0.15	Grant	0.999933333333333	-0.023608539957148	0.920290803184599
RR=0.75	n=100	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	1.03564500499786
RR=0.75	n=100	br=0.15	guessed br=0.15	metaumbrella (exp)	0.832494632313473	0.0694996234771895	1.00098935765078
RR=0.75	n=100	br=0.15	guessed br=0.15	OR = RR	1	-0.0439756582544854	0.959492805124511
RR=0.75	n=100	br=0.15	guessed br=0.5	dipietrantonj (br)	1	-0.000919048159277569	0.951866903084711
RR=0.75	n=100	br=0.15	guessed br=0.5	dipietrantonj (random)	1	-0.000919048159277569	0.951866903084711
RR=0.75	n=100	br=0.15	guessed br=0.5	Grant	0.960733333333333	0.0579684124118513	0.949129914014336
RR=0.75	n=100	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	1.01830601017873
RR=0.75	n=100	br=0.15	guessed br=0.5	metaumbrella (exp)	0.831716079642749	0.0694826712890107	0.981525152594502
RR=0.75	n=100	br=0.15	guessed br=0.5	OR = RR	1	-0.0431486922241854	0.935337592155167
RR=0.75	n=100	br=0.5	guessed br=0.01	dipietrantonj (br)	0.998821712985535	-0.0117109193681999	0.949578771150255
RR=0.75	n=100	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.00758236987851716	0.944634817775219
RR=0.75	n=100	br=0.5	guessed br=0.01	Grant	0.9991	-0.222357835582954	0.967967449190358
RR=0.75	n=100	br=0.5	guessed br=0.01	metaumbrella (cases)	1	0.000505441518812461	0.975898555792361
RR=0.75	n=100	br=0.5	guessed br=0.01	metaumbrella (exp)	0.994833333333333	0.0176889564598374	0.965331661609915
RR=0.75	n=100	br=0.5	guessed br=0.01	OR = RR	0.999066666666667	-0.225803556409833	0.969468720119693
RR=0.75	n=100	br=0.5	guessed br=0.05	dipietrantonj (br)	0.998706338939198	-0.0119952322075414	0.937852354270823
RR=0.75	n=100	br=0.5	guessed br=0.05	dipietrantonj (random)	1	-0.00785870963878448	0.933855283238073
RR=0.75	n=100	br=0.5	guessed br=0.05	Grant	0.9995	-0.208480055395877	0.966591753660037
RR=0.75	n=100	br=0.5	guessed br=0.05	metaumbrella (cases)	0.999966666666667	0.000612856451976882	0.980127067004331
RR=0.75	n=100	br=0.5	guessed br=0.05	metaumbrella (exp)	0.9953	0.0175324869960721	0.966163642257724
RR=0.75	n=100	br=0.5	guessed br=0.05	OR = RR	0.999233333333333	-0.225899934825988	0.973374731973021
RR=0.75	n=100	br=0.5	guessed br=0.15	dipietrantonj (br)	0.998663155762609	-0.0119261913645517	0.94105908422523
RR=0.75	n=100	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.00809736937732497	0.937047526169384
RR=0.75	n=100	br=0.5	guessed br=0.15	Grant	0.9999	-0.172924614514357	0.962284884788372
RR=0.75	n=100	br=0.5	guessed br=0.15	metaumbrella (cases)	0.999966666666667	0.000656590958856297	0.982725458853596
RR=0.75	n=100	br=0.5	guessed br=0.15	metaumbrella (exp)	0.995433333333333	0.0176304988758109	0.968716047508181
RR=0.75	n=100	br=0.5	guessed br=0.15	OR = RR	0.999266666666667	-0.227380731861166	0.979149875706111
RR=0.75	n=100	br=0.5	guessed br=0.5	dipietrantonj (br)	0.999309812837481	-0.0120741370449781	0.952858504027808
RR=0.75	n=100	br=0.5	guessed br=0.5	dipietrantonj (random)	1	-0.00775727680267874	0.945468201216375
RR=0.75	n=100	br=0.5	guessed br=0.5	Grant	0.9999	-0.0222932084744466	0.965989228263382
RR=0.75	n=100	br=0.5	guessed br=0.5	metaumbrella (cases)	0.999933333333333	0.00068923905598867	0.986277911505557
RR=0.75	n=100	br=0.5	guessed br=0.5	metaumbrella (exp)	0.9949	0.0179142036829724	0.971357977672293
RR=0.75	n=100	br=0.5	guessed br=0.5	OR = RR	0.998833333333333	-0.227913016602915	0.976424831444979
RR=0.75	n=300	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0789193092688457	1.66563864962902
RR=0.75	n=300	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0789193092688457	1.66563864962902
RR=0.75	n=300	br=0.01	guessed br=0.01	Grant	1	-0.00614059070799067	1.80824117074379
RR=0.75	n=300	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	2.30836883778761
RR=0.75	n=300	br=0.01	guessed br=0.01	metaumbrella (exp)	0.547522613743756	0.132762597704763	1.23095708746376
RR=0.75	n=300	br=0.01	guessed br=0.01	OR = RR	1	-0.00263102371572235	1.90008006252177
RR=0.75	n=300	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0797327977651859	1.71095922934725
RR=0.75	n=300	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0797327977651859	1.71095922934725
RR=0.75	n=300	br=0.01	guessed br=0.05	Grant	1	-0.0183611156127049	1.68344445641978
RR=0.75	n=300	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	2.36188465189477
RR=0.75	n=300	br=0.01	guessed br=0.05	metaumbrella (exp)	0.547016915960428	0.127961247525892	1.26988436461185
RR=0.75	n=300	br=0.01	guessed br=0.05	OR = RR	1	-0.00251414879388996	1.91233227080672
RR=0.75	n=300	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0809281306219399	1.69121745844033
RR=0.75	n=300	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0809281306219399	1.69121745844033
RR=0.75	n=300	br=0.01	guessed br=0.15	Grant	0.9988	-0.0348063242719244	1.62465302054874
RR=0.75	n=300	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	2.35325685412074
RR=0.75	n=300	br=0.01	guessed br=0.15	metaumbrella (exp)	0.545850496319806	0.130340568355972	1.2681847845013
RR=0.75	n=300	br=0.01	guessed br=0.15	OR = RR	1	-0.00258220004023048	1.91902981974947
RR=0.75	n=300	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0790741283890472	1.72267028568752
RR=0.75	n=300	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0790741283890472	1.72267028568752
RR=0.75	n=300	br=0.01	guessed br=0.5	Grant	0.926733333333333	-0.0198913867824744	1.9363553493046
RR=0.75	n=300	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	2.35445844185134
RR=0.75	n=300	br=0.01	guessed br=0.5	metaumbrella (exp)	0.552924509208662	0.129568447226993	1.26887931234245
RR=0.75	n=300	br=0.01	guessed br=0.5	OR = RR	1	-0.00246425646514116	1.93370183445665
RR=0.75	n=300	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.00186839532246464	1.00277575760028
RR=0.75	n=300	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.00186839532246464	1.00277575760028
RR=0.75	n=300	br=0.05	guessed br=0.01	Grant	1	-0.012594340574806	0.944784712893281
RR=0.75	n=300	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	1.02650851021418
RR=0.75	n=300	br=0.05	guessed br=0.01	metaumbrella (exp)	0.738485900070752	0.0865487324092986	0.941867826097283
RR=0.75	n=300	br=0.05	guessed br=0.01	OR = RR	1	-0.0134206625921286	0.953918294871438
RR=0.75	n=300	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.00209940965929636	1.01305883700273
RR=0.75	n=300	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.00209940965929636	1.01305883700273
RR=0.75	n=300	br=0.05	guessed br=0.05	Grant	1	-0.00859040410522836	0.937042019778135
RR=0.75	n=300	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	1.03683202147654
RR=0.75	n=300	br=0.05	guessed br=0.05	metaumbrella (exp)	0.740930201251935	0.0816792168688394	0.94712211036291
RR=0.75	n=300	br=0.05	guessed br=0.05	OR = RR	1	-0.0130166799857305	0.963211957765558
RR=0.75	n=300	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.00209123690004741	1.00935954271055
RR=0.75	n=300	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.00209123690004741	1.00935954271055
RR=0.75	n=300	br=0.05	guessed br=0.15	Grant	0.999533333333333	0.00395234538790198	0.920114709949745
RR=0.75	n=300	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	1.03745913442501
RR=0.75	n=300	br=0.05	guessed br=0.15	metaumbrella (exp)	0.738528401051142	0.0832074581787412	0.951260279684586
RR=0.75	n=300	br=0.05	guessed br=0.15	OR = RR	1	-0.0130441922520357	0.958190822185566
RR=0.75	n=300	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.00195032754804629	0.998449060243197
RR=0.75	n=300	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.00195032754804629	0.998449060243197
RR=0.75	n=300	br=0.05	guessed br=0.5	Grant	0.9498	0.0819731959290167	0.974187874088875
RR=0.75	n=300	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	1.0227805185179
RR=0.75	n=300	br=0.05	guessed br=0.5	metaumbrella (exp)	0.738292567886261	0.086816912418776	0.938614022224933
RR=0.75	n=300	br=0.05	guessed br=0.5	OR = RR	1	-0.0133807613546652	0.94958204370989
RR=0.75	n=300	br=0.15	guessed br=0.01	dipietrantonj (br)	1	4.91082382522867e-06	0.967349712674648
RR=0.75	n=300	br=0.15	guessed br=0.01	dipietrantonj (random)	1	4.91082382522867e-06	0.967349712674648
RR=0.75	n=300	br=0.15	guessed br=0.01	Grant	1	-0.0412104592614168	0.967797645334567
RR=0.75	n=300	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	0.9696076296761
RR=0.75	n=300	br=0.15	guessed br=0.01	metaumbrella (exp)	0.792626420880696	0.0621042865291457	0.82863658030883
RR=0.75	n=300	br=0.15	guessed br=0.01	OR = RR	1	-0.0435851919400053	0.96927592392378
RR=0.75	n=300	br=0.15	guessed br=0.05	dipietrantonj (br)	1	4.52671803863534e-06	0.952700678640664
RR=0.75	n=300	br=0.15	guessed br=0.05	dipietrantonj (random)	1	4.52671803863534e-06	0.952700678640664
RR=0.75	n=300	br=0.15	guessed br=0.05	Grant	1	-0.031359768165351	0.949045830063535
RR=0.75	n=300	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	0.954667621342742
RR=0.75	n=300	br=0.15	guessed br=0.05	metaumbrella (exp)	0.791759725324178	0.0613661872278506	0.817671906418254
RR=0.75	n=300	br=0.15	guessed br=0.05	OR = RR	1	-0.0432357598437185	0.955005142040331
RR=0.75	n=300	br=0.15	guessed br=0.15	dipietrantonj (br)	1	0	0.966048424462099
RR=0.75	n=300	br=0.15	guessed br=0.15	dipietrantonj (random)	1	0	0.966048424462099
RR=0.75	n=300	br=0.15	guessed br=0.15	Grant	1	-0.00640143287944612	0.951708403438865
RR=0.75	n=300	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	0.966048424462099
RR=0.75	n=300	br=0.15	guessed br=0.15	metaumbrella (exp)	0.794066666666667	0.0624931356443221	0.834431363537917
RR=0.75	n=300	br=0.15	guessed br=0.15	OR = RR	1	-0.0433685711858368	0.966776245331082
RR=0.75	n=300	br=0.15	guessed br=0.5	dipietrantonj (br)	1	0	0.960330530340909
RR=0.75	n=300	br=0.15	guessed br=0.5	dipietrantonj (random)	1	0	0.960330530340909
RR=0.75	n=300	br=0.15	guessed br=0.5	Grant	0.9934	0.0946781076890734	0.956469839786325
RR=0.75	n=300	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	0.960330530340909
RR=0.75	n=300	br=0.15	guessed br=0.5	metaumbrella (exp)	0.796366666666667	0.0617857339632859	0.823974364283707
RR=0.75	n=300	br=0.15	guessed br=0.5	OR = RR	1	-0.0431137907706736	0.961097418503945
RR=0.75	n=300	br=0.5	guessed br=0.01	dipietrantonj (br)	0.999878123095673	-0.00130482662721107	1.01457170538786
RR=0.75	n=300	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.00099906572016498	1.0202578419172
RR=0.75	n=300	br=0.5	guessed br=0.01	Grant	0.992766666666667	-0.220194396288435	0.997709471034273
RR=0.75	n=300	br=0.5	guessed br=0.01	metaumbrella (cases)	1	0.000207938230603367	1.00118750668126
RR=0.75	n=300	br=0.5	guessed br=0.01	metaumbrella (exp)	0.996866666666667	0.0171754439871776	0.946215531684144
RR=0.75	n=300	br=0.5	guessed br=0.01	OR = RR	0.992066666666667	-0.224026128826189	0.998168387442556
RR=0.75	n=300	br=0.5	guessed br=0.05	dipietrantonj (br)	0.999878241811762	-0.0013146221036231	0.995870722544232
RR=0.75	n=300	br=0.5	guessed br=0.05	dipietrantonj (random)	1	-0.00102342832736194	1.0016225478842
RR=0.75	n=300	br=0.5	guessed br=0.05	Grant	0.9952	-0.204604466346053	0.979349429516063
RR=0.75	n=300	br=0.5	guessed br=0.05	metaumbrella (cases)	1	0.000234483209574095	0.983127126018101
RR=0.75	n=300	br=0.5	guessed br=0.05	metaumbrella (exp)	0.996333333333333	0.017041124412514	0.937779850867402
RR=0.75	n=300	br=0.5	guessed br=0.05	OR = RR	0.9911	-0.223924059364868	0.981755873108188
RR=0.75	n=300	br=0.5	guessed br=0.15	dipietrantonj (br)	0.999919106940624	-0.00130792804407421	1.01068348339848
RR=0.75	n=300	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.00104722879448507	1.01633667976271
RR=0.75	n=300	br=0.5	guessed br=0.15	Grant	0.998666666666667	-0.165553266971015	0.986100211864496
RR=0.75	n=300	br=0.5	guessed br=0.15	metaumbrella (cases)	1	0.000215057014271843	0.996213746104985
RR=0.75	n=300	br=0.5	guessed br=0.15	metaumbrella (exp)	0.996566666666667	0.0173847995974773	0.941814560505882
RR=0.75	n=300	br=0.5	guessed br=0.15	OR = RR	0.991566666666667	-0.2251745172701	0.991782077145504
RR=0.75	n=300	br=0.5	guessed br=0.5	dipietrantonj (br)	1	-0.00120858925472957	1.00143154252778
