rr	n	br	br_guess	method	bias_ci	bias_es	bias_var
RR=0.5	n=25	br=0.15	guessed br=0.05	Grant	1	-0.0857146918657886	1.60296685648159
RR=0.5	n=25	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	2.24239037927369
RR=0.5	n=25	br=0.15	guessed br=0.05	metaumbrella (exp)	0.706666666666667	0.248222998716175	1.35344912859637
RR=0.5	n=25	br=0.15	guessed br=0.05	OR = RR	1	-0.0876918141552045	1.76704461543408
RR=0.5	n=25	br=0.15	guessed br=0.15	dipietrantonj (br)	1	0.0185450396453101	1.84735683871994
RR=0.5	n=25	br=0.15	guessed br=0.15	dipietrantonj (random)	1	0.0185665679266309	1.84721861664611
RR=0.5	n=25	br=0.15	guessed br=0.15	Grant	0.999766666666667	-0.0707397655402767	1.54263296652357
RR=0.5	n=25	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	2.23881008628726
RR=0.5	n=25	br=0.15	guessed br=0.15	metaumbrella (exp)	0.703566666666667	0.255005257212939	1.35845453763513
RR=0.5	n=25	br=0.15	guessed br=0.15	OR = RR	1	-0.0885962221060695	1.76806997784851
RR=0.5	n=25	br=0.15	guessed br=0.5	dipietrantonj (br)	1	0.0157310583838444	1.85720137748616
RR=0.5	n=25	br=0.15	guessed br=0.5	dipietrantonj (random)	1	0.0157310583838444	1.85720137748616
RR=0.5	n=25	br=0.15	guessed br=0.5	Grant	0.968466666666667	0.0524387733277118	1.72750715140728
RR=0.5	n=25	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	2.2359450230544
RR=0.5	n=25	br=0.15	guessed br=0.5	metaumbrella (exp)	0.706733333333333	0.248027663803734	1.36422283137323
RR=0.5	n=25	br=0.15	guessed br=0.5	OR = RR	1	-0.0876280394238785	1.77459449728785
RR=0.5	n=25	br=0.5	guessed br=0.01	dipietrantonj (br)	0.997340525152639	-0.00164662905626123	1.21401441449731
RR=0.5	n=25	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.00787705709303405	1.17980716693775
RR=0.5	n=25	br=0.5	guessed br=0.01	Grant	1	-0.440086212462927	1.01113395507451
RR=0.5	n=25	br=0.5	guessed br=0.01	metaumbrella (cases)	0.999648728396796	0.00164942811719518	1.26750830245357
RR=0.5	n=25	br=0.5	guessed br=0.01	metaumbrella (exp)	0.957433333333333	0.0652720146575946	1.18006362180188
RR=0.5	n=25	br=0.5	guessed br=0.01	OR = RR	1	-0.445200405944647	1.01726967571084
RR=0.5	n=25	br=0.5	guessed br=0.05	dipietrantonj (br)	0.997648902821317	-6.86267361030536e-05	1.19607756422824
RR=0.5	n=25	br=0.5	guessed br=0.05	dipietrantonj (random)	1	-0.0060185566022738	1.16662315003251
RR=0.5	n=25	br=0.5	guessed br=0.05	Grant	0.999966666666667	-0.415950148210935	0.989885740854218
RR=0.5	n=25	br=0.5	guessed br=0.05	metaumbrella (cases)	0.999718379272714	0.00136249451001848	1.25079442891318
RR=0.5	n=25	br=0.5	guessed br=0.05	metaumbrella (exp)	0.955666666666667	0.0679392610419862	1.1683674847089
RR=0.5	n=25	br=0.5	guessed br=0.05	OR = RR	1	-0.442004470737015	1.01107511982784
RR=0.5	n=25	br=0.5	guessed br=0.15	dipietrantonj (br)	0.996717275338531	-0.00138186006483789	1.19817514367105
RR=0.5	n=25	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.00630323657162582	1.16652360271234
RR=0.5	n=25	br=0.5	guessed br=0.15	Grant	1	-0.359516577694795	0.974581205924689
RR=0.5	n=25	br=0.5	guessed br=0.15	metaumbrella (cases)	0.999542768711311	0.0016169314079928	1.24545746993732
RR=0.5	n=25	br=0.5	guessed br=0.15	metaumbrella (exp)	0.956966666666667	0.0672209362751153	1.16079659579627
RR=0.5	n=25	br=0.5	guessed br=0.15	OR = RR	1	-0.443424174419214	1.01506932821511
RR=0.5	n=25	br=0.5	guessed br=0.5	dipietrantonj (br)	0.99786444869057	0.000735224737559528	1.21799436483958
RR=0.5	n=25	br=0.5	guessed br=0.5	dipietrantonj (random)	1	-0.00511145766994152	1.18526069942589
RR=0.5	n=25	br=0.5	guessed br=0.5	Grant	0.996633333333333	-0.0958333289896411	0.985115310794977
RR=0.5	n=25	br=0.5	guessed br=0.5	metaumbrella (cases)	0.999506885984995	0.00160209957727825	1.27485774464691
RR=0.5	n=25	br=0.5	guessed br=0.5	metaumbrella (exp)	0.955431847728258	0.0699539001714007	1.18405903909597
RR=0.5	n=25	br=0.5	guessed br=0.5	OR = RR	1	-0.444925178784576	1.02498701595981
RR=0.5	n=50	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0442042680318287	4.43958729998003
RR=0.5	n=50	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0442042680318287	4.43958729998003
RR=0.5	n=50	br=0.01	guessed br=0.01	Grant	1	-0.00748870612032351	4.72262892265198
RR=0.5	n=50	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.79756577372652
RR=0.5	n=50	br=0.01	guessed br=0.01	metaumbrella (exp)	0.793333333333333	0.0752296934594912	1.86053869964789
RR=0.5	n=50	br=0.01	guessed br=0.01	OR = RR	1	-0.00518424305007481	5.14875852563939
RR=0.5	n=50	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0451151899620507	4.41186603045238
RR=0.5	n=50	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0451151899620507	4.41186603045238
RR=0.5	n=50	br=0.01	guessed br=0.05	Grant	1	-0.0156117352554837	4.10772357965423
RR=0.5	n=50	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.79915872184401
RR=0.5	n=50	br=0.01	guessed br=0.05	metaumbrella (exp)	0.7932	0.0723361795607451	1.86197782495427
RR=0.5	n=50	br=0.01	guessed br=0.05	OR = RR	1	-0.00493168947675681	5.12477742093404
RR=0.5	n=50	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0427948349474065	4.44150002178859
RR=0.5	n=50	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0427948349474065	4.44150002178859
RR=0.5	n=50	br=0.01	guessed br=0.15	Grant	1	-0.0285139812724446	3.83506546206164
RR=0.5	n=50	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	3.79419520990809
RR=0.5	n=50	br=0.01	guessed br=0.15	metaumbrella (exp)	0.799	0.0709210831339664	1.85803684527207
RR=0.5	n=50	br=0.01	guessed br=0.15	OR = RR	1	-0.00519289583115917	5.18105896381335
RR=0.5	n=50	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0440882588282463	4.47944319139526
RR=0.5	n=50	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0440882588282463	4.47944319139526
RR=0.5	n=50	br=0.01	guessed br=0.5	Grant	0.9816	-0.0241944142917039	4.81626795388284
RR=0.5	n=50	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	3.80974191860863
RR=0.5	n=50	br=0.01	guessed br=0.5	metaumbrella (exp)	0.7968	0.0729110638131275	1.86959619335358
RR=0.5	n=50	br=0.01	guessed br=0.5	OR = RR	1	-0.00515260299390017	5.18684410169418
RR=0.5	n=50	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.0617708044237621	1.85465573518401
RR=0.5	n=50	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.0617708044237621	1.85465573518401
RR=0.5	n=50	br=0.05	guessed br=0.01	Grant	1	-0.0270925091683035	2.22555066977759
RR=0.5	n=50	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	2.68881425024389
RR=0.5	n=50	br=0.05	guessed br=0.01	metaumbrella (exp)	0.512967722554157	0.265122491888077	1.08744213070547
RR=0.5	n=50	br=0.05	guessed br=0.01	OR = RR	1	-0.0262032767537495	2.34072611011161
RR=0.5	n=50	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.0588893272518191	1.87729115857766
RR=0.5	n=50	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.0588893272518191	1.87729115857766
RR=0.5	n=50	br=0.05	guessed br=0.05	Grant	1	-0.0291758398583781	2.03152357788988
RR=0.5	n=50	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	2.70057401576795
RR=0.5	n=50	br=0.05	guessed br=0.05	metaumbrella (exp)	0.518639655575209	0.263495945454725	1.0915002104689
RR=0.5	n=50	br=0.05	guessed br=0.05	OR = RR	1	-0.0257531147964548	2.31989398070398
RR=0.5	n=50	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.0614355004583834	1.85075197483782
RR=0.5	n=50	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.0614355004583834	1.85075197483782
RR=0.5	n=50	br=0.05	guessed br=0.15	Grant	0.9997	-0.0262080661122452	1.92199800582481
RR=0.5	n=50	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	2.64939826413581
RR=0.5	n=50	br=0.05	guessed br=0.15	metaumbrella (exp)	0.512754590984975	0.263549135236574	1.07617659971113
RR=0.5	n=50	br=0.05	guessed br=0.15	OR = RR	1	-0.0261229276106625	2.30400322866262
RR=0.5	n=50	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.0594455814887337	1.8359731746481
RR=0.5	n=50	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.0594455814887337	1.8359731746481
RR=0.5	n=50	br=0.05	guessed br=0.5	Grant	0.960866666666667	0.057703034804257	2.21096795117893
RR=0.5	n=50	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	2.67144382924927
RR=0.5	n=50	br=0.05	guessed br=0.5	metaumbrella (exp)	0.514435432729215	0.265131761506837	1.07177064350073
RR=0.5	n=50	br=0.05	guessed br=0.5	OR = RR	1	-0.0260925306810452	2.29714314635004
RR=0.5	n=50	br=0.15	guessed br=0.01	dipietrantonj (br)	1	0.0049073307931924	1.28912920359621
RR=0.5	n=50	br=0.15	guessed br=0.01	dipietrantonj (random)	1	0.0049073307931924	1.28912920359621
RR=0.5	n=50	br=0.15	guessed br=0.01	Grant	1	-0.0844306151056332	1.31961661847876
RR=0.5	n=50	br=0.15	guessed br=0.01	metaumbrella (cases)	1	0	1.63453535712236
RR=0.5	n=50	br=0.15	guessed br=0.01	metaumbrella (exp)	0.611003893685458	0.320666190445891	1.05450383028876
RR=0.5	n=50	br=0.15	guessed br=0.01	OR = RR	1	-0.0869772059489107	1.34244766411928
RR=0.5	n=50	br=0.15	guessed br=0.05	dipietrantonj (br)	1	0.00328170715519187	1.28781988080369
RR=0.5	n=50	br=0.15	guessed br=0.05	dipietrantonj (random)	1	0.00328170715519187	1.28781988080369
RR=0.5	n=50	br=0.15	guessed br=0.05	Grant	1	-0.0746889473505868	1.26716328671369
RR=0.5	n=50	br=0.15	guessed br=0.05	metaumbrella (cases)	1	0	1.62036317790857
RR=0.5	n=50	br=0.15	guessed br=0.05	metaumbrella (exp)	0.615832796991972	0.313996221973015	1.04857761189221
RR=0.5	n=50	br=0.15	guessed br=0.05	OR = RR	1	-0.0881362875494839	1.33159504810695
RR=0.5	n=50	br=0.15	guessed br=0.15	dipietrantonj (br)	1	0.00478177787458452	1.29807255146391
RR=0.5	n=50	br=0.15	guessed br=0.15	dipietrantonj (random)	1	0.00478177787458452	1.29807255146391
RR=0.5	n=50	br=0.15	guessed br=0.15	Grant	0.999766666666667	-0.0411547723874179	1.24527433385996
RR=0.5	n=50	br=0.15	guessed br=0.15	metaumbrella (cases)	1	0	1.62445370198698
RR=0.5	n=50	br=0.15	guessed br=0.15	metaumbrella (exp)	0.612336144700742	0.318587622475559	1.06917003882026
RR=0.5	n=50	br=0.15	guessed br=0.15	OR = RR	1	-0.0879381097518012	1.33848751606305
RR=0.5	n=50	br=0.15	guessed br=0.5	dipietrantonj (br)	1	0.00529026895877883	1.31402279912629
RR=0.5	n=50	br=0.15	guessed br=0.5	dipietrantonj (random)	1	0.00529026895877883	1.31402279912629
RR=0.5	n=50	br=0.15	guessed br=0.5	Grant	0.9764	0.13696192799121	1.36481374557294
RR=0.5	n=50	br=0.15	guessed br=0.5	metaumbrella (cases)	1	0	1.66452082760236
RR=0.5	n=50	br=0.15	guessed br=0.5	metaumbrella (exp)	0.61632708319231	0.320946717225653	1.07326192911431
RR=0.5	n=50	br=0.15	guessed br=0.5	OR = RR	1	-0.0878938626037882	1.35915928962831
RR=0.5	n=50	br=0.5	guessed br=0.01	dipietrantonj (br)	0.999634422753528	-0.00409329274388504	0.99436419014515
RR=0.5	n=50	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.00661152277603494	0.98698194608007
RR=0.5	n=50	br=0.5	guessed br=0.01	Grant	0.999366666666667	-0.415676348033305	0.953336479942415
RR=0.5	n=50	br=0.5	guessed br=0.01	metaumbrella (cases)	0.999698593436035	0.00302645866432305	1.01326686535787
RR=0.5	n=50	br=0.5	guessed br=0.01	metaumbrella (exp)	0.924660974384731	0.084704312173019	0.924871331430293
RR=0.5	n=50	br=0.5	guessed br=0.01	OR = RR	0.999333333333333	-0.421782836571405	0.955411446841359
RR=0.5	n=50	br=0.5	guessed br=0.05	dipietrantonj (br)	0.999708624708625	-0.00393964191563346	0.970804078028184
RR=0.5	n=50	br=0.5	guessed br=0.05	dipietrantonj (random)	1	-0.00661877562045278	0.963365543623528
RR=0.5	n=50	br=0.5	guessed br=0.05	Grant	0.999033333333333	-0.388655199078453	0.928958660923254
RR=0.5	n=50	br=0.5	guessed br=0.05	metaumbrella (cases)	0.99963157718458	0.00305751196609441	0.996325474148394
RR=0.5	n=50	br=0.5	guessed br=0.05	metaumbrella (exp)	0.929260450160772	0.0822575648389388	0.913567216030476
RR=0.5	n=50	br=0.5	guessed br=0.05	OR = RR	0.998833333333333	-0.419421746038149	0.938421155788801
RR=0.5	n=50	br=0.5	guessed br=0.15	dipietrantonj (br)	0.999853699572071	-0.00396696969803497	0.971350455861552
RR=0.5	n=50	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.00667845316881024	0.96323577636226
RR=0.5	n=50	br=0.5	guessed br=0.15	Grant	0.999866666666667	-0.324905747318328	0.909385090769077
RR=0.5	n=50	br=0.5	guessed br=0.15	metaumbrella (cases)	0.999832467750042	0.00300376858326323	0.995329308096027
RR=0.5	n=50	br=0.5	guessed br=0.15	metaumbrella (exp)	0.924960637834578	0.0852720134835774	0.912365475644672
RR=0.5	n=50	br=0.5	guessed br=0.15	OR = RR	0.999266666666667	-0.421148558969104	0.932823349011756
RR=0.5	n=50	br=0.5	guessed br=0.5	dipietrantonj (br)	0.999780861943024	-0.00419704254255349	0.986716281072387
RR=0.5	n=50	br=0.5	guessed br=0.5	dipietrantonj (random)	1	-0.00713431523078132	0.978576511398728
RR=0.5	n=50	br=0.5	guessed br=0.5	Grant	0.999466666666667	-0.0423942939232362	0.912979189072399
RR=0.5	n=50	br=0.5	guessed br=0.5	metaumbrella (cases)	0.999731930435948	0.00301971359759734	1.0144299703449
RR=0.5	n=50	br=0.5	guessed br=0.5	metaumbrella (exp)	0.925896147403685	0.0846494269034643	0.927547835690833
RR=0.5	n=50	br=0.5	guessed br=0.5	OR = RR	0.998866666666667	-0.422082904659223	0.950298614807517
RR=0.5	n=75	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0494085151251677	3.85507901308316
RR=0.5	n=75	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0494085151251677	3.85507901308316
RR=0.5	n=75	br=0.01	guessed br=0.01	Grant	1	-0.00714802960750177	4.03901684066895
RR=0.5	n=75	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.57911456247136
RR=0.5	n=75	br=0.01	guessed br=0.01	metaumbrella (exp)	0.729394505201387	0.105085745430503	1.68995164691348
RR=0.5	n=75	br=0.01	guessed br=0.01	OR = RR	1	-0.00488623161225969	4.37601746099886
RR=0.5	n=75	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.048756649128983	3.83873659988158
RR=0.5	n=75	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.048756649128983	3.83873659988158
RR=0.5	n=75	br=0.01	guessed br=0.05	Grant	1	-0.0148627160159479	3.54965995047895
RR=0.5	n=75	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.68943259909282
RR=0.5	n=75	br=0.01	guessed br=0.05	metaumbrella (exp)	0.732155359226538	0.103162965660459	1.68457484432984
RR=0.5	n=75	br=0.01	guessed br=0.05	OR = RR	1	-0.00503392278806814	4.36743614827137
RR=0.5	n=75	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0509280370689633	3.79887536103173
RR=0.5	n=75	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0509280370689633	3.79887536103173
RR=0.5	n=75	br=0.01	guessed br=0.15	Grant	0.999966666666667	-0.0253897789439794	3.30452024956769
RR=0.5	n=75	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	3.48169702402133
RR=0.5	n=75	br=0.01	guessed br=0.15	metaumbrella (exp)	0.721562875050007	0.105384512315354	1.66475625027927
RR=0.5	n=75	br=0.01	guessed br=0.15	OR = RR	1	-0.00506487243592657	4.36892811996632
RR=0.5	n=75	br=0.01	guessed br=0.5	dipietrantonj (br)	1	-0.0499841236060446	3.82972831271846
RR=0.5	n=75	br=0.01	guessed br=0.5	dipietrantonj (random)	1	-0.0499841236060446	3.82972831271846
RR=0.5	n=75	br=0.01	guessed br=0.5	Grant	0.9773	-0.00431515997654669	4.05469355828252
RR=0.5	n=75	br=0.01	guessed br=0.5	metaumbrella (cases)	1	0	3.7250218580711
RR=0.5	n=75	br=0.01	guessed br=0.5	metaumbrella (exp)	0.722059215790878	0.109496844553205	1.68101625612932
RR=0.5	n=75	br=0.01	guessed br=0.5	OR = RR	1	-0.00536163364364372	4.40172126116696
RR=0.5	n=75	br=0.05	guessed br=0.01	dipietrantonj (br)	1	-0.0386944843222331	1.59753522106254
RR=0.5	n=75	br=0.05	guessed br=0.01	dipietrantonj (random)	1	-0.0386944843222331	1.59753522106254
RR=0.5	n=75	br=0.05	guessed br=0.01	Grant	1	-0.0265826677918257	1.85037364665155
RR=0.5	n=75	br=0.05	guessed br=0.01	metaumbrella (cases)	1	0	2.28570906455787
RR=0.5	n=75	br=0.05	guessed br=0.01	metaumbrella (exp)	0.615358500814775	0.251601590166898	1.16942688294507
RR=0.5	n=75	br=0.05	guessed br=0.01	OR = RR	1	-0.0268066549993879	1.91971825341139
RR=0.5	n=75	br=0.05	guessed br=0.05	dipietrantonj (br)	1	-0.0396366701305276	1.60821342600064
RR=0.5	n=75	br=0.05	guessed br=0.05	dipietrantonj (random)	1	-0.0396366701305276	1.60821342600064
RR=0.5	n=75	br=0.05	guessed br=0.05	Grant	1	-0.0240165047925476	1.73900256131113
RR=0.5	n=75	br=0.05	guessed br=0.05	metaumbrella (cases)	1	0	2.28889877581671
RR=0.5	n=75	br=0.05	guessed br=0.05	metaumbrella (exp)	0.616298005156738	0.251918919780131	1.18091817527476
RR=0.5	n=75	br=0.05	guessed br=0.05	OR = RR	1	-0.0262320930997212	1.9225487287327
RR=0.5	n=75	br=0.05	guessed br=0.15	dipietrantonj (br)	1	-0.0408547804224445	1.61567788233282
RR=0.5	n=75	br=0.05	guessed br=0.15	dipietrantonj (random)	1	-0.0408547804224445	1.61567788233282
RR=0.5	n=75	br=0.05	guessed br=0.15	Grant	0.999633333333333	-0.0106565215388074	1.66921539826477
RR=0.5	n=75	br=0.05	guessed br=0.15	metaumbrella (cases)	1	0	2.31093754743113
RR=0.5	n=75	br=0.05	guessed br=0.15	metaumbrella (exp)	0.613618610969604	0.250172575880516	1.18312575440232
RR=0.5	n=75	br=0.05	guessed br=0.15	OR = RR	1	-0.0265204738576095	1.92309693205693
RR=0.5	n=75	br=0.05	guessed br=0.5	dipietrantonj (br)	1	-0.040764512366827	1.60825240707239
RR=0.5	n=75	br=0.05	guessed br=0.5	dipietrantonj (random)	1	-0.040764512366827	1.60825240707239
RR=0.5	n=75	br=0.05	guessed br=0.5	Grant	0.963	0.10123956286943	1.86792873841955
RR=0.5	n=75	br=0.05	guessed br=0.5	metaumbrella (cases)	1	0	2.28693285980518
RR=0.5	n=75	br=0.05	guessed br=0.5	metaumbrella (exp)	0.613877495678113	0.250156640919727	1.16533097402075
RR=0.5	n=75	br=0.05	guessed br=0.5	OR = RR	1	-0.0265060236550513	1.90763955278754
RR=0.5	n=75	br=0.15	guessed br=0.01	dipietrantonj (br)	1	0.00405331153947745	1.12343108975011
RR=0.5	n=75	br=0.15	guessed br=0.01	dipietrantonj (random)	1	0.00405331153947745	1.12343108975011
RR=0.5	n=75	br=0.15	guessed br=0.01	Grant	1	-0.0831327582803843	1.14138794370367
RR=0.5	n=75	br=0.15	guessed br=0.01	metaumbrella (cases)	1	-1.79315756598977e-05	1.33135215101634
RR=0.5	n=75	br=0.15	guessed br=0.01	metaumbrella (exp)	0.941542718782428	0.0673920492356681	1.18039108223172
RR=0.5	n=75	br=0.15	guessed br=0.01	OR = RR	1	-0.0867699834488997	1.15202650714938
RR=0.5	n=75	br=0.15	guessed br=0.05	dipietrantonj (br)	1	0.00385880473958861	1.12318438172687
RR=0.5	n=75	br=0.15	guessed br=0.05	dipietrantonj (random)	1	0.00385880473958861	1.12318438172687
RR=0.5	n=75	br=0.15	guessed br=0.05	Grant	1	-0.0677895217969851	1.11892386843705
RR=0.5	n=75	br=0.15	guessed br=0.05	metaumbrella (cases)	1	-1.99422576686829e-05	1.33969620434818
RR=0.5	n=75	br=0.15	guessed br=0.05	metaumbrella (exp)	0.941176470588235	0.0671179520222688	1.18634036216788
RR=0.5	n=75	br=0.15	guessed br=0.05	OR = RR	1	-0.0864992577284939	1.15099504981421
RR=0.5	n=75	br=0.15	guessed br=0.15	dipietrantonj (br)	1	0.00295043536490949	1.11680565529088
RR=0.5	n=75	br=0.15	guessed br=0.15	dipietrantonj (random)	1	0.00295043536490949	1.11680565529088
RR=0.5	n=75	br=0.15	guessed br=0.15	Grant	0.999933333333333	-0.0265783636149509	1.09136994573455
RR=0.5	n=75	br=0.15	guessed br=0.15	metaumbrella (cases)	1	-1.57866203456471e-05	1.32512049200364
RR=0.5	n=75	br=0.15	guessed br=0.15	metaumbrella (exp)	0.942347573620904	0.0622489014396803	1.17842549775379
RR=0.5	n=75	br=0.15	guessed br=0.15	OR = RR	1	-0.0863072884931949	1.14086738345518
RR=0.5	n=75	br=0.15	guessed br=0.5	dipietrantonj (br)	1	0.00388792943925247	1.1212036131065
RR=0.5	n=75	br=0.15	guessed br=0.5	dipietrantonj (random)	1	0.00388792943925247	1.1212036131065
RR=0.5	n=75	br=0.15	guessed br=0.5	Grant	0.984533333333333	0.170749026171221	1.1621020796413
RR=0.5	n=75	br=0.15	guessed br=0.5	metaumbrella (cases)	1	-1.41551167483905e-05	1.32792441507753
RR=0.5	n=75	br=0.15	guessed br=0.5	metaumbrella (exp)	0.941463414634146	0.0658262867249042	1.17444097443678
RR=0.5	n=75	br=0.15	guessed br=0.5	OR = RR	1	-0.0870327881627893	1.15160691435619
RR=0.5	n=75	br=0.5	guessed br=0.01	dipietrantonj (br)	0.999855407750145	-0.00238430024874573	0.956246421905546
RR=0.5	n=75	br=0.5	guessed br=0.01	dipietrantonj (random)	1	-0.0037804250334207	0.951272467189584
RR=0.5	n=75	br=0.5	guessed br=0.01	Grant	0.997933333333333	-0.408800148989282	0.95082307068852
RR=0.5	n=75	br=0.5	guessed br=0.01	metaumbrella (cases)	1	2.00792269586007e-05	0.9639735312662
RR=0.5	n=75	br=0.5	guessed br=0.01	metaumbrella (exp)	1	1.02191136833162e-05	0.962280803714964
RR=0.5	n=75	br=0.5	guessed br=0.01	OR = RR	0.9974	-0.415105730496097	0.952128947215723
RR=0.5	n=75	br=0.5	guessed br=0.05	dipietrantonj (br)	0.999963764177266	-0.00235162069066353	0.959578591845638
RR=0.5	n=75	br=0.5	guessed br=0.05	dipietrantonj (random)	1	-0.00381233324050796	0.954856171675591
RR=0.5	n=75	br=0.5	guessed br=0.05	Grant	0.9983	-0.384396139323934	0.942691411148408
RR=0.5	n=75	br=0.5	guessed br=0.05	metaumbrella (cases)	1	1.13040122101925e-05	0.963615344189056
RR=0.5	n=75	br=0.5	guessed br=0.05	metaumbrella (exp)	1	1.13951477953579e-05	0.961553557062345
RR=0.5	n=75	br=0.5	guessed br=0.05	OR = RR	0.997366666666667	-0.416442512577773	0.949171415226192
RR=0.5	n=75	br=0.5	guessed br=0.15	dipietrantonj (br)	0.99989121369257	-0.0022578015588035	0.969538186806133
RR=0.5	n=75	br=0.5	guessed br=0.15	dipietrantonj (random)	1	-0.00352242588904469	0.966040577495327
RR=0.5	n=75	br=0.5	guessed br=0.15	Grant	0.9996	-0.316716764580056	0.942418229360838
RR=0.5	n=75	br=0.5	guessed br=0.15	metaumbrella (cases)	1	2.10445060361315e-05	0.972171878038926
RR=0.5	n=75	br=0.5	guessed br=0.15	metaumbrella (exp)	1	7.63525435347609e-06	0.970374542105702
RR=0.5	n=75	br=0.5	guessed br=0.15	OR = RR	0.998066666666667	-0.416630808849292	0.959860743993601
RR=0.5	n=75	br=0.5	guessed br=0.5	dipietrantonj (br)	0.999963740527213	-0.00230349476724498	0.954789188744295
RR=0.5	n=75	br=0.5	guessed br=0.5	dipietrantonj (random)	1	-0.00365898271829377	0.949025553991194
RR=0.5	n=75	br=0.5	guessed br=0.5	Grant	0.999966666666667	-0.027974646272102	0.906510648376028
RR=0.5	n=75	br=0.5	guessed br=0.5	metaumbrella (cases)	1	1.68484770613123e-05	0.954799721594794
RR=0.5	n=75	br=0.5	guessed br=0.5	metaumbrella (exp)	1	2.02136020445184e-05	0.952285942254606
RR=0.5	n=75	br=0.5	guessed br=0.5	OR = RR	0.9972	-0.416058176141358	0.937648858870986
RR=0.5	n=100	br=0.01	guessed br=0.01	dipietrantonj (br)	1	-0.0688009187420442	2.99922007082073
RR=0.5	n=100	br=0.01	guessed br=0.01	dipietrantonj (random)	1	-0.0688009187420442	2.99922007082073
RR=0.5	n=100	br=0.01	guessed br=0.01	Grant	1	-0.00708216263512042	3.55284911212942
RR=0.5	n=100	br=0.01	guessed br=0.01	metaumbrella (cases)	1	0	3.51452498796499
RR=0.5	n=100	br=0.01	guessed br=0.01	metaumbrella (exp)	0.676950271820699	0.131928115584881	1.57599852459532
RR=0.5	n=100	br=0.01	guessed br=0.01	OR = RR	1	-0.0050176999532257	3.82568597790388
RR=0.5	n=100	br=0.01	guessed br=0.05	dipietrantonj (br)	1	-0.0704980948158644	3.01169423289838
RR=0.5	n=100	br=0.01	guessed br=0.05	dipietrantonj (random)	1	-0.0704980948158644	3.01169423289838
RR=0.5	n=100	br=0.01	guessed br=0.05	Grant	1	-0.013933474347515	3.15762757471199
RR=0.5	n=100	br=0.01	guessed br=0.05	metaumbrella (cases)	1	0	3.46256259910519
RR=0.5	n=100	br=0.01	guessed br=0.05	metaumbrella (exp)	0.67379197652316	0.133244014582802	1.58225633169737
RR=0.5	n=100	br=0.01	guessed br=0.05	OR = RR	1	-0.00492994947256876	3.83469462817159
RR=0.5	n=100	br=0.01	guessed br=0.15	dipietrantonj (br)	1	-0.0687447440376557	3.00896099964591
RR=0.5	n=100	br=0.01	guessed br=0.15	dipietrantonj (random)	1	-0.0687447440376557	3.00896099964591
RR=0.5	n=100	br=0.01	guessed br=0.15	Grant	0.999933333333333	-0.023022615314509	2.9282150376337
RR=0.5	n=100	br=0.01	guessed br=0.15	metaumbrella (cases)	1	0	3.56475175319483
RR=0.5	n=100	br=0.01	guessed br=0.15	metaumbrella (exp)	0.678196190920917	0.130783511494498	1.5692412296528
RR=0.5	n=100	br=0.01	guessed br=0.15	OR = RR	1	-0.00501775776306206	3.81476731487871
