"rho","n","p_exp","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0,100,0.5,"viechtbauer","own",1000,1000,1000,1000,0,-0.00287657474108281,0.00322576541097716,0.102007658960769,0.00228210193299092,0.100503781525921,0.98525721058429,0.0220420447608975,0.101997213718861,0.953,0.00669260786241059,0.393967584201775,"01b_smd_to_cor_z",1000
0.1,100,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00386859538832813,0.00321063030045476,0.101529044741878,0.00227139443862023,0.100503781525921,0.989901774230584,0.0221459523280654,0.101551980825342,0.946,0.00714730718522718,0.393967584201775,"01b_smd_to_cor_z",1000
0.25,100,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00292551325224894,0.00325295171619719,0.102867365417368,0.00230133517279267,0.100503781525921,0.977022995759087,0.0218578299895686,0.102857531570767,0.952,0.00675988165576884,0.393967584201775,"01b_smd_to_cor_z",1000
0.5,100,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00480385913673104,0.00323935604648085,0.102437432591177,0.00229171677213824,0.100503781525921,0.981123589137837,0.0219495679254392,0.102498835265976,0.95,0.00689202437604511,0.393967584201775,"01b_smd_to_cor_z",1000
0.75,100,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.0107861882891947,0.00317304877147212,0.10034061244651,0.00224480698757863,0.100503781525921,1.00162615191828,0.0224082485640225,0.100868786675783,0.949,0.00695693898205238,0.393967584201775,"01b_smd_to_cor_z",1000
0,300,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00168058756417348,0.0018646175862978,0.0589643853790663,0.00131914347630445,0.057831493196624,0.980786839798987,0.0219420342135106,0.0589588527614706,0.943,0.00733150734842434,0.226695287675112,"01b_smd_to_cor_z",1000
0.1,300,0.5,"viechtbauer","own",1000,1000,1000,1000,0,-0.000560880244367738,0.00179715364344215,0.0568309881854731,0.0012714153948159,0.057831493196624,1.01760492018695,0.0227657234666352,0.0568053346400474,0.963,0.00596917079668525,0.226695287675112,"01b_smd_to_cor_z",1000
0.25,300,0.5,"viechtbauer","own",1000,1000,1000,1000,0,-0.00195759569668172,0.00184689896285518,0.0584040733082508,0.00130660824833321,0.057831493196624,0.990196229831356,0.0221525398500471,0.0584076786401257,0.945,0.00720936890441875,0.226695287675112,"01b_smd_to_cor_z",1000
0.5,300,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00352225588125411,0.00182473438994291,0.0577031679705745,0.00129092768628277,0.057831493196624,1.0022238852833,0.0224216209762671,0.0577817637731796,0.948,0.00702111102319284,0.226695287675112,"01b_smd_to_cor_z",1000
0.75,300,0.5,"viechtbauer","own",1000,1000,1000,1000,0,0.00117057877521087,0.00186303490830496,0.0589143367064662,0.00131802379398209,0.057831493196624,0.98162003392761,0.021960674322997,0.0588965060522463,0.953,0.00669260786241059,0.226695287675112,"01b_smd_to_cor_z",1000
0,25,0.7,"viechtbauer","own",1000,997,997,997,0.003,-0.00361467505904968,0.00688687041088335,0.217455046168471,0.00487219681038259,0.204124145231932,0.938695830832957,0.0210319829936735,0.217376019827068,0.932798395185557,0.00792932352976759,0.800151946059218,"01b_smd_to_cor_z",1000
0.1,25,0.7,"viechtbauer","own",1000,999,999,999,0.001,0.00214719311664341,0.00693931840711875,0.219330768054602,0.00490929682320263,0.204124145231932,0.930668082013532,0.0208312125973484,0.219231480663126,0.931931931931932,0.00796858233828521,0.800151946059218,"01b_smd_to_cor_z",1000
0.25,25,0.7,"viechtbauer","own",1000,998,998,998,0.002,0.0168406527395421,0.00707326148864684,0.22345237978281,0.00500405883556437,0.204124145231932,0.913501773533741,0.020457229525138,0.223974423957755,0.927855711422846,0.0081898496614899,0.800151946059218,"01b_smd_to_cor_z",1000
0.5,25,0.7,"viechtbauer","own",1000,998,998,998,0.002,0.0229138175722357,0.00717316457963959,0.226608432116775,0.00507473640714643,0.204124145231932,0.900779125141925,0.0201723147654083,0.227650983419949,0.915831663326653,0.00878854395133562,0.800151946059218,"01b_smd_to_cor_z",1000
0.75,25,0.7,"viechtbauer","own",1000,998,998,998,0.002,0.0297278806042763,0.00736144665288363,0.232556477075151,0.00520793868924889,0.204124145231932,0.87774009908986,0.0196563719860533,0.234333247786147,0.904809619238477,0.00928987490354129,0.800151946059218,"01b_smd_to_cor_z",1000
0,50,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00319655599504087,0.00467898150527677,0.147962386864778,0.00331019506294052,0.142857142857143,0.965496339199365,0.0215999571446876,0.147922929355204,0.942,0.00739161687318817,0.559989709868587,"01b_smd_to_cor_z",1000
0.1,50,0.7,"viechtbauer","own",1000,1000,1000,1000,0,-0.0040375536759439,0.00467075834112313,0.147702347581788,0.00330437749829478,0.142857142857143,0.967196156296961,0.0216379852292812,0.147683679996729,0.936,0.0077397674383666,0.559989709868587,"01b_smd_to_cor_z",1000
0.25,50,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00332083757250443,0.0046993044548098,0.148605054957748,0.00332457274901018,0.142857142857143,0.961320884392262,0.0215065444187856,0.148567852709862,0.936,0.0077397674383666,0.559989709868587,"01b_smd_to_cor_z",1000
0.5,50,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.0134806345335143,0.00484975241526904,0.153362637201529,0.00343100875337993,0.142857142857143,0.931498997825778,0.0208393730938855,0.153877567885461,0.931,0.00801492358042171,0.559989709868587,"01b_smd_to_cor_z",1000
0.75,50,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.0166875301145554,0.004933315657979,0.156005138957859,0.0034901264552024,0.142857142857143,0.915720750043578,0.0204863842092292,0.156817535496524,0.932,0.00796090447122687,0.559989709868587,"01b_smd_to_cor_z",1000
0,100,0.7,"viechtbauer","own",1000,1000,1000,1000,0,-0.000670444349496891,0.00313323162740416,0.0990814837947321,0.00221663792694749,0.100503781525921,1.01435482874011,0.0226930128481503,0.0990342000834084,0.95,0.00689202437604511,0.393967584201775,"01b_smd_to_cor_z",1000
0.1,100,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.000740981714333424,0.00342849237790711,0.108418448547132,0.00242552327464393,0.100503781525921,0.926998890619891,0.0207386972872074,0.108366759106669,0.925,0.00832916562447884,0.393967584201775,"01b_smd_to_cor_z",1000
0.25,100,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00259355470947815,0.00314747162404019,0.0995317920271619,0.00222671216351109,0.100503781525921,1.0097656183915,0.0225903436376796,0.0995158156904978,0.952,0.00675988165576884,0.393967584201775,"01b_smd_to_cor_z",1000
0.5,100,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00372706359548577,0.0032773482624776,0.103638851950246,0.00231859476806124,0.100503781525921,0.969750046769821,0.0216951205311216,0.103654047798319,0.946,0.00714730718522718,0.393967584201775,"01b_smd_to_cor_z",1000
0.75,100,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00442507392638482,0.00342481011138304,0.108302005055454,0.00242291821615958,0.100503781525921,0.92799557565403,0.0207609949937342,0.108338249265836,0.925,0.00832916562447884,0.393967584201775,"01b_smd_to_cor_z",1000
0,300,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00211227694975069,0.00180123561510026,0.0569600714633121,0.00127430322893418,0.057831493196624,1.01529881741587,0.0227141316386765,0.0569707557021756,0.955,0.00655553201502365,0.226695287675112,"01b_smd_to_cor_z",1000
0.1,300,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.0021865247986647,0.00193145525091063,0.061077977915696,0.00136642849061159,0.057831493196624,0.946846886065007,0.0211827340314358,0.0610865759195845,0.94,0.00750999334220744,0.226695287675112,"01b_smd_to_cor_z",1000
0.25,300,0.7,"viechtbauer","own",1000,1000,1000,1000,0,-2.68893522555733e-05,0.00185335585650898,0.0586082582138057,0.00131117624619143,0.057831493196624,0.986746492032778,0.0220753627696332,0.058578952926478,0.945,0.00720936890441875,0.226695287675112,"01b_smd_to_cor_z",1000
0.5,300,0.7,"viechtbauer","own",1000,1000,1000,1000,0,-0.000611434639123973,0.00187410922678255,0.0592645374056989,0.00132585843797643,0.057831493196624,0.975819532695161,0.0218309062721492,0.0592380533174031,0.938,0.00762600813007697,0.226695287675112,"01b_smd_to_cor_z",1000
0.75,300,0.7,"viechtbauer","own",1000,1000,1000,1000,0,0.00424970965614629,0.00189467476770278,0.0599148769119121,0.00134040774789443,0.057831493196624,0.965227605852364,0.021593945077585,0.0600355121162113,0.935,0.0077958322198467,0.226695287675112,"01b_smd_to_cor_z",1000
0,25,0.3,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.00215855102389795,0.00638534562375977,0.201720334764243,0.00451738497692952,0.198104550454023,0.982075261205343,0.021992884536743,0.201630801618171,0.944889779559118,0.00722339524888972,0.776493164822241,"01b_smd_to_cor_z",1000
0.1,25,0.3,"lipsey_cooper","fisherz_biserial",1000,999,999,999,0.001,-0.0371427388265322,0.00659530606496943,0.208457583283823,0.00466592152329946,0.197821417587757,0.948976834862447,0.0212410187681616,0.211638014104218,0.918918918918919,0.00863605933818758,0.775358727672919,"01b_smd_to_cor_z",1000
0.25,25,0.3,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.0605558396417354,0.00653320688179475,0.206391440171364,0.00462199109617101,0.196421798982181,0.951695471571373,0.0213125505215573,0.214992449864094,0.916833667334669,0.00874085229104565,0.769779954537448,"01b_smd_to_cor_z",1000
0.5,25,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.138108253992935,0.00615380330533588,0.19460034717534,0.00435357337844936,0.19137768576707,0.983439590653112,0.0220013812068013,0.238548350752251,0.899,0.00952885092757778,0.749781912990074,"01b_smd_to_cor_z",1000
0.75,25,0.3,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.335447072228951,0.00609185245681882,0.192448551625982,0.0043097499167008,0.183330148573039,0.952619009205825,0.021333232497127,0.386683426879868,0.550100200400802,0.0157475693935098,0.718032993165079,"01b_smd_to_cor_z",1000
0,50,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.000217900993239973,0.00464412606112154,0.146860160940904,0.00328553620950646,0.140689747504135,0.957984429560496,0.0214319016900093,0.146786874227771,0.925,0.00832916562447884,0.551478746742297,"01b_smd_to_cor_z",1000
0.1,50,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0188633210191373,0.00444170852820226,0.140459156517134,0.00314233378022429,0.14052688328331,1.00048218121093,0.0223826558017817,0.141650523312575,0.953,0.00669260786241059,0.550838504358138,"01b_smd_to_cor_z",1000
0.25,50,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0652860183027417,0.00432220805214526,0.136680219658988,0.0030577919017371,0.139611507948835,1.02144632410717,0.0228516628500212,0.151410254439418,0.926,0.00827792244467173,0.547218059425171,"01b_smd_to_cor_z",1000
0.5,50,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.145132916172037,0.00451524142004985,0.142784470728906,0.00319435540400783,0.135771385758149,0.950883419359574,0.0212730388235265,0.203545034409715,0.823,0.0120694241784768,0.53205550046871,"01b_smd_to_cor_z",1000
0.75,50,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.333924776925801,0.0042107601451728,0.133155927394073,0.0029789468986057,0.129653409562741,0.97369611777802,0.0217834015128369,0.359469786135249,0.257,0.0138185020895899,0.508011153245865,"01b_smd_to_cor_z",1000
0,100,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.000378292169555481,0.00317851757769821,0.100513551284075,0.00224867595251242,0.0997519412516169,0.992422812419531,0.02220235266293,0.100463994160646,0.951,0.00682634602111555,0.391018342468484,"01b_smd_to_cor_z",1000
0.1,100,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0228709481057257,0.00330899120967078,0.104639489800354,0.00234098090646714,0.0995885370078073,0.951729955849516,0.021291977426566,0.107058645938138,0.942,0.00739161687318817,0.390374139091695,"01b_smd_to_cor_z",1000
0.25,100,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0624304845302127,0.00325310951186203,0.102872355354426,0.00230144680700839,0.0988613605859441,0.961009984123894,0.0214995889988628,0.120290083437282,0.9,0.00948683298050514,0.387510894767172,"01b_smd_to_cor_z",1000
0.5,100,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.151026837614713,0.00318634212151438,0.100760985085185,0.00225421150897505,0.0962249241675569,0.954981971307716,0.02136473108878,0.181526111122126,0.65,0.0150831031289984,0.377138166898022,"01b_smd_to_cor_z",1000
0.75,100,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.327522795257626,0.00289110276089039,0.0914246967401479,0.0020453412937752,0.0915536476911607,1.00141046080119,0.0224034231507129,0.34003131931077,0.039,0.00612200947402076,0.358807823273848,"01b_smd_to_cor_z",1000
0,300,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.000184878374549803,0.0018282043497526,0.0578128977344531,0.00129338254613158,0.0576871152214517,0.997824317445925,0.0223231944231211,0.0577842798114093,0.954,0.00662449998113065,0.226129193462157,"01b_smd_to_cor_z",1000
0.1,300,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0213373332800767,0.00188265562121942,0.0595347981277261,0.00133190467531226,0.057595668672428,0.967428638102746,0.0216431862816705,0.0632149474999866,0.924,0.00837997613361756,0.225770090397199,"01b_smd_to_cor_z",1000
0.25,300,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0598599001074666,0.00183785150052227,0.058117967428085,0.00130020752520302,0.0571524373871798,0.983386720430305,0.0220001984011287,0.0834117982105041,0.805,0.0125289664378192,0.224030020703736,"01b_smd_to_cor_z",1000
0.5,300,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.150705413620876,0.00177969316404652,0.0562788393461867,0.00125906279358702,0.0556029080708121,0.987989601718387,0.0221031734560596,0.160861002561327,0.22,0.0130996183150503,0.217948947209388,"01b_smd_to_cor_z",1000
0.75,300,0.3,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.326249019813258,0.00169931965792684,0.05373720591747,0.00120220170472643,0.0528467874988533,0.983430131816227,0.0220011695949462,0.330640624457474,0,0,0.207140018550636,"01b_smd_to_cor_z",1000
0,25,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.00288963596908746,0.00624331917396925,0.197431087491439,0.00441690232857896,0.198178743917595,1.00378692350661,0.0224565890618706,0.197353503312654,0.936,0.0077397674383666,0.776788067634774,"01b_smd_to_cor_z",1000
0.1,25,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0219293689971185,0.00633042985478102,0.20018576909037,0.00447852970308927,0.197869240634817,0.988428106223141,0.0221129836211797,0.201283792265469,0.94,0.00750999334220744,0.775552440020194,"01b_smd_to_cor_z",1000
0.25,25,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0496209093985648,0.00627545056812839,0.198447171390834,0.00443963402396844,0.19635491946157,0.989456882077985,0.0221359992593276,0.204460590830435,0.937,0.00768316341099159,0.76952613906505,"01b_smd_to_cor_z",1000
0.5,25,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.124349976829897,0.0060565916969107,0.19152624619902,0.00428479999562948,0.190958142986788,0.997033810125212,0.0223055092972882,0.228272944997213,0.915,0.00881901355027874,0.74813824390625,"01b_smd_to_cor_z",1000
0.75,25,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.280898785159128,0.00610276336364481,0.19298632250148,0.0043174646306785,0.181201631264251,0.93893509610175,0.0210057325067217,0.340750061563966,0.659,0.0149906304070242,0.709662872618224,"01b_smd_to_cor_z",1000
0,50,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.00894890557377307,0.00445723031456384,0.140949998499705,0.00315331483251616,0.140740342209728,0.998512548476702,0.0223385914372442,0.141163444580947,0.944,0.00727076337120113,0.551680742016614,"01b_smd_to_cor_z",1000
0.1,50,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0218632378883555,0.00457041936129615,0.144529350438279,0.00323339162342668,0.140508064813447,0.972176685132558,0.0217494089654871,0.146102175123902,0.943,0.00733150734842434,0.550761823231917,"01b_smd_to_cor_z",1000
0.25,50,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0571891082567496,0.00431311192932104,0.136392574998977,0.00305135675322654,0.139507417483618,1.02283733175845,0.022882782290288,0.147834115425158,0.939,0.00756828910652864,0.546810929630538,"01b_smd_to_cor_z",1000
0.5,50,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.128551043381651,0.00434563483792894,0.137421039672321,0.00307436542966283,0.135407182779877,0.985345352522099,0.0220440166607401,0.188125033839168,0.842,0.0115341232870123,0.530634515088983,"01b_smd_to_cor_z",1000
0.75,50,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.286499647515564,0.00395617186373836,0.125105139044865,0.00279883572027846,0.128280843120394,1.02538428157127,0.0229397623165948,0.312598292615558,0.382,0.015364764885933,0.50264846987381,"01b_smd_to_cor_z",1000
0,100,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.00284749484980308,0.00318477948404068,0.100711570149444,0.00225310600453038,0.0997512545411143,0.990464694305679,0.0221585459019655,0.100701468551974,0.953,0.00669260786241059,0.391015321924988,"01b_smd_to_cor_z",1000
0.1,100,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0175855892328651,0.00316253155060775,0.100008028720645,0.00223736646819597,0.0995914876895723,0.995834924091578,0.0222786879765887,0.101493138445157,0.943,0.00733150734842434,0.390385366955051,"01b_smd_to_cor_z",1000
0.25,100,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0529181949837582,0.00317872963033442,0.100520256977218,0.00224882597139766,0.0987838349073862,0.982725650311205,0.0219854090273502,0.113554185748665,0.918,0.00867617427210864,0.387206799346558,"01b_smd_to_cor_z",1000
0.5,100,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.127697901102735,0.00304029021711592,0.0961424183401415,0.00215088554106353,0.0958458361724008,0.996915178826775,0.0223028552934787,0.159815128150405,0.742,0.0138360398958662,0.37565353400666,"01b_smd_to_cor_z",1000
0.75,100,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.281653906456817,0.00267516054141474,0.0845960041747977,0.00189257068162755,0.0906009659336918,1.07098398816197,0.0239599129564058,0.294071845746589,0.101,0.00952885092757779,0.355081480179033,"01b_smd_to_cor_z",1000
0,300,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.00167207981412684,0.00185682098351987,0.0587178351511676,0.0013136276870255,0.0576855788197608,0.982420054677607,0.021978572282019,0.0587122834812245,0.943,0.00733150734842434,0.226123157573682,"01b_smd_to_cor_z",1000
0.1,300,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0212664978869713,0.00178689735856254,0.0565066559799621,0.00126415947736158,0.0576003747308998,1.01935557381639,0.0228048888594346,0.0603495907214316,0.943,0.00733150734842434,0.225788642451101,"01b_smd_to_cor_z",1000
0.25,300,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0560039978522836,0.00182078741404443,0.0575783536334845,0.00128813535634559,0.0571322806478099,0.99225276588292,0.0221985484041729,0.0803019259779866,0.843,0.0115043904662524,0.223951018906786,"01b_smd_to_cor_z",1000
0.5,300,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.125321874069899,0.00172782946373686,0.0546387651375577,0.00122237126904963,0.0553545785878973,1.01310083506714,0.02266495866659,0.136703991827207,0.379,0.0153414145371279,0.21697525688074,"01b_smd_to_cor_z",1000
0.75,300,0.5,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.284134448622435,0.00158900613829635,0.0502487861300498,0.00112415923594458,0.0523360359759822,1.04153831379191,0.0233011582012948,0.288539079607964,0,0,0.205139476392173,"01b_smd_to_cor_z",1000
0,25,0.7,"lipsey_cooper","fisherz_biserial",1000,997,997,997,0.003,-0.00353974818157293,0.00650567297263076,0.205418620101338,0.00460251423586438,0.198046244465323,0.964110480187345,0.0216014118282912,0.205346087181373,0.932798395185557,0.00792932352976759,0.77625543459429,"01b_smd_to_cor_z",1000
0.1,25,0.7,"lipsey_cooper","fisherz_biserial",1000,999,999,999,0.001,-0.0265063677905619,0.00652807314448458,0.206332554970758,0.00461835685720598,0.197799468408089,0.958644012507485,0.0214573999212623,0.207925695947446,0.931931931931932,0.00796858233828521,0.77526993139792,"01b_smd_to_cor_z",1000
0.25,25,0.7,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.0584055328174432,0.00657561268485606,0.207731087747784,0.00465199156113738,0.196354220852082,0.945232718804634,0.0211678217202086,0.215685355085563,0.908817635270541,0.00911231087654633,0.769518082829488,"01b_smd_to_cor_z",1000
0.5,25,0.7,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.151437158261894,0.00638707151747468,0.201774857710761,0.00451860597995722,0.191705282934334,0.950094997510239,0.0212767090309699,0.252201331130639,0.870741482965932,0.0106196188923643,0.751062300993409,"01b_smd_to_cor_z",1000
0.75,25,0.7,"lipsey_cooper","fisherz_biserial",1000,998,998,998,0.002,-0.333879806885637,0.00617638572676291,0.195119053822196,0.0043695539345562,0.183279529961372,0.93932153918903,0.021035445011521,0.386663966345215,0.555110220440882,0.0157307907989802,0.717817664566882,"01b_smd_to_cor_z",1000
0,50,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.00310253108644193,0.00455471896878073,0.144032860433205,0.00322228421431806,0.140713263359085,0.976952501921191,0.0218562529106966,0.143994253770172,0.941,0.00745110730026082,0.551573995918391,"01b_smd_to_cor_z",1000
0.1,50,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0302883960669241,0.00453616387994883,0.143446097004249,0.00320915722004067,0.140560825774399,0.979886024854589,0.0219218813000252,0.146538707853296,0.931,0.00801492358042171,0.550969202332828,"01b_smd_to_cor_z",1000
0.25,50,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0653573795071132,0.00451693377754186,0.142837987771806,0.00319555268025447,0.139561340529518,0.977060393433138,0.0218586666454149,0.157015525079479,0.916,0.00877177291087725,0.547017384460281,"01b_smd_to_cor_z",1000
0.5,50,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.148271661866344,0.0044509824584469,0.14075242394148,0.00314889472047918,0.135848479059691,0.965159073325606,0.0215924118769079,0.204391583273784,0.815,0.0122790471943062,0.532364452981759,"01b_smd_to_cor_z",1000
0.75,50,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.330133662304693,0.0040835860050058,0.129134327970061,0.00288897620510333,0.129538921881333,1.00313312438012,0.0224419623537826,0.354467535851068,0.282,0.0142294061717276,0.507574854264589,"01b_smd_to_cor_z",1000
0,100,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.000650815767505505,0.00309294135312157,0.0978073934518728,0.00218813414533083,0.0997648528989003,1.02001340980414,0.0228196058796518,0.0977606438644859,0.95,0.00689202437604511,0.391069196503792,"01b_smd_to_cor_z",1000
0.1,100,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0246268212045824,0.00337550289534641,0.106742773977876,0.00238803530351979,0.0995842307917225,0.932936507836703,0.0208715328788276,0.109494776584721,0.921,0.00852988862764339,0.390357229049822,"01b_smd_to_cor_z",1000
0.25,100,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0633844023456117,0.0030689346143226,0.0970482337138983,0.00217115032349696,0.0988950649402956,1.01903003440374,0.0227976059345008,0.115872877620394,0.912,0.00895857131466843,0.387644909453556,"01b_smd_to_cor_z",1000
0.5,100,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.151751623951689,0.00306238600949935,0.0968411486465199,0.00216651744359978,0.0962455400029602,0.993849632600561,0.0222342732964033,0.179992736617568,0.654,0.0150427391122761,0.37722363566332,"01b_smd_to_cor_z",1000
0.75,100,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.331407145790231,0.00288550662103358,0.0912477312596244,0.00204138224531463,0.0916351686289573,1.00424599454676,0.0224668593388163,0.343727389936264,0.047,0.00669260786241059,0.359127593916063,"01b_smd_to_cor_z",1000
0,300,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,0.00210071811566723,0.00179337946538005,0.0567116381957604,0.00126874531253972,0.0576888636585905,1.01723148006159,0.0227573689132552,0.0567221888994199,0.955,0.00655553201502365,0.226136047820357,"01b_smd_to_cor_z",1000
0.1,300,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0224849630608821,0.00191903063109419,0.06068507693888,0.00135763856162194,0.0575962664250893,0.949100987102618,0.021233162483451,0.0646882481472789,0.916,0.00877177291087725,0.225772434060911,"01b_smd_to_cor_z",1000
0.25,300,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.0642741856034628,0.00182374686859045,0.0576719398034561,0.00129022905383428,0.0571764140527492,0.991407853587106,0.0221796461373908,0.0863359573007745,0.801,0.0126253316788115,0.224124233390014,"01b_smd_to_cor_z",1000
0.5,300,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.152294824950855,0.00176935003252134,0.0559517608086044,0.00125174543555272,0.0556182615717171,0.99403952204421,0.0222385214780675,0.162238043149124,0.215,0.012991343271579,0.218009414509567,"01b_smd_to_cor_z",1000
0.75,300,0.7,"lipsey_cooper","fisherz_biserial",1000,1000,1000,1000,0,-0.326120172571531,0.00161045849047281,0.0509271690705066,0.00113933592988596,0.0528453532448545,1.03766524252884,0.0232145103602787,0.330068704864717,0,0,0.207135959699845,"01b_smd_to_cor_z",1000
0,25,0.3,"viechtbauer","fisherz_biserial",1000,998,998,998,0.002,-0.00220132757218037,0.00675452330051455,0.213383077696334,0.00477856389958396,0.204124145231932,0.956608871873248,0.0214225826645005,0.213287505741013,0.943887775551102,0.00728490097948187,0.800151946059218,"01b_smd_to_cor_z",1000
0.1,25,0.3,"viechtbauer","fisherz_biserial",1000,999,999,999,0.001,-0.0333828615244169,0.00700534092973738,0.221417539369202,0.00495600518006647,0.204124145231932,0.921896909402311,0.0206348867912703,0.223810337970185,0.917917917917918,0.00868447084842073,0.800151946059218,"01b_smd_to_cor_z",1000
0.25,25,0.3,"viechtbauer","fisherz_biserial",1000,998,998,998,0.002,-0.0478928968661647,0.00703769327488857,0.222328739433634,0.0049788957004805,0.204124145231932,0.918118574107523,0.020560619525843,0.227319750179677,0.915831663326653,0.00878854395133562,0.800151946059218,"01b_smd_to_cor_z",1000
0.5,25,0.3,"viechtbauer","fisherz_biserial",1000,1000,1000,1000,0,-0.105320365034028,0.00695309880259504,0.219876290123898,0.00491904345048832,0.204124145231932,0.92835905643537,0.0207691267379792,0.243699849541584,0.897,0.00961202372032029,0.800151946059218,"01b_smd_to_cor_z",1000
