"delta","n","r_cov","r_cov_guess","p_exp","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0,50,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,-0.00423028751249604,0.00968220613112717,0.306178241496087,0.00684977935849603,0.290820216869767,0.949839594899766,0.0212496865199671,0.30605435102692,0.948,0.00702111102319284,1.17006896200646,"07a_ancova_to_smd_d",1000
0.3,50,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.0136718252115808,0.00924965882834286,0.292499894770478,0.00654376918415572,0.292709138298,1.00071536274461,0.0223878725083915,0.292673112972333,0.956,0.00648567652600714,1.17759458239146,"07a_ancova_to_smd_d",1000
0.8,50,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.0362091536786044,0.00967182547327711,0.305849976271917,0.00684243545206542,0.304943954162496,0.997037691091352,0.0223055961217524,0.307833991930175,0.964,0.00589101010014412,1.22631893289313,"07a_ancova_to_smd_d",1000
0,100,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00787888164964354,0.00643239573155013,0.203410213232434,0.00455066654344414,0.203383453622803,0.999868445103093,0.0223689253782791,0.203461091878684,0.952,0.00675988165576884,0.807314236522276,"07a_ancova_to_smd_d",1000
0.3,100,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00736847551209247,0.00659372940834471,0.208512032052037,0.00466480376322352,0.204806340210925,0.982227923229931,0.0219742739425355,0.208537969382872,0.956,0.00648567652600714,0.812933934901451,"07a_ancova_to_smd_d",1000
0.8,100,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,-0.0123328896411193,0.00699937320600064,0.22133961524517,0.0049517807676846,0.212549539284739,0.960286928525227,0.0214834128940861,0.22157241303579,0.953,0.00669260786241059,0.843506632906117,"07a_ancova_to_smd_d",1000
0,300,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,-0.000722227514936256,0.00382924185250324,0.121091259655528,0.00270903773837671,0.117233516092766,0.968141849595616,0.0216591421554068,0.121032853739722,0.938,0.00762600813007697,0.461426865973459,"07a_ancova_to_smd_d",1000
0.3,300,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00550709895251145,0.00370456587623419,0.117148659110375,0.00262083439740438,0.118026476737074,1.00749319397563,0.0225395052574554,0.117219506319981,0.95,0.00689202437604511,0.464542754037321,"07a_ancova_to_smd_d",1000
0.8,300,0.5,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.0031762194954947,0.00405708399721198,0.128296260898101,0.00287022707876929,0.122679488633833,0.956220296484484,0.0213924347368037,0.128271427060576,0.946,0.00714730718522718,0.482823101664793,"07a_ancova_to_smd_d",1000
0,50,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.0021550357398892,0.00916797918840501,0.289916957763818,0.0064859840570805,0.290653453841013,1.00254036908664,0.0224287013102999,0.289779976422921,0.958,0.00634318531969546,1.16940880145102,"07a_ancova_to_smd_d",1000
0.3,50,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00999261956669933,0.00955845915966764,0.302265018662488,0.00676223325182363,0.293665459844041,0.971549606181688,0.0217353800376547,0.302279059498557,0.955,0.00655553201502365,1.18140026836703,"07a_ancova_to_smd_d",1000
0.8,50,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.0215922930924236,0.010508943846745,0.332321983585255,0.00743466371879932,0.310851624076753,0.935392900352635,0.020926486969196,0.332856861119391,0.953,0.00669260786241059,1.24970838071663,"07a_ancova_to_smd_d",1000
0,100,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00690009437234539,0.00670801968143589,0.212126207825745,0.00474565962839458,0.203427745986383,0.95899393135568,0.0214544861314289,0.212132368630608,0.939,0.00756828910652864,0.807489552908793,"07a_ancova_to_smd_d",1000
0.3,100,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00223626184526602,0.00660792829507003,0.208961040274945,0.00467484891614503,0.205396884208066,0.982943442173771,0.0219902814382614,0.208868505293342,0.948,0.00702111102319284,0.815262432998243,"07a_ancova_to_smd_d",1000
0.8,100,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00790847287549258,0.00687313280056194,0.217347543105876,0.00486247065471332,0.217229002004373,0.999454601143364,0.0223596669156295,0.217382746516113,0.956,0.00648567652600714,0.862005268165001,"07a_ancova_to_smd_d",1000
0,300,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,-0.00566908741936255,0.00365328884707366,0.115527137072433,0.00258455791959014,0.117224391212126,1.01469138925021,0.0227005423356269,0.115608440145696,0.946,0.00714730718522718,0.461391005662447,"07a_ancova_to_smd_d",1000
0.3,300,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,0.00610831239217003,0.00392641789701905,0.124164236002286,0.00277778596113192,0.118409543095163,0.953652572653711,0.021334989956899,0.124252373115405,0.948,0.00702111102319284,0.466047030905738,"07a_ancova_to_smd_d",1000
0.8,300,0.7,0.3,0.33,"ancova_means_sd","own",1000,1000,0,-0.000507646586022498,0.00396613974067988,0.12542035099058,0.00280588760047986,0.125087702789337,0.997347733453023,0.0223125323486993,0.125358653004944,0.953,0.00669260786241059,0.492291282018834,"07a_ancova_to_smd_d",1000
0,50,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.0169747423144371,0.00838466701954388,0.265146452038542,0.00593182156013941,0.263892077054341,0.995269124008422,0.022266029971527,0.265556924715285,0.951,0.00682634602111555,1.06173501730642,"07a_ancova_to_smd_d",1000
0.3,50,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.000180078278465495,0.0087455633153417,0.276558994976932,0.00618714147008909,0.265280688132638,0.959219164629832,0.0214595250206217,0.276420739549575,0.947,0.00708456067798138,1.06726577432498,"07a_ancova_to_smd_d",1000
0.8,50,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.0093000872023748,0.00886213078410516,0.280245182000662,0.00626960836147669,0.273218122533538,0.974925315693359,0.0218109009669681,0.280259373250069,0.95,0.00689202437604511,1.09886427237152,"07a_ancova_to_smd_d",1000
0,100,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.000294390376283216,0.00600233794084451,0.189810591791137,0.00424641760081263,0.184665273332113,0.972892353316695,0.0217654197999974,0.189715891166341,0.952,0.00675988165576884,0.733013741880481,"07a_ancova_to_smd_d",1000
0.3,100,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00211981203786342,0.00584097005941465,0.184707691325993,0.00413225618260144,0.185566016691584,1.00464693895218,0.0224758292143331,0.184627484158831,0.958,0.00634318531969546,0.736570161624577,"07a_ancova_to_smd_d",1000
0.8,100,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00801905997038663,0.00574070229860198,0.181536946325463,0.00406132069237993,0.191159083796494,1.05300374202495,0.0235576612541023,0.181623270923914,0.967,0.00564898220921256,0.758679714439183,"07a_ancova_to_smd_d",1000
0,300,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00107738502310203,0.0033079099089918,0.104605296070544,0.00234021592884005,0.106420494596203,1.01735283579175,0.022760083867693,0.104558531246992,0.952,0.00675988165576884,0.418867272538525,"07a_ancova_to_smd_d",1000
0.3,300,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.000173362422559616,0.00317684592391467,0.100460688949923,0.00224749332332379,0.106940425171957,1.06450021684864,0.0238148588771536,0.100410595699849,0.96,0.00619677335393187,0.42091064211738,"07a_ancova_to_smd_d",1000
0.8,300,0,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.000897456238002971,0.00341208540708094,0.107899614573986,0.00241391598921966,0.110129738319336,1.02066850520417,0.0228342615878009,0.107849385376499,0.951,0.00682634602111555,0.433443453877185,"07a_ancova_to_smd_d",1000
0,50,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00407376761382715,0.00843718239721076,0.266807134094655,0.00596897412073092,0.26390365304938,0.989117678374204,0.0221284106386695,0.266704811241887,0.956,0.00648567652600714,1.06177884432161,"07a_ancova_to_smd_d",1000
0.3,50,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00365747043385826,0.00845387790265397,0.267335092333538,0.00598078553302847,0.265348080441035,0.992567336090604,0.0222055859274954,0.267226422030762,0.958,0.00634318531969546,1.06754091822821,"07a_ancova_to_smd_d",1000
0.8,50,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00916255994470084,0.00862991451623308,0.272901858838467,0.00610532450128667,0.274019138429548,1.00409407101819,0.022463460525612,0.272919221817873,0.957,0.00641490451994416,1.10208251639915,"07a_ancova_to_smd_d",1000
0,100,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.0018916951772635,0.00584396251186578,0.184802320981346,0.00413437322480788,0.184639944758125,0.999121351818748,0.0223522115055591,0.184719583295589,0.947,0.00708456067798138,0.732913605537069,"07a_ancova_to_smd_d",1000
0.3,100,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.0113029927847093,0.00603534689714492,0.190854426642079,0.00426977013684107,0.185756694070141,0.973289943222024,0.0217743146290792,0.191093548825174,0.951,0.00682634602111555,0.737322774656525,"07a_ancova_to_smd_d",1000
0.8,100,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00671840105738945,0.00598620690548139,0.189300483663495,0.0042350055288566,0.191798537605742,1.01319623644855,0.0226670929737501,0.189325052105858,0.957,0.00641490451994416,0.761194447136551,"07a_ancova_to_smd_d",1000
0,300,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.000353892196360435,0.00337641316329167,0.106771559177757,0.00238867928222647,0.10642406844418,0.996745474766377,0.0222990586965544,0.106718746821197,0.948,0.00702111102319284,0.418881332080022,"07a_ancova_to_smd_d",1000
0.3,300,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00145781144545788,0.00358196858982631,0.113271792510326,0.00253410164760839,0.107020638277041,0.944812789709188,0.0211372274952325,0.113224527792057,0.934,0.00785136930732467,0.421225206445663,"07a_ancova_to_smd_d",1000
0.8,300,0.3,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00770356343071968,0.00358698749492841,0.113430504225154,0.00253765232522308,0.110573020983318,0.974808511507942,0.0218082878390908,0.113635195687846,0.941,0.00745110730026082,0.435183506675588,"07a_ancova_to_smd_d",1000
0,50,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00466735685715917,0.008277346468836,0.261752678238737,0.00585589649894722,0.263853180523976,1.00802475947667,0.0225513973709475,0.261663398893729,0.963,0.00596917079668525,1.06158335583377,"07a_ancova_to_smd_d",1000
0.3,50,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00670123367868588,0.00857060602433792,0.271026359648683,0.00606336608002759,0.265722220222886,0.980429433385474,0.0219340383642238,0.270973686673834,0.96,0.00619677335393187,1.06902627641702,"07a_ancova_to_smd_d",1000
0.8,50,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00391898122866427,0.00913426542029451,0.288850834806459,0.00646213289446602,0.275870960982718,0.95506374827534,0.0213665605923466,0.288732970714275,0.956,0.00648567652600714,1.10938314386621,"07a_ancova_to_smd_d",1000
0,100,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.0100555389509544,0.00575728640210151,0.182061381725568,0.00407305329219156,0.184627663553387,1.01409569565767,0.0226872155569041,0.182247947128908,0.961,0.00612200947402077,0.732865416059921,"07a_ancova_to_smd_d",1000
0.3,100,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.0038904897260893,0.00603030056720918,0.190694847677863,0.00426620005723713,0.185853026853,0.974609587601224,0.0218038375396068,0.190639178335046,0.939,0.00756828910652864,0.737703329515796,"07a_ancova_to_smd_d",1000
0.8,100,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00404013056744361,0.00630921962680141,0.1995150427893,0.00446352430247746,0.193268045641457,0.968689092007762,0.0216713849906928,0.199456182410872,0.952,0.00675988165576884,0.766976161893148,"07a_ancova_to_smd_d",1000
0,300,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00427497715720813,0.00322044727508016,0.101839484737361,0.00227833956137854,0.10641616183961,1.04494010465638,0.0233772626192035,0.101878284244555,0.962,0.00604615580348373,0.418850290369691,"07a_ancova_to_smd_d",1000
0.3,300,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00363828006889124,0.00345413499629621,0.109229339339933,0.00244366441683411,0.107113723849688,0.980631435628661,0.0219385575318466,0.10923531757598,0.948,0.00702111102319284,0.421590827313041,"07a_ancova_to_smd_d",1000
0.8,300,0.5,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00311901701462455,0.00351422430217821,0.11112953003599,0.00248617523322477,0.111292536731813,1.00146681710766,0.0224046839465907,0.11111773459134,0.945,0.00720936890441875,0.438012663543405,"07a_ancova_to_smd_d",1000
0,50,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00106796183654891,0.00851912362361796,0.269398343191798,0.00602694430992669,0.263929657017373,0.979700371911601,0.0219177278967968,0.269265728212217,0.953,0.00669260786241059,1.06188493342221,"07a_ancova_to_smd_d",1000
0.3,50,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.000828905282255147,0.00811297602153068,0.256554828303682,0.00573961088368035,0.266287202538264,1.03793487068215,0.0232205424458704,0.256427858529398,0.966,0.00573096850453743,1.07128509842592,"07a_ancova_to_smd_d",1000
0.8,50,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.0126084750504816,0.00868409849788906,0.274615306785763,0.0061436575334574,0.281682800066739,1.02573597722464,0.0229476304055063,0.274767404903523,0.962,0.00604615580348373,1.13264672646451,"07a_ancova_to_smd_d",1000
0,100,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.000722312449668249,0.00611674889734828,0.19342858390944,0.00432735884474316,0.184684030709144,0.954791825367494,0.0213604771688082,0.193333194747858,0.949,0.00695693898205238,0.733087063879306,"07a_ancova_to_smd_d",1000
0.3,100,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00880193993924465,0.00562127881046216,0.177760444039024,0.00397683327981081,0.186476036793344,1.04902998977887,0.0234687609913731,0.177889434301703,0.967,0.00564898220921256,0.740169341907419,"07a_ancova_to_smd_d",1000
0.8,100,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.015134810092199,0.00655123768162694,0.207168325670622,0.00463474254074629,0.197457687747511,0.953126821430465,0.0213232279196651,0.207617096893619,0.942,0.00739161687318817,0.783525635972472,"07a_ancova_to_smd_d",1000
0,300,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,0.00201613952563378,0.0034963319980751,0.110563725700448,0.00247351713302926,0.106430546159813,0.962617219034095,0.0215355458469339,0.110526819921275,0.945,0.00720936890441875,0.418906731167408,"07a_ancova_to_smd_d",1000
0.3,300,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.00251072575857331,0.00333621164672009,0.105500275600165,0.00236023829319331,0.107439224037315,1.01837861016116,0.0227830323570034,0.105477398467131,0.958,0.00634318531969546,0.42287045318564,"07a_ancova_to_smd_d",1000
0.8,300,0.7,0.5,0.33,"ancova_means_sd","own",1000,1000,0,-0.000289055180274489,0.00358111142107769,0.113244686454478,0.00253349523449122,0.113561200496807,1.00279495711665,0.0224343969202309,0.113188419036844,0.952,0.00675988165576884,0.44692822214539,"07a_ancova_to_smd_d",1000
0,50,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00170669682899648,0.00717266381926976,0.226819545595748,0.00507437704891599,0.217690113968735,0.959750242850392,0.021471406232739,0.226712531572614,0.956,0.00648567652600714,0.875846663621792,"07a_ancova_to_smd_d",1000
0.3,50,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00174387395693593,0.00717417850096697,0.226867444036681,0.00507544862653825,0.218725242812983,0.964110314469,0.0215689491816722,0.226760687560588,0.953,0.00669260786241059,0.879959582364619,"07a_ancova_to_smd_d",1000
0.8,50,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00155506103961087,0.00707683762478784,0.223789255255056,0.0050065837918756,0.224992380097928,1.00537615106454,0.0224921430518245,0.223682738162072,0.96,0.00619677335393187,0.904933057364548,"07a_ancova_to_smd_d",1000
0,100,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00192718921905993,0.0047632067313568,0.150625822373333,0.00336978109191514,0.152249241622022,1.01077782828409,0.0226129886642982,0.150562825045106,0.958,0.00634318531969546,0.604341607221546,"07a_ancova_to_smd_d",1000
0.3,100,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00260495819277947,0.00494885145301801,0.156496423933707,0.00350111741808161,0.153048795541499,0.977969922215803,0.0218790145037441,0.156439845884994,0.949,0.00695693898205238,0.607499128165746,"07a_ancova_to_smd_d",1000
0.8,100,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00183745760605813,0.005063355939912,0.160117373742646,0.00358212483107813,0.157531154555923,0.983847978977726,0.0220105176166994,0.160047843007402,0.952,0.00675988165576884,0.625203648236727,"07a_ancova_to_smd_d",1000
0,300,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.000566720368281155,0.0028354164589857,0.089663741255242,0.00200594542921997,0.087762264277725,0.978793245174723,0.02189743377672,0.0896206900295179,0.954,0.00662449998113065,0.345429141296379,"07a_ancova_to_smd_d",1000
0.3,300,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-9.47751857995084e-05,0.00282700336445434,0.0893976958463479,0.00199999349631527,0.0881961876146503,0.986559964210233,0.0220711897937143,0.0893530360813182,0.952,0.00675988165576884,0.34713404806038,"07a_ancova_to_smd_d",1000
0.8,300,0,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.000524321353076701,0.00286283779082298,0.090530879906053,0.00202534494109337,0.0908046067604609,1.00302357443882,0.022439511516901,0.0904871222286847,0.948,0.00702111102319284,0.35738410812876,"07a_ancova_to_smd_d",1000
0,50,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00729199953107058,0.00726192356492518,0.229642186592132,0.00513752480212994,0.217720829770284,0.94808725261347,0.0212104833487586,0.22964313964522,0.947,0.00708456067798138,0.875968672145933,"07a_ancova_to_smd_d",1000
0.3,50,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00323421077272266,0.00712388436594598,0.225277003840537,0.00503986750760166,0.218796624115773,0.971233727303333,0.021728313236924,0.225187563711304,0.949,0.00695693898205238,0.88025520524961,"07a_ancova_to_smd_d",1000
0.8,50,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.0105198819714691,0.00742455677736692,0.234785100337192,0.00525258139217795,0.226140700061476,0.96318164882141,0.0215481731959173,0.234903357178433,0.945,0.00720936890441875,0.909485728098886,"07a_ancova_to_smd_d",1000
0,100,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00762729958607024,0.00481384233856475,0.15222706086816,0.00340560378896998,0.152258090610845,1.00020383854558,0.0223764287562725,0.152341985944367,0.954,0.00662449998113065,0.604376821632857,"07a_ancova_to_smd_d",1000
0.3,100,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00272184239075928,0.00493110987136146,0.155935385860421,0.00348856594807857,0.15308189090245,0.981700786244085,0.0219624809032029,0.155881163534518,0.948,0.00702111102319284,0.607630787639084,"07a_ancova_to_smd_d",1000
0.8,100,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00129644570216911,0.00521277747636191,0.164842497609282,0.00368783468090242,0.158075506374882,0.95894874603005,0.0214534752512655,0.164765156330174,0.937,0.00768316341099159,0.6273419466749,"07a_ancova_to_smd_d",1000
0,300,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00173740091042896,0.00274082198070577,0.0866724012008432,0.00193902356286284,0.0877572861381255,1.01251707489641,0.0226518988608105,0.0866464747506415,0.957,0.00641490451994416,0.34540956636684,"07a_ancova_to_smd_d",1000
0.3,300,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00565021641676886,0.0027808824284548,0.0879392237905739,0.00196736475126216,0.0882133424661108,1.00311713776539,0.0224416047033401,0.0880766638750815,0.966,0.00573096850453743,0.34720152378283,"07a_ancova_to_smd_d",1000
0.8,300,0.3,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-9.42707648985309e-05,0.00294724983883486,0.0932002232428233,0.00208506313922399,0.0911093039154114,0.977565297006165,0.0218699622817595,0.093153659175991,0.951,0.00682634602111555,0.358580154439154,"07a_ancova_to_smd_d",1000
0,50,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.0017535305817695,0.00690470113925088,0.218345821627922,0.00488480401054204,0.217603545416752,0.996600456076348,0.02229581435749,0.218243666102939,0.959,0.00627048642451286,0.875500428148893,"07a_ancova_to_smd_d",1000
0.3,50,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.000844042678749955,0.00710854853771099,0.224792042370261,0.0050290180133576,0.21907987704289,0.974589112376308,0.0218033794705673,0.224681203616866,0.963,0.00596917079668525,0.881371583695118,"07a_ancova_to_smd_d",1000
0.8,50,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00162611085185267,0.00733298539925603,0.231889359104082,0.00518779825008014,0.227564650747951,0.981350121571599,0.0219546358792599,0.231779089711171,0.96,0.00619677335393187,0.915161454738329,"07a_ancova_to_smd_d",1000
0,100,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00514892006517132,0.0046954507719147,0.148483190804462,0.00332184642019714,0.15223910260971,1.02529519863426,0.0229377693648416,0.148498222451854,0.956,0.00648567652600714,0.604301607550447,"07a_ancova_to_smd_d",1000
0.3,100,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00781390137881855,0.00498574063654392,0.157662962343365,0.00352721506199101,0.153350204835835,0.972645715623827,0.0217599020539636,0.157777720670405,0.957,0.00641490451994416,0.608689490123731,"07a_ancova_to_smd_d",1000
0.8,100,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00249883841213689,0.00509103699348229,0.160992725515798,0.00360170808584458,0.159234091543028,0.989076314056202,0.0221274852415863,0.160931610334161,0.944,0.00727076337120113,0.631923424208586,"07a_ancova_to_smd_d",1000
0,300,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00260338933452156,0.00274931069661834,0.0869408379677815,0.00194502899491526,0.0877577639380494,1.00939634341425,0.0225820822664456,0.086936345870186,0.95,0.00689202437604511,0.345411422452013,"07a_ancova_to_smd_d",1000
0.3,300,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00107131454470611,0.00271771857048131,0.0859418072205779,0.00192267881040424,0.088340316991759,1.02790853309641,0.0229962345397941,0.0859055059292729,0.957,0.00641490451994416,0.347700738712626,"07a_ancova_to_smd_d",1000
0.8,300,0.5,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00111997329440717,0.00302391143756357,0.0956244758533492,0.00213929819985475,0.0918251144578072,0.960267898342588,0.0214829871533424,0.0955832133903528,0.936,0.0077397674383666,0.361392490417062,"07a_ancova_to_smd_d",1000
0,50,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00234073697972064,0.00670943876470228,0.212171083178858,0.00474666357389362,0.217542571259475,1.02531677738615,0.0229382521218414,0.212077889036931,0.956,0.00648567652600714,0.875258091490421,"07a_ancova_to_smd_d",1000
0.3,50,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00618863331388501,0.00733247648878549,0.231873265941962,0.00518743821597333,0.219885491231635,0.948300315426067,0.0212152499619858,0.231839913365726,0.956,0.00648567652600714,0.884564279703685,"07a_ancova_to_smd_d",1000
0.8,50,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.0169724060006101,0.00758665789950941,0.239911187909586,0.0053672615493036,0.232646593202491,0.96971965013223,0.0216944405015424,0.240391104809545,0.952,0.00675988165576884,0.935400367522079,"07a_ancova_to_smd_d",1000
0,100,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00253173987154402,0.00478728799715657,0.151387338862004,0.00338681763866572,0.152253058566301,1.00571857402874,0.0224998036933535,0.151332805260885,0.956,0.00648567652600714,0.604356790118052,"07a_ancova_to_smd_d",1000
0.3,100,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00373958346505867,0.0048509105182041,0.153399259631926,0.00343182806557719,0.15377032689529,1.00241896384803,0.0224259852482657,0.153368138827006,0.957,0.00641490451994416,0.610349238768217,"07a_ancova_to_smd_d",1000
0.8,100,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.000564422120115382,0.00532222492112255,0.168303529704572,0.00376526443583724,0.162491417401407,0.965466485977045,0.0215992892723233,0.168220303784164,0.947,0.00708456067798138,0.644782074677384,"07a_ancova_to_smd_d",1000
0,300,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.00264650033588626,0.00274393763463186,0.0867709268289159,0.00194122776525867,0.0877574860921052,1.01136969834533,0.0226262299034816,0.0867679002456218,0.95,0.00689202437604511,0.345410351248945,"07a_ancova_to_smd_d",1000
0.3,300,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,-0.000716270769166259,0.00282656109413751,0.0893837100309214,0.00199968060749158,0.0886082140602116,0.991323967527847,0.0221777694495035,0.0893418782827388,0.939,0.00756828910652864,0.34875323556218,"07a_ancova_to_smd_d",1000
0.8,300,0.7,0.7,0.33,"ancova_means_sd","own",1000,1000,0,0.00246068955530754,0.00301472227603904,0.0953338890513022,0.00213279723012945,0.0936867099321226,0.982721998068355,0.0219853273198534,0.0953179775505752,0.952,0.00675988165576884,0.368708828550189,"07a_ancova_to_smd_d",1000
0,50,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,-0.00613295598600238,0.00429907207378234,0.135948595783756,0.00304142410860373,0.132846704183272,0.977183349466745,0.0218614174016309,0.136018939210706,0.95,0.00689202437604511,0.534491115650101,"07a_ancova_to_smd_d",1000
0.3,50,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,0.000911285527266438,0.00437846756428179,0.138459301643002,0.00309759328994685,0.133522076795474,0.964341688937179,0.0215741254608502,0.138393055008438,0.957,0.00641490451994416,0.537180332913251,"07a_ancova_to_smd_d",1000
0.8,50,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,0.00371485655429792,0.00445188940504106,0.140781104111016,0.00314953634946082,0.137489187175429,0.976616770010616,0.0218487419605396,0.140759724760533,0.953,0.00669260786241059,0.552975571737255,"07a_ancova_to_smd_d",1000
0,100,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,-0.00413005462895424,0.00304872609262357,0.0964091841467593,0.00215685359061138,0.0929511114518789,0.964131293864946,0.0215694185299597,0.0964494344633189,0.944,0.00727076337120113,0.368961597052413,"07a_ancova_to_smd_d",1000
0.3,100,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,-0.00193349679241403,0.0029731046056762,0.0940178227587357,0.00210335436808548,0.0933838290510521,0.993256664650589,0.0222210074953976,0.0939906913217635,0.952,0.00675988165576884,0.370669806017771,"07a_ancova_to_smd_d",1000
0.8,100,0,0.9,0.33,"ancova_means_sd","own",1000,1000,0,-0.00210245293712743,0.00308721389519489,0.097626275329362,0.00218408219450976,0.0961337300038647,0.984711643249096,0.0220298394002128,0.0976000976095954,0.956,0.00648567652600714,0.381531038579664,"07a_ancova_to_smd_d",1000
