"or_true","br","n","p_exp","rr","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
4,0.3,300,0.25,2.10526315789474,"median_var","population",1000,1000,0,0.0677654747959686,0.00119397305038269,0.0377567430406828,0.000844688890563808,NA,NA,NA,0.0775648480158258,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,1000,0.25,2.10526315789474,"median_var","population",1000,1000,0,0.0690706497907812,0.00067106739502819,0.0212210143176503,0.000474753741902484,NA,NA,NA,0.0722539672249351,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,50,0.5,2.10526315789474,"median_var","population",1000,1000,0,0.184200861471425,0.00277443964017688,0.0877354849361694,0.00196280673240163,NA,NA,NA,0.204009252654096,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,100,0.5,2.10526315789474,"median_var","population",1000,1000,0,0.185517291531538,0.00195865904139225,0.0619382373048154,0.001385674100547,NA,NA,NA,0.195573961335309,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,300,0.5,2.10526315789474,"median_var","population",1000,1000,0,0.185462910042715,0.001131257849213,0.0357735142445639,0.000800320356717475,NA,NA,NA,0.188878150082525,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,1000,0.5,2.10526315789474,"median_var","population",1000,1000,0,0.186254630655945,0.00064751780462729,0.0204763108813415,0.000458093334548572,NA,NA,NA,0.187375685372421,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,50,0.25,3.07692307692308,"median_var","population",1000,999,0.001,0.14650820218283,0.00443396171680741,0.140144056205062,0.00313685478795644,NA,NA,NA,0.202695214003554,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,100,0.25,3.07692307692308,"median_var","population",1000,1000,0,0.154534914108345,0.00319046658483415,0.100891412067347,0.00225712940426978,NA,NA,NA,0.184526251873244,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,300,0.25,3.07692307692308,"median_var","population",1000,1000,0,0.148793904327051,0.00173024154729632,0.0547150419171033,0.00122407772313177,NA,NA,NA,0.158525606893858,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,1000,0.25,3.07692307692308,"median_var","population",1000,1000,0,0.150053296909167,0.000961081067001281,0.0303920518778894,0.000679926988274141,NA,NA,NA,0.153097175198766,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,50,0.5,3.07692307692308,"median_var","population",1000,1000,0,0.0847810698735088,0.00377025026457386,0.119225781849059,0.0026673035141874,NA,NA,NA,0.146247742134224,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,100,0.5,3.07692307692308,"median_var","population",1000,1000,0,0.0881813734001476,0.00288428432906142,0.0912090789936466,0.00204051752190267,NA,NA,NA,0.126833479844695,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,300,0.5,3.07692307692308,"median_var","population",1000,1000,0,0.08180720357351,0.00155542288700603,0.0491867904769377,0.00110040040883801,NA,NA,NA,0.0954428602546176,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,1000,0.5,3.07692307692308,"median_var","population",1000,1000,0,0.0786042641935898,0.000808625078714496,0.0255709702187075,0.000572070383332767,NA,NA,NA,0.082655011903839,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.25,3.77358490566038,"median_var","population",1000,1000,0,0.139254725002287,0.0047526479145862,0.150291923269418,0.00336231114506771,NA,NA,NA,0.204833964403571,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.25,3.77358490566038,"median_var","population",1000,1000,0,0.146444109061096,0.00253121565667559,0.0800440672417364,0.00179073534710833,NA,NA,NA,0.166872774072337,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.5,3.77358490566038,"median_var","population",1000,1000,0,-0.0371859347156893,0.00402754833417469,0.12736226122409,0.00284933176087661,NA,NA,NA,0.132618694682193,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.5,3.77358490566038,"median_var","population",1000,1000,0,-0.0377118869905496,0.00215375684898943,0.0681077716899392,0.00152369811256123,NA,NA,NA,0.0778216956663905,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.25,0.253807106598985,"metafor_conv2x2_balanced","population",1000,1000,0,-0.290725971266804,0.00881811213125338,0.278853189975224,0.0062384668989206,NA,NA,NA,0.40274425238211,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.5,0.253807106598985,"metafor_conv2x2_balanced","population",1000,938,0.0620000000000001,0.0605755085619252,0.00725347432227024,0.222150603374639,0.00513171706675361,NA,NA,NA,0.230147061522645,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.25,0.27027027027027,"metafor_conv2x2_balanced","population",1000,997,0.003,-0.338857459255228,0.0065196798132649,0.205860890391767,0.00461242353866661,NA,NA,NA,0.396434834065994,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.25,0.27027027027027,"metafor_conv2x2_balanced","population",1000,1000,0,-0.282939050046859,0.00796855709757286,0.251987900934308,0.00563744018509109,NA,NA,NA,0.378799300892281,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.25,0.27027027027027,"metafor_conv2x2_balanced","population",1000,1000,0,-0.348683348976827,0.00482964722673337,0.152726855315931,0.00341678512463611,NA,NA,NA,0.380634003599329,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.5,0.27027027027027,"metafor_conv2x2_balanced","population",1000,840,0.16,0.0060074905169518,0.00623523723914276,0.180714343868576,0.00441160527162349,NA,NA,NA,0.180706629205275,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.5,0.27027027027027,"metafor_conv2x2_balanced","population",1000,992,0.00800000000000001,0.0682768478299764,0.00700672356837214,0.220683986193546,0.0049570008674129,NA,NA,NA,0.230898366249541,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.5,0.27027027027027,"metafor_conv2x2_balanced","population",1000,1000,0,0.0233132496587398,0.00347716386968724,0.109957576258566,0.00245995643741982,NA,NA,NA,0.112348055246775,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.25,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,-0.308355978840466,0.00462482883296011,0.146249929005723,0.00327188418089375,NA,NA,NA,0.341249267221348,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.25,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,-0.272874379355154,0.00513255124892451,0.162305521541433,0.00363107778590677,NA,NA,NA,0.317454195355762,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.25,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,-0.31438702087819,0.00313242768748572,0.09905606098229,0.00221606917113045,NA,NA,NA,0.329608085475422,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.25,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,-0.331517009265015,0.00139815812646924,0.0442136420871655,0.000989141786995558,NA,NA,NA,0.334449426270229,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.5,0.32258064516129,"metafor_conv2x2_balanced","population",1000,934,0.0659999999999999,0.0576114537307848,0.00582651598898655,0.178066564869156,0.00412217628997708,NA,NA,NA,0.187063713308343,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.5,0.32258064516129,"metafor_conv2x2_balanced","population",1000,998,0.002,0.0491906948742474,0.00541706716907002,0.171131316481782,0.00383236543336338,NA,NA,NA,0.1779783900542,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.5,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,0.0209409591014041,0.00266917393938832,0.0844066911963131,0.00188833539656619,NA,NA,NA,0.0869246156004024,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.5,0.32258064516129,"metafor_conv2x2_balanced","population",1000,1000,0,0.00479194982148132,0.0014845055502626,0.0469441873799139,0.0010502291872377,NA,NA,NA,0.0471647723955423,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.25,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,-0.213354813440833,0.00334924714295145,0.105912494185381,0.00236946039317796,NA,NA,NA,0.238173288566364,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.25,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,-0.215331042383691,0.00257536648797489,0.0814402391166928,0.00182197032070821,NA,NA,NA,0.230202818942088,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.25,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,-0.237959158056311,0.00107106633939915,0.0338700915764026,0.00075773723507187,NA,NA,NA,0.24035514727827,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.25,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,-0.242556229487722,0.000557252081874342,0.0176218580959355,0.000394233892173647,NA,NA,NA,0.243194867988966,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.5,0.4,"metafor_conv2x2_balanced","population",1000,997,0.003,0.0445648689390829,0.00391848476243192,0.123727358595061,0.00277217775593439,NA,NA,NA,0.131450113296395,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.5,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,0.0227962417119792,0.00247030052127185,0.0781177615232028,0.00174764028886876,NA,NA,NA,0.0813384959101259,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.5,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,0.00564882795134691,0.00129934302399254,0.0410888341766725,0.000919233995311956,NA,NA,NA,0.0414549545763592,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.5,0.4,"metafor_conv2x2_balanced","population",1000,1000,0,0.00150171628535929,0.000682577590700364,0.0215849986640332,0.000482896751838416,NA,NA,NA,0.0216264053175904,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,300,0.25,0.505050505050505,"metafor_conv2x2_balanced","population",1000,963,0.037,-0.222537072175486,0.0057040914992847,0.17701074379376,0.00403549759781427,NA,NA,NA,0.284293888873865,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.25,0.505050505050505,"metafor_conv2x2_balanced","population",1000,1000,0,-0.192782400660588,0.00741545358027971,0.234497231969342,0.00524614123890504,NA,NA,NA,0.303478198317345,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.5,0.505050505050505,"metafor_conv2x2_balanced","population",1000,997,0.003,0.0641995772888347,0.0059175626275919,0.186848855519957,0.00418644871171525,NA,NA,NA,0.197481804188972,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.25,0.526315789473684,"metafor_conv2x2_balanced","population",1000,997,0.003,-0.161930885491176,0.00672154014677352,0.212234692354606,0.0047552319863919,NA,NA,NA,0.266870750013683,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.25,0.526315789473684,"metafor_conv2x2_balanced","population",1000,1000,0,-0.218428894172866,0.00515935710166326,0.163153197034208,0.00365004187056785,NA,NA,NA,0.272586735822493,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.25,0.526315789473684,"metafor_conv2x2_balanced","population",1000,1000,0,-0.263006477929201,0.00227344806945256,0.0718927404158277,0.00160837493520043,NA,NA,NA,0.272645933384483,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.5,0.526315789473684,"metafor_conv2x2_balanced","population",1000,944,0.056,0.0814148021473499,0.00662755511752825,0.203628867239068,0.00468887333777098,NA,NA,NA,0.219201188625706,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.5,0.526315789473684,"metafor_conv2x2_balanced","population",1000,1000,0,0.0369333846465158,0.00420999973423066,0.133131881088724,0.00297840893782436,NA,NA,NA,0.138095794888575,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.5,0.526315789473684,"metafor_conv2x2_balanced","population",1000,1000,0,0.0103450897274831,0.00200858257311415,0.0635169579956239,0.00142099303225126,NA,NA,NA,0.0643225499380623,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.25,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,-0.187253931615725,0.00401888381929907,0.127088265205816,0.00284320195798431,NA,NA,NA,0.226272646670819,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.25,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,-0.189429205657408,0.00329763135118248,0.104280259533152,0.0023329442541655,NA,NA,NA,0.216210365412414,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.25,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,-0.220953191213001,0.00139593890064048,0.0441434640045541,0.000987571772159293,NA,NA,NA,0.225315355615448,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.25,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,-0.227401888011455,0.000774422610509147,0.0244893932074235,0.000547873484655983,NA,NA,NA,0.228715433061397,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.5,0.588235294117647,"metafor_conv2x2_balanced","population",1000,994,0.00600000000000001,0.0564930012012032,0.00446170300182847,0.140667526154639,0.00315648861870802,NA,NA,NA,0.151521963112641,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.5,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,0.0289042961305876,0.00302343606594077,0.0956094432827188,0.00213896189316129,NA,NA,NA,0.0998372816837042,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.5,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,0.00832436455206555,0.00136623191134082,0.0432040465184221,0.000966555247686245,NA,NA,NA,0.0439774725413603,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.5,0.588235294117647,"metafor_conv2x2_balanced","population",1000,1000,0,0.00209394905383749,0.000756172672622196,0.0239122794986299,0.000534962372649187,NA,NA,NA,0.0239918722977145,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.25,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,-0.151574728896264,0.00187660491671279,0.0593434580508298,0.0013276240402718,NA,NA,NA,0.162766774273478,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.25,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,-0.154163299605307,0.00100329333586522,0.0317269210260239,0.000709790505330436,NA,NA,NA,0.157390958652234,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,300,0.25,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,-0.165710273204189,0.000441880908450919,0.0139735012524925,0.000312613332605037,NA,NA,NA,0.166297799516178,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,1000,0.25,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,-0.169050940768339,0.000226959851189521,0.00717710067171761,0.000160565152490131,NA,NA,NA,0.169203072779245,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.5,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,0.0255851652142652,0.00171510381727272,0.0542363448623104,0.00121336837556719,NA,NA,NA,0.059943641881026,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.5,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,0.0130851539368658,0.001010134823837,0.0319432678717785,0.000714630588515592,NA,NA,NA,0.0345046843706379,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,300,0.5,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,0.00351217257099531,0.000517619008921608,0.016368550283913,0.000366195054604114,NA,NA,NA,0.0167331068581732,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,1000,0.5,0.666666666666667,"metafor_conv2x2_balanced","population",1000,1000,0,0.00153836521731548,0.000262639227307265,0.00830538161197648,0.000185806905324708,NA,NA,NA,0.0084425678498122,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,50,0.25,1,"metafor_conv2x2_balanced","population",1000,927,0.073,-0.0851529191751204,0.0055303558335602,0.168380945013533,0.00391266307174361,NA,NA,NA,0.188606939034727,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,50,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.112934909946838,0.00304377940216819,0.0962527560595713,0.00215335400201399,NA,NA,NA,0.148356403099814,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,50,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.1294568999753,0.00106760966270309,0.0337607818614587,0.000755291772502593,NA,NA,NA,0.133782433647769,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,100,0.25,1,"metafor_conv2x2_balanced","population",1000,998,0.002,-0.0508076317589513,0.00600114500632053,0.189583000039856,0.00424557790498513,NA,NA,NA,0.196181333484301,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,100,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.126262354932996,0.00167629280977757,0.0530090330426049,0.00118591111691949,NA,NA,NA,0.136928192494291,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,100,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.131252384023738,0.000409261973701131,0.012941999965915,0.000289536721456786,NA,NA,NA,0.131888271577382,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,300,0.25,1,"metafor_conv2x2_balanced","population",1000,944,0.056,-0.0372772329225106,0.00648560395829769,0.199267477066552,0.0045884455036785,NA,NA,NA,0.202620473921379,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,300,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.114772243795236,0.00292561524749056,0.0925160773938739,0.00206975751825159,NA,NA,NA,0.147388375720632,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,300,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.136735736808623,0.000872983628791076,0.0276061662701875,0.000617601521782716,NA,NA,NA,0.139491935380932,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.139870131934733,0.000135558365460778,0.00428673190745558,9.59022025589327e-05,NA,NA,NA,0.13993574061624,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.0951227816635572,0.00464383209323591,0.146850864860129,0.00328532823880973,NA,NA,NA,0.1749055600176,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.135963412607317,0.00140124650197478,0.0443113050958393,0.00099132669098362,NA,NA,NA,0.14299502730992,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.142195601577967,0.00044056514065674,0.0139318930214775,0.000311682478731954,NA,NA,NA,0.142875794498713,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.25,1,"metafor_conv2x2_balanced","population",1000,1000,0,-0.142620720291327,3.95461158538481e-05,0.00125055798711055,2.79773188481835e-05,NA,NA,NA,0.142626197410577,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,50,0.5,1,"metafor_conv2x2_balanced","population",1000,915,0.085,0.0798236858900663,0.00622547359354045,0.188314144820405,0.00440448207285598,NA,NA,NA,0.204438943078496,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,50,0.5,1,"metafor_conv2x2_balanced","population",1000,999,0.001,0.0374828417648448,0.00278040360565159,0.0878801090469855,0.00196702698847825,NA,NA,NA,0.0954994573213279,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,50,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.0220824895886314,0.000817419696356988,0.0258490804477132,0.000578292228806572,NA,NA,NA,0.0339873966561779,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,100,0.5,1,"metafor_conv2x2_balanced","population",1000,999,0.001,0.0787484431764605,0.00564396384445862,0.178388546576507,0.00399288404801355,NA,NA,NA,0.19491520342066,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,100,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.016967671931859,0.00160030393117474,0.0506060537103351,0.00113215197927258,NA,NA,NA,0.0533508536974657,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,100,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.0109570131808738,0.000346503417687768,0.0109574001692602,0.000245137515766739,NA,NA,NA,0.0154919557092279,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,300,0.5,1,"metafor_conv2x2_balanced","population",1000,950,0.05,0.092415532627012,0.00689598938323499,0.212548667591696,0.00487876930528017,NA,NA,NA,0.231667891811027,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,300,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.0209168249277777,0.00267843108640917,0.0846994278885224,0.00189488446335151,NA,NA,NA,0.0872028248201723,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,300,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.00491580789904643,0.000813802481634833,0.0257346940746342,0.000575733191909041,NA,NA,NA,0.0261873513730623,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.00342848908864097,0.000115342030939802,0.00364743527719385,8.15999424096631e-05,NA,NA,NA,0.00500449975003966,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.0467943766444215,0.0040929290635693,0.129429781423791,0.00289558605092016,NA,NA,NA,0.137568273728468,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.00738066116159865,0.00133752038284978,0.0422961082670572,0.000946242972514114,NA,NA,NA,0.042914402861352,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.00216182395077523,0.000453381897412322,0.0143371944571174,0.000320749829155843,NA,NA,NA,0.0144921728029458,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.5,1,"metafor_conv2x2_balanced","population",1000,1000,0,0.00105127695698125,3.16184494823322e-05,0.000999863164471416,2.23688072406815e-05,NA,NA,NA,0.00145048607769909,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.25,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,-0.149380720260259,0.00190475266517044,0.0602335680121468,0.00134753746328327,NA,NA,NA,0.161056059240974,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.25,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,-0.153921706671791,0.00106610348595468,0.0337131523706211,0.000754226211796513,NA,NA,NA,0.157566912297217,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.25,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,-0.165378213821378,0.000455666020997953,0.0144094247869964,0.000322365756598123,NA,NA,NA,0.166004149038266,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.25,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,-0.168432512104348,0.000235829522486505,0.00745758430567251,0.000166840095467373,NA,NA,NA,0.168597363804699,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.5,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,0.0292570299247686,0.00174393865745406,0.05514818257171,0.00123376788890172,NA,NA,NA,0.0624039623657064,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.5,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,0.0131530424690426,0.000987641573298779,0.0312319688349628,0.000698717499994699,NA,NA,NA,0.0338742227604297,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.5,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,0.00426598935754302,0.000515349562832154,0.0162967840972166,0.000364589510912084,NA,NA,NA,0.0168380002357183,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.5,1.33333333333333,"metafor_conv2x2_balanced","population",1000,1000,0,0.00127434213476943,0.000267680250233381,0.00846479275381303,0.000189373230428447,NA,NA,NA,0.00855599272586702,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.25,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,-0.0680896411596718,0.00274653367758256,0.0868530209151942,0.0019430643633621,NA,NA,NA,0.110327254239857,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.25,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,-0.0779299743336316,0.00160403474663061,0.0507240324540381,0.00113479138421335,NA,NA,NA,0.0929700782003026,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.25,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,-0.0911606629021569,0.00083828886045346,0.0265090213617999,0.000593056340158996,NA,NA,NA,0.0949330919443136,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.25,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,-0.0943333283251231,0.000437870755348244,0.0138466890767881,0.000309776307285073,NA,NA,NA,0.095343148156993,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.5,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,0.0256667061833572,0.00210657833831502,0.0666158561864823,0.00149032117509414,NA,NA,NA,0.0713583522053685,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.5,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,0.0142153576493906,0.0012825611135634,0.0405581435722223,0.000907361454891225,NA,NA,NA,0.0429580544265573,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.5,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,0.00460309106036046,0.000636556177302502,0.0201296737892588,0.000450338415104804,NA,NA,NA,0.0206394527641864,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.5,1.53846153846154,"metafor_conv2x2_balanced","population",1000,1000,0,0.000995105822707095,0.000348850408796758,0.011031618544786,0.000246797919504814,NA,NA,NA,0.0110709144477018,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.25,1.6,"metafor_conv2x2_balanced","population",1000,1000,0,-0.212821944222024,0.00319400511968473,0.101003310364425,0.00225963277825817,NA,NA,NA,0.235551792560172,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,100,0.25,1.6,"metafor_conv2x2_balanced","population",1000,1000,0,-0.210691847290444,0.00282384434782506,0.0892977989691995,0.00199775861651543,NA,NA,NA,0.228816907851021,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,300,0.25,1.6,"metafor_conv2x2_balanced","population",1000,1000,0,-0.235575171477074,0.00109237235807245,0.0345438470451795,0.00077281040382531,NA,NA,NA,0.238091884590309,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,1000,0.25,1.6,"metafor_conv2x2_balanced","population",1000,1000,0,-0.242278634915654,0.000564781350355249,0.0178599544710814,0.000399560552970435,NA,NA,NA,0.24293537398314,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.5,1.6,"metafor_conv2x2_balanced","population",1000,998,0.002,0.0375697930983975,0.00365165630629161,0.115359978292824,0.0025834055524842,NA,NA,NA,0.121268624760891,NA,NA,NA,"06_or_se_imputation",1000
