"or_true","br","n","p_exp","rr","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
1,0.3,300,0.25,1,"package_mean_var","population",1000,1000,0,0.335636607355056,0.000629294814761898,0.0199000493438135,0.000445201287205277,NA,NA,NA,0.33622544244708,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.25,1,"package_mean_var","population",1000,1000,0,0.3791588770822,0.000230910315639771,0.00730202532650078,0.000163359950440239,NA,NA,NA,0.379229113234374,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.25,1,"package_mean_var","population",1000,1000,0,0.174781514587314,0.0027121502062491,0.0857657200824258,0.0019187394121037,NA,NA,NA,0.194671468952056,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.25,1,"package_mean_var","population",1000,1000,0,0.339778122715305,0.00106452269155338,0.0336631632624156,0.00075310786204095,NA,NA,NA,0.341439962553021,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.25,1,"package_mean_var","population",1000,1000,0,0.432512092646407,0.000325851302275235,0.0103043229372175,0.000230526957806476,NA,NA,NA,0.432634699460755,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.25,1,"package_mean_var","population",1000,1000,0,0.470916867144122,0.000123652154408097,0.00391022445516416,8.74790273443128e-05,NA,NA,NA,0.47093308476499,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,50,0.5,1,"package_mean_var","population",1000,994,0.00600000000000001,0.17176449595513,0.00391072838289448,0.123296527549918,0.00276669460661232,NA,NA,NA,0.211399578949682,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,50,0.5,1,"package_mean_var","population",1000,1000,0,0.309775343431568,0.00152884647188292,0.0483463704386262,0.00108159864225014,NA,NA,NA,0.313521606211119,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,50,0.5,1,"package_mean_var","population",1000,1000,0,0.346879012113839,0.000568090072459637,0.0179645854510255,0.000401901343495517,NA,NA,NA,0.347343421773279,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,100,0.5,1,"package_mean_var","population",1000,1000,0,0.253079914854036,0.00316385437146065,0.100049859988961,0.00223830231183021,NA,NA,NA,0.272120208385656,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,100,0.5,1,"package_mean_var","population",1000,1000,0,0.376675649773081,0.00100473245120547,0.0317724298489327,0.000710808622732466,NA,NA,NA,0.37801193492161,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,100,0.5,1,"package_mean_var","population",1000,1000,0,0.421211663079645,0.000328987487024723,0.0104034978069322,0.000232745684950945,NA,NA,NA,0.421339992937025,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,300,0.5,1,"package_mean_var","population",1000,997,0.003,0.180657512206372,0.00442037147135635,0.139574585412054,0.00312724336287985,NA,NA,NA,0.22825131308625,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,300,0.5,1,"package_mean_var","population",1000,1000,0,0.366119514526675,0.00186996115522367,0.0591333638654647,0.00132292384078269,NA,NA,NA,0.370859484015943,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,300,0.5,1,"package_mean_var","population",1000,1000,0,0.477047332747799,0.000574243159788597,0.0181591631570398,0.000406254410348889,NA,NA,NA,0.477392483322839,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,300,0.5,1,"package_mean_var","population",1000,1000,0,0.521973086844695,0.000207727899780594,0.00656893296869869,0.000146959304607905,NA,NA,NA,0.522014378269073,NA,NA,NA,"06_or_se_imputation",1000
1,0.02,1000,0.5,1,"package_mean_var","population",1000,1000,0,0.327080414861037,0.00270608484713394,0.0855739165861182,0.0019144484095051,NA,NA,NA,0.338078644830395,NA,NA,NA,"06_or_se_imputation",1000
1,0.1,1000,0.5,1,"package_mean_var","population",1000,1000,0,0.484221246966361,0.00104209635384816,0.0329539801951695,0.000737242111713036,NA,NA,NA,0.485340184674163,NA,NA,NA,"06_or_se_imputation",1000
1,0.3,1000,0.5,1,"package_mean_var","population",1000,1000,0,0.576706966047268,0.000333369678400496,0.0105420748658341,0.000235845912690803,NA,NA,NA,0.576803215052221,NA,NA,NA,"06_or_se_imputation",1000
1,0.5,1000,0.5,1,"package_mean_var","population",1000,1000,0,0.614100010594069,9.26328631688295e-05,0.00292930833796224,6.55341009537428e-05,NA,NA,NA,0.614106990090592,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.25,1.33333333333333,"package_mean_var","population",1000,1000,0,0.160705749066409,0.00115784109423594,0.0366141502632723,0.00081912695519038,NA,NA,NA,0.164819881041389,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.25,1.33333333333333,"package_mean_var","population",1000,1000,0,0.246273311084978,0.00102143201614621,0.0323005164603992,0.000722622906964573,NA,NA,NA,0.24838040138667,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.25,1.33333333333333,"package_mean_var","population",1000,1000,0,0.347988616200384,0.000660443865958319,0.0208850688311523,0.000467238013652985,NA,NA,NA,0.3486141519202,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.25,1.33333333333333,"package_mean_var","population",1000,1000,0,0.443672162605893,0.000481648630792116,0.0152310670520459,0.000340747429311715,NA,NA,NA,0.443933262202248,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,50,0.5,1.33333333333333,"package_mean_var","population",1000,1000,0,0.332563937502017,0.000999479010243329,0.0316063014589968,0.000707092020237519,NA,NA,NA,0.334060970274097,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,100,0.5,1.33333333333333,"package_mean_var","population",1000,1000,0,0.408050906672177,0.000822570543284409,0.0260119645294085,0.000581936250064165,NA,NA,NA,0.408878329228105,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,300,0.5,1.33333333333333,"package_mean_var","population",1000,1000,0,0.514016277973238,0.000673386348571315,0.0212943460674943,0.000476394310167391,NA,NA,NA,0.514456732628439,NA,NA,NA,"06_or_se_imputation",1000
2,0.5,1000,0.5,1.33333333333333,"package_mean_var","population",1000,1000,0,0.614464927697044,0.000509824775183334,0.0161220749716262,0.000360680941327381,NA,NA,NA,0.614676182025807,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.25,1.53846153846154,"package_mean_var","population",1000,1000,0,0.210552099855874,0.00141734261352485,0.0448203088355429,0.00100271405571791,NA,NA,NA,0.215265041234631,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.25,1.53846153846154,"package_mean_var","population",1000,1000,0,0.296698226244626,0.00109907709343334,0.0347558693936705,0.000777553739926325,NA,NA,NA,0.29872495701491,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.25,1.53846153846154,"package_mean_var","population",1000,1000,0,0.40439341098663,0.000753244398128224,0.0238196793284786,0.000532890733818824,NA,NA,NA,0.405093619544408,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.25,1.53846153846154,"package_mean_var","population",1000,1000,0,0.504377328518324,0.000424178942884295,0.0134137159499684,0.000300089889424742,NA,NA,NA,0.504555484928162,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,50,0.5,1.53846153846154,"package_mean_var","population",1000,1000,0,0.325886409241765,0.00116981310132407,0.036992738368894,0.000827596678507712,NA,NA,NA,0.327977203411805,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,100,0.5,1.53846153846154,"package_mean_var","population",1000,1000,0,0.403683652013952,0.000931644312643071,0.0294611799709411,0.000659101644374908,NA,NA,NA,0.404756203247679,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,300,0.5,1.53846153846154,"package_mean_var","population",1000,1000,0,0.511741451536244,0.000651266810994664,0.0205948648721753,0.000460745608842501,NA,NA,NA,0.512155286540191,NA,NA,NA,"06_or_se_imputation",1000
2,0.3,1000,0.5,1.53846153846154,"package_mean_var","population",1000,1000,0,0.610061479288477,0.000448653917244233,0.0141876825964847,0.000317404969469511,NA,NA,NA,0.610226267509656,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.25,1.6,"package_mean_var","population",1000,1000,0,0.0678054157474331,0.00191801695135586,0.060653021570969,0.00135692142314609,NA,NA,NA,0.0909542997408314,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,100,0.25,1.6,"package_mean_var","population",1000,1000,0,0.181480367460112,0.00233892789647242,0.0739633943575936,0.00165469933290939,NA,NA,NA,0.195959783870694,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,300,0.25,1.6,"package_mean_var","population",1000,1000,0,0.30451390384574,0.00160508742435307,0.0507573210464891,0.00113553611222645,NA,NA,NA,0.30871094403916,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,1000,0.25,1.6,"package_mean_var","population",1000,1000,0,0.421858540632205,0.00109137364442838,0.0345122649467242,0.000772103853271488,NA,NA,NA,0.4232665042732,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,50,0.5,1.6,"package_mean_var","population",1000,1000,0,0.290654730761726,0.0017463609185623,0.0552247811936068,0.00123548154319863,NA,NA,NA,0.295849453600299,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,100,0.5,1.6,"package_mean_var","population",1000,1000,0,0.392226203543245,0.0018057487131241,0.0571027881539013,0.00127749606796982,NA,NA,NA,0.396356988625761,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,300,0.5,1.6,"package_mean_var","population",1000,1000,0,0.529642116126769,0.00135993453954014,0.0430049061367915,0.000962100105253945,NA,NA,NA,0.53138342437935,NA,NA,NA,"06_or_se_imputation",1000
4,0.5,1000,0.5,1.6,"package_mean_var","population",1000,1000,0,0.656609240214803,0.000922996508884714,0.0291877124045954,0.000652983663939656,NA,NA,NA,0.65725700069936,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,50,0.25,1.81818181818182,"package_mean_var","population",1000,998,0.002,0.149077742172952,0.00358924071593534,0.113388198764661,0.00253924893719427,NA,NA,NA,0.187264983863942,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,100,0.25,1.81818181818182,"package_mean_var","population",1000,1000,0,0.240883460715367,0.00282359058505123,0.0892897742856926,0.0019975790893512,NA,NA,NA,0.25688427895535,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,300,0.25,1.81818181818182,"package_mean_var","population",1000,1000,0,0.349410945464392,0.00159778865325596,0.0505265136386185,0.00113037251924709,NA,NA,NA,0.353041618597883,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,1000,0.25,1.81818181818182,"package_mean_var","population",1000,1000,0,0.464008494272714,0.000933610412343725,0.0295233535025515,0.000660492582448721,NA,NA,NA,0.464945845804504,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,50,0.5,1.81818181818182,"package_mean_var","population",1000,1000,0,0.194390023530767,0.00338120630561166,0.106923131646562,0.00239207024156788,NA,NA,NA,0.221830125937211,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,100,0.5,1.81818181818182,"package_mean_var","population",1000,1000,0,0.271147769663354,0.00250466299239922,0.0792043982711455,0.00177195038330875,NA,NA,NA,0.282468009449212,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,300,0.5,1.81818181818182,"package_mean_var","population",1000,1000,0,0.379548695686856,0.00151516886422671,0.0479138465072683,0.00107192227373162,NA,NA,NA,0.382558039188865,NA,NA,NA,"06_or_se_imputation",1000
2,0.1,1000,0.5,1.81818181818182,"package_mean_var","population",1000,1000,0,0.490817272085837,0.000833784770078754,0.0263665895180867,0.000589869873680218,NA,NA,NA,0.491524258224917,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,300,0.25,1.96078431372549,"package_mean_var","population",1000,1000,0,0.183167336178152,0.00425535233059276,0.134566056111789,0.00301049411285659,NA,NA,NA,0.227244776566204,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,1000,0.25,1.96078431372549,"package_mean_var","population",1000,1000,0,0.321093715832723,0.00241555350186425,0.0763865087588681,0.00170890892967245,NA,NA,NA,0.330045812227505,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,300,0.5,1.96078431372549,"package_mean_var","population",1000,999,0.001,0.188013737809968,0.00388467006800616,0.122782616341751,0.00274825239385022,NA,NA,NA,0.224520925126064,NA,NA,NA,"06_or_se_imputation",1000
2,0.02,1000,0.5,1.96078431372549,"package_mean_var","population",1000,1000,0,0.314809952374993,0.00222178519757279,0.0702590169597722,0.00157182548886453,NA,NA,NA,0.322547204683337,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,50,0.25,2.10526315789474,"package_mean_var","population",1000,1000,0,0.199800570340697,0.0017119347664997,0.0541361306776757,0.00121112639700599,NA,NA,NA,0.206997724220759,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,100,0.25,2.10526315789474,"package_mean_var","population",1000,1000,0,0.30186464292647,0.00156254834248427,0.0494121171637115,0.00110544138784566,NA,NA,NA,0.305878045002257,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,300,0.25,2.10526315789474,"package_mean_var","population",1000,1000,0,0.415803071180122,0.00109429508795226,0.0346046491026342,0.000774170659459649,NA,NA,NA,0.417239114010898,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,1000,0.25,2.10526315789474,"package_mean_var","population",1000,1000,0,0.52566028409597,0.000768190842930479,0.0242923274134497,0.000543464754625947,NA,NA,NA,0.526220734416506,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,50,0.5,2.10526315789474,"package_mean_var","population",1000,1000,0,0.325453551934769,0.0015149513387789,0.0479069677486268,0.0010717683830478,NA,NA,NA,0.328957135426892,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,100,0.5,2.10526315789474,"package_mean_var","population",1000,1000,0,0.413073895762187,0.00137397029366197,0.0434487556538222,0.000972029848285912,NA,NA,NA,0.415350394165755,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,300,0.5,2.10526315789474,"package_mean_var","population",1000,1000,0,0.536191262911855,0.00110104509094181,0.0348181029392333,0.000778946020624389,NA,NA,NA,0.537319419354079,NA,NA,NA,"06_or_se_imputation",1000
4,0.3,1000,0.5,2.10526315789474,"package_mean_var","population",1000,1000,0,0.655040719962629,0.000738369507067733,0.0233492939714983,0.00052236733446478,NA,NA,NA,0.655456321312563,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,50,0.25,3.07692307692308,"package_mean_var","population",1000,999,0.001,0.229697006552191,0.00323732973650956,0.102322155563036,0.00229028438510644,NA,NA,NA,0.251435991922956,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,100,0.25,3.07692307692308,"package_mean_var","population",1000,1000,0,0.318432548556537,0.00246424631999862,0.0779263108688378,0.0017433571800037,NA,NA,NA,0.327819653766995,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,300,0.25,3.07692307692308,"package_mean_var","population",1000,1000,0,0.436558022417831,0.00148209476426898,0.0468679516330031,0.00104852365113227,NA,NA,NA,0.439064135659872,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,1000,0.25,3.07692307692308,"package_mean_var","population",1000,1000,0,0.550371161094852,0.000882441391715805,0.0279052469943079,0.000624292516415756,NA,NA,NA,0.551077434732995,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,50,0.5,3.07692307692308,"package_mean_var","population",1000,1000,0,0.189314799815365,0.00266151195925117,0.0841643981101094,0.00188291484750146,NA,NA,NA,0.207163355090758,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,100,0.5,3.07692307692308,"package_mean_var","population",1000,1000,0,0.281633707123137,0.00222524799272918,0.0703685201574202,0.00157427528000342,NA,NA,NA,0.290283175345105,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,300,0.5,3.07692307692308,"package_mean_var","population",1000,1000,0,0.401189862063367,0.00137874891068374,0.0435998687923667,0.000975410531551129,NA,NA,NA,0.403549690908785,NA,NA,NA,"06_or_se_imputation",1000
4,0.1,1000,0.5,3.07692307692308,"package_mean_var","population",1000,1000,0,0.509618095780725,0.00081440803960308,0.0257538434989835,0.000576161600312569,NA,NA,NA,0.510267773567651,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.25,3.77358490566038,"package_mean_var","population",1000,1000,0,0.250620894726502,0.0035936043736407,0.113639748302474,0.00254233350620676,NA,NA,NA,0.275157975125868,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.25,3.77358490566038,"package_mean_var","population",1000,1000,0,0.384934939437272,0.00197611588599024,0.0624902712017078,0.00139802413029976,NA,NA,NA,0.389969276431419,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,300,0.5,3.77358490566038,"package_mean_var","population",1000,1000,0,0.115684038040106,0.00313848369134462,0.0992475686394188,0.00222035355525385,NA,NA,NA,0.152391031423178,NA,NA,NA,"06_or_se_imputation",1000
4,0.02,1000,0.5,3.77358490566038,"package_mean_var","population",1000,1000,0,0.23876168961783,0.00172310440961237,0.0544893458065483,0.00121902847942386,NA,NA,NA,0.244894393865561,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.25,0.253807106598985,"balanced_4_over_sqrtN","sample",1000,1000,0,-2.0686114167187,1.43855622266072e-05,0.000454911420581619,1.01772184836456e-05,NA,NA,NA,2.08861415806896,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.02,1000,0.5,0.253807106598985,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.8270711107285,8.71981029947227e-06,0.000275744613109273,6.16892222603123e-06,NA,NA,NA,1.84818945047696,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.25,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.12034960968223,0.000156586733821704,0.00495170730243107,0.000110778944655804,NA,NA,NA,1.14404698228763,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.25,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.27856253460264,3.66893632226629e-05,0.0011602195368483,2.59562789177783e-05,NA,NA,NA,1.31672067249194,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.25,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.21835517361213,1.41209394683829e-06,4.46543314214573e-05,9.99000830834832e-07,NA,NA,NA,1.23593348009198,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,100,0.5,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.00943977025486,0.000137749141391429,0.00435601032529491,9.74520902132164e-05,NA,NA,NA,1.04016888088368,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,300,0.5,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.984743426171193,1.23496552310574e-05,0.000390530388479545,8.7368944991044e-06,NA,NA,NA,1.01319018180422,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.1,1000,0.5,0.27027027027027,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.93091785667066,0,0,0,NA,NA,NA,0.937382864029622,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.25,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.67662532946825,0.000285919117636696,0.00904155638317579,0.000202276510504248,NA,NA,NA,0.718347470237605,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.25,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.678647846332649,8.14913234706652e-05,0.0025769819170884,5.76519005943641e-05,NA,NA,NA,0.731266617198213,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.25,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.62231476433305,0,0,0,NA,NA,NA,0.642728398464877,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.25,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.600142708871348,0,0,0,NA,NA,NA,0.6049872059804,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,50,0.5,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.451532939919861,0.000163419638138671,0.00516778270918721,0.000115612955243378,NA,NA,NA,0.506292551019061,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,100,0.5,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.405174271259231,2.41923964783147e-05,0.000765030749293108,1.71151673270997e-05,NA,NA,NA,0.443755454843245,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,300,0.5,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.373799290165563,0,0,0,NA,NA,NA,0.383201349628977,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.3,1000,0.5,0.32258064516129,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.35765028088564,0,0,0,NA,NA,NA,0.360714951713411,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.25,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.414179800276035,0.000156194292033403,0.00493929720343045,0.000110501307552801,NA,NA,NA,0.470005493737076,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.25,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.370462281907796,2.20956415807997e-05,0.000698725537580504,1.56317958493277e-05,NA,NA,NA,0.407339661545409,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.25,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.330816680444693,0,0,0,NA,NA,NA,0.33935777953856,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.25,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.324123688311942,0,0,0,NA,NA,NA,0.326604999064355,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,50,0.5,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.171247013713591,3.91617789154013e-05,0.00123840418596627,2.77054156071218e-05,NA,NA,NA,0.216732901037058,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,100,0.5,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.14671432366427,0,0,0,NA,NA,NA,0.166196796145397,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,300,0.5,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.129566909903638,0,0,0,NA,NA,NA,0.135919785696128,NA,NA,NA,"06_or_se_imputation",1000
0.25,0.5,1000,0.5,0.4,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.12541979823765,0,0,0,NA,NA,NA,0.127261824775271,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,300,0.25,0.505050505050505,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.67895606286137,5.2513945442472e-05,0.0016606367652003,3.71515473491738e-05,NA,NA,NA,1.69461671814942,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.25,0.505050505050505,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.78591284994987,8.99989649312408e-06,0.00028460171624034,6.36707217263359e-06,NA,NA,NA,1.81150356789692,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.02,1000,0.5,0.505050505050505,"balanced_4_over_sqrtN","sample",1000,1000,0,-1.53685865073083,2.44091210005356e-06,7.71884180443405e-05,1.72684913876169e-06,NA,NA,NA,1.54938206367003,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.25,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.964396135136078,0.000137749141391429,0.00435601032529491,9.74520902132164e-05,NA,NA,NA,0.99925568957365,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.25,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.956300916136317,1.39747598856525e-05,0.000441920709926161,9.88659201304744e-06,NA,NA,NA,0.986195167426716,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.25,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.911039267040593,0,0,0,NA,NA,NA,0.918874795147375,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,100,0.5,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.800515134991347,8.59485077364415e-05,0.00271793045939758,6.08051828491774e-05,NA,NA,NA,0.838322566746471,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,300,0.5,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.716887187619864,0,0,0,NA,NA,NA,0.729132096014143,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.1,1000,0.5,0.526315789473684,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.690298892700831,0,0,0,NA,NA,NA,0.693212038854677,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.25,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.476656848358612,0.000181923515051296,0.0057529266750602,0.000128703719105631,NA,NA,NA,0.52912817521629,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.25,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.428310533787369,2.61176271810549e-05,0.000825911889712562,1.84771921951281e-05,NA,NA,NA,0.466313073715224,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.25,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.38740005933005,0,0,0,NA,NA,NA,0.397024248124073,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.25,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.380437630193213,0,0,0,NA,NA,NA,0.383486354571488,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,50,0.5,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.248864150775491,5.17280837836157e-05,0.00163578563752246,3.65955811885111e-05,NA,NA,NA,0.292005962748562,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,100,0.5,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.216529960886421,0,0,0,NA,NA,NA,0.23667963250069,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,300,0.5,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.1959500293079,0,0,0,NA,NA,NA,0.20065178053458,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.3,1000,0.5,0.588235294117647,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.189719613809672,0,0,0,NA,NA,NA,0.191219133921793,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.25,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.257237307846368,5.85950364021371e-05,0.00185293774611231,4.14536796079302e-05,NA,NA,NA,0.287619705597466,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.25,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.212996640262992,0,0,0,NA,NA,NA,0.224173638529052,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,300,0.25,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.194524454540872,0,0,0,NA,NA,NA,0.19725280659114,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,1000,0.25,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.189574467237751,0,0,0,NA,NA,NA,0.190329876093773,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,50,0.5,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.0558974761224827,0,0,0,NA,NA,NA,0.0778663429203078,NA,NA,NA,"06_or_se_imputation",1000
0.5,0.5,100,0.5,0.666666666666667,"balanced_4_over_sqrtN","sample",1000,1000,0,-0.0433974648450832,0,0,0,NA,NA,NA,0.0538766363551596,NA,NA,NA,"06_or_se_imputation",1000
