d	n	r_cov	p	r_cov_guess	method	bias_ci	bias_es	bias_var
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0370138659914439	0.927348013217622
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0819786494074269	0.920802235202668
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0893023882103457	0.948367406090018
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0743814955175964	0.89429203641751
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0695831949777028	0.876444905332027
d=0.5	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0840281616156736	0.93148299840816
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.011876805673048	0.94198541391238
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.00279944193188805	0.967233517690477
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0249737559170326	0.905984992062562
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.0322563408863552	0.885101604959295
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.0122567150930566	0.941589094095864
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.0160133746447865	0.937412772190692
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.0249248892540224	0.962788308874743
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = min(SDs)	1	-0.0030228834309381	0.901325364888431
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.00380866779619358	0.882223083233079
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0151356269858919	0.936570717541894
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0691422469813415	0.928144476813025
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0771119191475949	0.954279439410004
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.0576647205002573	0.890697144143547
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.0515269005959794	0.871414626446038
d=0.5	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0685753282184794	0.926920380776884
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.0125874601332021	0.925636138499182
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.00267849572125317	0.953569097129758
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0239960829130658	0.892504738590996
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.0309913702576321	0.872652909917705
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.0105077291820872	0.931462112706926
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.0134316590767301	0.915125470694948
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.0232639388087043	0.943617055223833
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = min(SDs)	1	-0.00209941934000467	0.881667576682526
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = sigma(model)	1	0.00466822877874832	0.862397038181406
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0157229235720293	0.923670108084042
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0678081524493259	0.895890905686361
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0765690455085507	0.921905096616816
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.0577184011702945	0.865321215207956
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.0514769213808996	0.846852692384929
d=0.5	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.069737433087537	0.90193916594616
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = pooled SDs	0.9999	0.0155367915547812	0.903008201097417
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = max(SDs)	0.9999	0.00547399753606881	0.930627029046558
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = min(SDs)	0.9999	0.0258240041080429	0.876887713873112
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = sigma(model)	0.9999	0.0325463394045577	0.858044052060015
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	Comparison (from t-test)	0.9999	0.0128637024576789	0.9122405737189
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.0101856150872772	0.896768718246169
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.0192850510817376	0.922842562132204
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = min(SDs)	1	-0.000524566713055198	0.870128125008412
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = sigma(model)	1	0.00563969549680542	0.851983452905466
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0122711703287643	0.903994093918459
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.065511084382562	0.909277134555429
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0738180279411657	0.936132623505952
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0566321771328327	0.881998100046133
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0509537520658756	0.864720693094889
d=0.5	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0675659375695243	0.917115725007003
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = pooled SDs	0.9999	0.080966681623006	0.91524311963568
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = max(SDs)	0.9999	0.0694273500082874	0.939998791326172
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = min(SDs)	0.9999	0.0973721279382767	0.881558783312813
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = sigma(model)	0.9998	0.106148977642902	0.861702486291586
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	Comparison (from t-test)	0.9999	0.0817547009708321	0.915315588296922
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = pooled SDs	1	0.0522173768693391	0.915315045524944
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = max(SDs)	1	0.0417699034794972	0.938486440613423
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = min(SDs)	1	0.0672257746649388	0.882028309284134
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.075359052306885	0.86382399938049
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	0.0530334398772521	0.913711166733266
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0130870685211912	0.924833876966798
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0227706977972499	0.949178206331774
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = min(SDs)	1	0.000717953813302723	0.89147055978631
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = sigma(model)	1	0.00833725140738202	0.872576328614738
d=0.5	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0126051119215606	0.923465739587973
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = pooled SDs	0.9998	0.0816534712988814	0.910050591511596
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = max(SDs)	0.9999	0.069708467975095	0.9357668630733
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = min(SDs)	0.9998	0.0954251269072098	0.879054041810096
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = sigma(model)	0.9998	0.103757444208697	0.861177960587231
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	Comparison (from t-test)	0.9999	0.0789736112512402	0.914107761167496
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = pooled SDs	1	0.0546569541069226	0.897034640882904
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = max(SDs)	1	0.0429146628398997	0.922149528375533
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = min(SDs)	1	0.0681849622944976	0.867015000350409
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = sigma(model)	1	0.0763401778678774	0.848904731145619
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	0.0517063432043869	0.904010664331912
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0114224277019938	0.928397584232385
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = max(SDs)	0.9999	-0.0217425481283819	0.953568259920713
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = min(SDs)	1	0.000442931485578717	0.898131466454408
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = sigma(model)	1	0.00766202719229864	0.879605656582909
d=0.5	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0141545933264358	0.93658747308595
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = pooled SDs	1	0.085125085335682	0.917504974743648
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = max(SDs)	1	0.0732107701009181	0.94452427058275
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = min(SDs)	1	0.097525727312782	0.89068558785531
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = sigma(model)	0.9999	0.105524467238675	0.872982433657853
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	0.082258611113152	0.925148596393539
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = pooled SDs	0.9999	0.0550691859707117	0.910398951570175
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = max(SDs)	1	0.0435758131066379	0.936313455017206
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = min(SDs)	0.9999	0.0670900351448805	0.88402009801032
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = sigma(model)	0.9999	0.0746543842855092	0.866359917086369
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	0.0521147034074276	0.918179131068674
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0114042204048035	0.900414763635209
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0215229257478986	0.925079240015433
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.000761099393216893	0.873700979309146
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = sigma(model)	1	0.00587958808305058	0.857328003157413
d=0.5	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0138436729433103	0.906358145833542
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = pooled SDs	1	-0.0103260418607609	0.962885065384916
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = max(SDs)	1	-0.0148465927395434	0.978256297608756
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = min(SDs)	1	-0.00270413068744348	0.936630293220069
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.000753674140809932	0.924701085285314
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00971952266312651	0.96088606066873
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.0321630781260228	0.979517727886511
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.0365336529553778	0.995324567867662
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = min(SDs)	1	-0.0248829782617936	0.953597946028296
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = sigma(model)	1	-0.0214633839806947	0.940985456272811
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0316212328280912	0.977709120293301
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0786593034139632	0.959196363945418
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0825391235875389	0.974095165188563
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.072138589023336	0.934910432441131
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.0690479368076671	0.922911658458014
d=0.5	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0782368539372189	0.959198519839259
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = pooled SDs	1	-0.00836887445062824	0.956267084293509
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = max(SDs)	1	-0.0136892281595761	0.97416511538794
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = min(SDs)	1	-0.00265765581726469	0.936575937375954
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.000851986766412274	0.924674399708522
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	-0.0108392132973369	0.964836923232878
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.0298308852701288	0.971133372163693
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.0348155112982361	0.98881231912311
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = min(SDs)	1	-0.0244920437633727	0.951703494975652
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = sigma(model)	1	-0.0212305167992307	0.940528129873659
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0321593670859804	0.978839638462857
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0773214125443029	0.950240620144467
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0818546491498197	0.966863448573017
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.072463748236978	0.931925839034282
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.0694227827932546	0.919550136474126
d=0.5	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0794705569845894	0.95794461396231
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = pooled SDs	1	-0.00698230547667081	0.939007561664021
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = max(SDs)	1	-0.012050943970999	0.956322414658064
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = min(SDs)	1	-0.00222700205138976	0.922950052404446
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.000925292405866943	0.913029812687176
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00964669212028831	0.947117702928929
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.0296822821815752	0.962199053805395
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.0344329820546963	0.978599671673679
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = min(SDs)	1	-0.0251099814416621	0.946235194540502
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = sigma(model)	1	-0.0221087817308555	0.93534936432295
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0319229784448924	0.970750630107436
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0763123670533623	0.970479498050794
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0807381817781605	0.987768691252288
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0721670517435173	0.953970895162933
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0693915850243161	0.943130011951814
d=0.5	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.078679203066622	0.979289387199275
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.014733238556974	0.964578091605138
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.0096058348347679	0.979170376230057
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0235142675704097	0.939937348912458
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.0275592319706123	0.927660153765121
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.0156915563092757	0.963203707178342
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.0105166166283095	0.974171614302982
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.015493626645923	0.988726770351591
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.3	SD = min(SDs)	1	-0.00216712017289181	0.950747597288571
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.00169260264514849	0.939302601979035
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.00988291032193744	0.973006330583494
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0641821049065531	0.952367940994683
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0686367529218231	0.966949624497152
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.0568141855636804	0.928349300864161
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.053319569600659	0.917023856251818
d=0.5	n=50	r_cov=0.3	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.063625480467174	0.95097622483529
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.0172283229324039	0.955441849227002
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.0112271111114172	0.972665846205338
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0236508051106964	0.936244679895125
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.0276637760258699	0.92441487220482
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.0144284466704758	0.96365774087886
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.00788728951869394	0.95290079620984
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.0137485955451471	0.969665743260082
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.3	SD = min(SDs)	1	-0.00160318167549701	0.934218266665518
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.3	SD = sigma(model)	1	0.00220523170923401	0.922901960255906
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0106476010793758	0.959938276426154
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0632072092994575	0.977509724534809
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0684722797351495	0.994531503182581
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.057563120438118	0.958463177055392
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.05416916731343	0.948004375289587
d=0.5	n=50	r_cov=0.3	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0655535014459442	0.984415102916615
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.1	SD = pooled SDs	1	0.0183886470279595	0.956039611646353
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.1	SD = max(SDs)	1	0.0125122784275959	0.972591294665191
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.1	SD = min(SDs)	1	0.024045118276182	0.939510420908791
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.0277238437112773	0.929425306692291
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	0.0155606314483892	0.962709389262718
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.00645467219537006	0.944885551706606
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.0121183642583158	0.961543633953318
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.3	SD = min(SDs)	1	-0.00109898311038564	0.929121160028206
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.3	SD = sigma(model)	1	0.00251463140446149	0.918196317593022
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.00935452417502728	0.953526590996641
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0608816284118395	0.967527984689523
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0658967866830021	0.983982468971219
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0560190689264736	0.950704350010175
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0528192510539943	0.939296457229549
d=0.5	n=50	r_cov=0.3	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0633772584325793	0.975497811320362
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.0862131418972608	0.944877559165641
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.079820531626259	0.958459125087832
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0971094529852685	0.921560710633664
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.102091583880003	0.911270981319331
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.0874942409150477	0.941019626246763
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.3	SD = pooled SDs	1	0.0548192294134357	0.978637742671055
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.3	SD = max(SDs)	1	0.0486441469851026	0.994208548202162
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.3	SD = min(SDs)	1	0.0651587686546795	0.953595398749958
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.0701422273934153	0.941166587549039
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	0.0553945643275256	0.977591256920866
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0111911902077647	0.946272681087119
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.016680747828864	0.959251667272168
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.00193463787684466	0.923359832423106
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.5	SD = sigma(model)	1	0.00239642914445202	0.911465322388401
d=0.5	n=50	r_cov=0.5	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0106319262135521	0.94526229293536
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.087639484444861	0.944383104010119
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.0801823360368577	0.960382769879133
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0956330122343382	0.926031850427147
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.100608153874909	0.914179877042088
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.0841741552936655	0.951377203525043
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.3	SD = pooled SDs	1	0.0576250277682862	0.955359954300694
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.3	SD = max(SDs)	1	0.050504210320223	0.971380101741774
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.3	SD = min(SDs)	1	0.0652558810359396	0.93698143512737
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.3	SD = sigma(model)	1	0.0698144101697614	0.92586017967674
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	0.0544060818255521	0.962608201141063
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.00897054694651993	0.951120793332914
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0155047031059566	0.966804375803582
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.00195468070012949	0.933029001973508
d=0.5	n=50	r_cov=0.5	0.5	guessed r_cov=0.5	SD = sigma(model)	1	0.00220670099892989	0.922358478899537
