d	n	r_cov	p	r_cov_guess	method	bias_ci	bias_es	bias_var
d=0	n=300	r_cov=0.5	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00126838353135434	0.994251341410085
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.021496033908766	0.987903734275426
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.0207154105773202	0.996885840715482
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0222953231296622	0.978730996482197
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.0228557799787061	0.972369468589936
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.0206598662348176	0.997537819026842
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.3	SD = pooled SDs	1	0.0143661635754317	0.984013415211852
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.3	SD = max(SDs)	1	0.0136209484952342	0.992836947274935
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.3	SD = min(SDs)	1	0.0151294008081813	0.975005785011307
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.3	SD = sigma(model)	1	0.0156688895135479	0.968511692972729
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	0.0135707034862022	0.993690676291562
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.000745661239545746	0.968627952345996
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.00141705762839306	0.97724142993706
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-5.79546049829936e-05	0.959832605430318
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.5	SD = sigma(model)	1	0.000418105334458139	0.953707523488789
d=0	n=300	r_cov=0.5	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00146106630975171	0.977886193505457
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.1	SD = pooled SDs	1	0.022004509192651	0.989012819829424
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.1	SD = max(SDs)	1	0.02136231862563	0.996445683581677
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.1	SD = min(SDs)	1	0.0224896467103467	0.98342870657997
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.0230359845083109	0.977232030543818
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	0.0211271807767855	0.999104094376613
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.3	SD = pooled SDs	1	0.0147845262577854	0.972011126582806
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.3	SD = max(SDs)	1	0.0141553327180359	0.979197465833332
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.3	SD = min(SDs)	1	0.0152544554761745	0.966685765361493
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.3	SD = sigma(model)	1	0.0157599794386699	0.960914469335022
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	0.0139514848737052	0.981652011147014
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.000537918361105627	0.98771703817389
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.00108938811247126	0.994950715714045
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.000120673271858211	0.982317896158035
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.5	SD = sigma(model)	1	0.000348400253139257	0.97613956786067
d=0	n=300	r_cov=0.5	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00128675531673336	0.997729040413964
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.1	SD = pooled SDs	1	-0.00608490964015099	0.921608197546844
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.1	SD = max(SDs)	1	-0.00974519402614915	0.950325107126923
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.1	SD = min(SDs)	1	-0.000908419696991477	0.88232809041218
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.00175738768075909	0.862182033419516
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00580476598032268	0.920240079445386
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.016148623791661	0.953876466574522
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.0195444623901675	0.981723359457498
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.3	SD = min(SDs)	1	-0.0112835749648555	0.9158448968822
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.3	SD = sigma(model)	1	-0.00871692923153029	0.895448368797507
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0159122005388675	0.954893117434308
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0354418224585665	0.918515148446592
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0384014319616583	0.947074352504223
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.0312005317499092	0.879899835004163
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.0288467355423346	0.859609372400409
d=0.2	n=25	r_cov=0.1	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0352735226891103	0.918575816480813
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.1	SD = pooled SDs	1	-0.00509206080296989	0.915068374135142
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.1	SD = max(SDs)	1	-0.00880760005778087	0.944054144083488
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.1	SD = min(SDs)	1	-0.000848853585671333	0.882533341625882
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.00190143691295707	0.862223704232843
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00624314078294242	0.924652713624156
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.0146574049955366	0.900966280609152
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.0182569853231206	0.930544253185575
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.3	SD = min(SDs)	1	-0.0104736979545172	0.867421451983546
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.3	SD = sigma(model)	1	-0.00806645763990729	0.845796812569397
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0152261694579731	0.91005933171395
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0348959461764715	0.951792731790176
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.038061542347257	0.982739643942182
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.0312742578474308	0.916954166203868
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.0289757459460606	0.896240589199849
d=0.2	n=25	r_cov=0.1	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0357092783938143	0.962589748950012
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.1	SD = pooled SDs	1	-0.00450543890947857	0.919056722339984
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.1	SD = max(SDs)	1	-0.00822664634355964	0.949489649575423
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.1	SD = min(SDs)	1	-0.000846505252931888	0.89011119688228
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.00156977020342555	0.87185935187786
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00563078591810212	0.929964126486032
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.0140152062990777	0.911364096174948
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.0174409990150337	0.940879950605335
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	SD = min(SDs)	1	-0.0104160850299596	0.882681375100376
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	SD = sigma(model)	1	-0.00807190540620724	0.863940715756085
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0148029063503627	0.920641468710588
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0367900355216846	0.923654394732361
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0401285535976275	0.954192374641669
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0332240383421342	0.893633205189404
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0309687407975431	0.875173562238664
d=0.2	n=25	r_cov=0.1	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0374338812061681	0.933532634677648
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.00659424893268708	0.913750829025777
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.00193502352075235	0.941262172039861
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0132626314499687	0.876821635763827
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.0170239134620651	0.85539012308269
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.00672349873910175	0.915516712488942
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.00616435476226242	0.929229276370534
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.0106059341493506	0.956586206998594
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = min(SDs)	1	0.000230549515364238	0.891876151401112
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.00368353999080196	0.871038540494414
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.00586183153882516	0.93025114631374
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0318041193306909	0.923576117619916
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0356827880162681	0.950155011689291
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.0262179671172252	0.88701347267249
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.0231405860107242	0.86591117393028
d=0.2	n=25	r_cov=0.3	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0316509543672276	0.92514196173956
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.00710603957569866	0.931302704641309
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.00209135365671607	0.961502443871708
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0129435428250905	0.896141036685822
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.0165177284491797	0.875183234171068
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.00606574423393034	0.939191209751137
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.00476831144164005	0.920334442337534
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.00937165253152557	0.948835799725537
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = min(SDs)	1	0.000524561078127054	0.887909666717289
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	SD = sigma(model)	0.9999	0.00365832116950363	0.869590109145821
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.00568966549276507	0.927993713268101
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0320856560279959	0.929232411515862
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0364312960054095	0.958666436837033
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.027073176363727	0.895810368070747
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.0239551926438965	0.875549647276228
d=0.2	n=25	r_cov=0.3	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0331409244040822	0.937863317741391
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = pooled SDs	1	0.00943818804035095	0.910573675982242
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = max(SDs)	1	0.00462385071941758	0.939761175332884
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = min(SDs)	1	0.0142061089398808	0.88166115289894
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.0173788105704628	0.864137242519084
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	0.00803551088208275	0.919644930896273
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.00350347571314419	0.906182966790006
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.00817402729135468	0.934407888963761
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = min(SDs)	1	0.00154457506285028	0.876346116426374
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	SD = sigma(model)	1	0.00466573861572771	0.858339975233336
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.00440389761165111	0.912582164583335
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0299304957210838	0.907358408936994
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.034092669610671	0.936443256225692
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.0257150910487672	0.879267388019914
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0228975298165768	0.86038372936984
d=0.2	n=25	r_cov=0.3	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0311576501754459	0.917490987516195
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.045873659910624	0.936622661779094
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.039676834583241	0.96509379156375
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0545573022020642	0.898978872786898
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.059143993201498	0.877498293980244
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.0459720363110672	0.939292173047906
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = pooled SDs	1	0.0292571947836597	0.901717017671076
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = max(SDs)	1	0.0233821045955077	0.928891037324915
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = min(SDs)	1	0.0376081000824963	0.865805016427756
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	SD = sigma(model)	1	0.0421849017819344	0.84612802872826
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	0.0293292120139516	0.903851098682046
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.00595705838690086	0.910305595009211
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0111384943592546	0.937142200908739
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = min(SDs)	1	0.00167760263869859	0.872199412015902
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	SD = sigma(model)	1	0.00576367210045612	0.85296512659793
d=0.2	n=25	r_cov=0.5	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00554456617563982	0.909269667700269
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = pooled SDs	1	0.0487145074037076	0.922962735941655
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = max(SDs)	1	0.0420992644244728	0.952545863466155
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = min(SDs)	1	0.0563639309747743	0.888836506616003
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.0607627946108839	0.868889913587589
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	0.0474163461224021	0.930142853217649
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = pooled SDs	0.9999	0.0310302521603905	0.91122565314833
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = max(SDs)	1	0.02485645621749	0.939241399734128
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = min(SDs)	0.9999	0.0381626953735792	0.879001101315512
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	SD = sigma(model)	0.9999	0.0424958111794235	0.859645958120474
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.3	Comparison (from t-test)	0.9999	0.0294867033272378	0.918504342591468
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.00491203045334872	0.927964790131916
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0106551204370996	0.95781212132624
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = min(SDs)	1	0.00167144995212351	0.893744674083417
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	SD = sigma(model)	1	0.00548410431855563	0.874751490099233
d=0.2	n=25	r_cov=0.5	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00616614358719863	0.936183602748201
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = pooled SDs	1	0.0475487752319256	0.936476859747784
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = max(SDs)	1	0.0409327512922871	0.96682276411749
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = min(SDs)	1	0.0542993820803982	0.906109132373219
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.0587037669457053	0.886871046546031
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	0.0456056542729727	0.94540470640765
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = pooled SDs	1	0.030879483006735	0.935669349958484
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = max(SDs)	1	0.0247813752751143	0.964789995363505
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = min(SDs)	1	0.0373335454251691	0.905743780201328
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	SD = sigma(model)	0.9999	0.0414020061085153	0.886305158808936
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	0.0293781145582317	0.943855945527694
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.00415474857684587	0.917406799216388
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.00976364310314467	0.947502167907912
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = min(SDs)	1	0.00178210205058301	0.888224650083977
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	SD = sigma(model)	1	0.00560063915076043	0.869436136752995
d=0.2	n=25	r_cov=0.5	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.00555840985981692	0.927489429295989
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = pooled SDs	1	-0.0041324369794609	0.962189516652411
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = max(SDs)	1	-0.00606161513551962	0.978623775344196
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = min(SDs)	1	-0.000867564363240959	0.936159350248379
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.000655415113532099	0.923526488934769
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	-0.0038302269560441	0.961700505594474
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = pooled SDs	1	-0.0134337626694181	0.973857246344488
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = max(SDs)	1	-0.0152659759438226	0.98987775837408
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = min(SDs)	1	-0.0104081370706342	0.948090918768963
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	SD = sigma(model)	1	-0.00888209649275007	0.935288818899466
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0132693468681882	0.972983283293989
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = pooled SDs	1	-0.0346021717377568	0.971852438394136
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = max(SDs)	1	-0.0363377828213944	0.988723348183089
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = min(SDs)	1	-0.0317148460226166	0.944865586788043
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	SD = sigma(model)	1	-0.0302672623225576	0.931247929435476
d=0.2	n=50	r_cov=0.1	0.3	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0343827286656763	0.971231148787234
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = pooled SDs	1	-0.00338583490346848	0.950434276027311
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = max(SDs)	1	-0.00571917255210678	0.969748739829156
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = min(SDs)	1	-0.000878519572795307	0.929855577019967
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	SD = sigma(model)	1	0.000647572485757197	0.917220931983025
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00448559108501276	0.960476823888934
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = pooled SDs	1	-0.0125109507731284	0.944474613078757
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = max(SDs)	1	-0.0147012439617149	0.963786598813374
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = min(SDs)	1	-0.010164089048275	0.923944705279663
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	SD = sigma(model)	1	-0.00872544850647681	0.911206951481224
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0134452676619805	0.953569693544823
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = pooled SDs	1	-0.0320805301136021	0.932317883800363
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = max(SDs)	1	-0.0339803574975915	0.950729836046531
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = min(SDs)	1	-0.0300470586991181	0.912796870190899
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	SD = sigma(model)	1	-0.0287692163086073	0.900581299614652
d=0.2	n=50	r_cov=0.1	0.5	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0329853945883747	0.941593106465022
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = pooled SDs	1	-0.00281494551658409	0.936424944253014
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = max(SDs)	1	-0.00508644289308046	0.954465417324185
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = min(SDs)	1	-0.000657594816745956	0.919559512791882
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	SD = sigma(model)	1	0.000671197604379008	0.908891374726788
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.1	Comparison (from t-test)	1	-0.00386263943725795	0.94533368977773
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = pooled SDs	1	-0.012068012045199	0.958193616973683
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = max(SDs)	1	-0.0141311289506385	0.976862622535112
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = min(SDs)	1	-0.0100716979983634	0.940926177856926
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	SD = sigma(model)	1	-0.00877451958614228	0.92989348827936
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.3	Comparison (from t-test)	1	-0.0131014844693518	0.967808123153028
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = pooled SDs	1	-0.0332491210095581	0.956778115415201
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = max(SDs)	1	-0.0351936906303706	0.975359354365257
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = min(SDs)	1	-0.031404087528435	0.939829301306767
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	SD = sigma(model)	1	-0.0301789198640095	0.928673506631739
d=0.2	n=50	r_cov=0.1	0.7	guessed r_cov=0.5	Comparison (from t-test)	1	-0.0342378789525551	0.967130320305492
d=0.2	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = pooled SDs	1	0.00797979503537425	0.964398189211284
d=0.2	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = max(SDs)	1	0.00544057880038254	0.980361339138428
d=0.2	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = min(SDs)	1	0.0123507566137375	0.937758696753089
d=0.2	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	SD = sigma(model)	1	0.0143506578181754	0.925549114960454
d=0.2	n=50	r_cov=0.3	0.3	guessed r_cov=0.1	Comparison (from t-test)	1	0.00846288309656685	0.962308424307768
