"q","r_true","r_guess","delta","n","imb_std","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.5,0.8,0.5,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00783467398597581,0.0132904965936279,0.420282404705735,0.00940250269393884,0.548445956683174,1.30494627075139,0.0291940863781251,0.420145265975944,0.991,0.00298646948753876,2.19589662625762,"08a_pre_post_to_smd_d",1000
0.7,0.8,0.5,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0374322815687358,0.00931276895108044,0.294495612083114,0.00658841710945141,0.401997370902196,1.36503687799852,0.0305384255419717,0.296718913408149,0.992,0.00281709069786544,1.6120319404489,"08a_pre_post_to_smd_d",1000
1,0.8,0.5,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00988962173264976,0.00676971316464034,0.214077127062899,0.00478930533703623,0.312596013892665,1.46020276982145,0.0326674643601986,0.214198487233659,0.998,0.00141279864099595,1.25537134399296,"08a_pre_post_to_smd_d",1000
1.4,0.8,0.5,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00747711457170165,0.00608467309183745,0.192414257877452,0.00430466647613216,0.274320704846006,1.42567763881988,0.0318950726692398,0.192463322818179,0.996,0.00199599599197994,1.10267774862064,"08a_pre_post_to_smd_d",1000
0.5,0.2,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0134073912773466,0.0193583621138636,0.612165160501209,0.0136952784753817,0.462376554597287,0.755313409568617,0.0168977722805442,0.612005878802323,0.878,0.0103496859855746,1.82616777909189,"08a_pre_post_to_smd_d",1000
0.7,0.2,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00883035270482855,0.0147284372857551,0.465754081979344,0.0104197890787029,0.305260536056166,0.655411402426966,0.0146627777131725,0.465604889519465,0.805,0.0125289664378192,1.20913474233781,"08a_pre_post_to_smd_d",1000
1,0.2,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00616717807368398,0.0120929678961663,0.382413222231801,0.00855529832315933,0.220445063752277,0.576457745016602,0.0128964368714305,0.382271718481192,0.756,0.0135817524642441,0.880789397789793,"08a_pre_post_to_smd_d",1000
1.4,0.2,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,-0.0093055552048975,0.0101353461466855,0.320507786977372,0.00717035806577032,0.197953212014562,0.617623721037822,0.013817396673945,0.320482619855259,0.79,0.0128802173894698,0.794683146659637,"08a_pre_post_to_smd_d",1000
0.5,0.5,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.00356485061404072,0.0170501892409882,0.539174325384203,0.0120623371099181,0.451656843275584,0.837682400685056,0.0187405205188665,0.538916461392911,0.898,0.00957057991973318,1.79007066598667,"08a_pre_post_to_smd_d",1000
0.7,0.5,0.8,0.5,25,0,"bonett","own",1000,1000,1000,1000,0,0.0265895601378161,0.0124572590643987,0.39393312046278,0.00881301997159834,0.300296888134308,0.762304240327721,0.0170541702270426,0.394632898783753,0.878,0.0103496859855746,1.19443667404501,"08a_pre_post_to_smd_d",1000
