"rho","n","p_exp","p_case","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.1,100,0.3,0.5,"phi (r)","population",1000,1000,0,-0.0370724159616292,0.00303722278589095,0.0960454176477733,0.00214871545432876,0.0985497328322903,1.02607428075019,0.0229551988874954,0.102907052985284,0.938321536905966,0.00764970113708676,0.385404917483088,"03b_2x2_to_cor_CONT",1000
0.25,100,0.3,0.5,"phi (r)","population",1000,1000,0,-0.0958544980232201,0.00305290120073642,0.0965412126579001,0.00215980731510182,0.0978912444213036,1.01398399425733,0.0226847165878636,0.136010919881456,0.831494483450351,0.0118546618029098,0.383096054524928,"03b_2x2_to_cor_CONT",1000
0.5,100,0.3,0.5,"phi (r)","population",1000,1000,0,-0.187846927203488,0.00282118434074811,0.0892136821596459,0.00199587676631286,0.0958528516810312,1.07441873668553,0.0240367546987299,0.207936504883559,0.455,0.0157472219772251,0.37622909901689,"03b_2x2_to_cor_CONT",1000
0,300,0.3,0.5,"phi (r)","population",1000,1000,0,-0.00184236075525525,0.00190756997922912,0.060322659305241,0.0013495306019775,0.0574672330676497,0.952664118749433,0.0213128763961271,0.0603206324202841,0.94070351758794,0.00748737024270694,0.225066441779731,"03b_2x2_to_cor_CONT",1000
0.1,300,0.3,0.5,"phi (r)","population",1000,1000,0,-0.0399369821525821,0.00175861155696288,0.0556121803949765,0.00124414838719144,0.0574014960168072,1.03217488703234,0.0230916808490537,0.0684440241155558,0.903711133400201,0.00934233152074234,0.224816499662638,"03b_2x2_to_cor_CONT",1000
0.25,300,0.3,0.5,"phi (r)","population",1000,1000,0,-0.0964093465851995,0.00187085652002506,0.0591616777865559,0.00132355727610227,0.0569817646495043,0.963153290802259,0.0215475387740417,0.113098921848915,0.6,0.0154919333848297,0.22322382368661,"03b_2x2_to_cor_CONT",1000
0.5,300,0.3,0.5,"phi (r)","population",1000,1000,0,-0.188578439472922,0.00169163127204391,0.0534940778082667,0.00119676247463695,0.0556543736208903,1.04038383127879,0.0232753302703175,0.196011689902003,0.05,0.00689202437604511,0.218231999961918,"03b_2x2_to_cor_CONT",1000
0,25,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0064967644484537,0.00630784596264314,0.199471603714497,0.0044625524892079,0.188922684112187,0.947115682604085,0.0211887475122632,0.199477667211253,0.96551724137931,0.00581088874185175,0.736312743301126,"03b_2x2_to_cor_CONT",1000
0.1,25,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0276460456639947,0.00659456198447832,0.208538360421115,0.00466539277803452,0.187977127417015,0.901403113736108,0.0201660719324255,0.21025951431556,0.944331983805668,0.00729435254952215,0.733520076975416,"03b_2x2_to_cor_CONT",1000
0.25,25,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0786456677200845,0.00632947433798238,0.200155552996107,0.00447785371260163,0.18633823000082,0.930967076414032,0.0208274730180058,0.214958889560121,0.936105476673428,0.00778853458678693,0.729191498297203,"03b_2x2_to_cor_CONT",1000
0.5,25,0.5,0.5,"phi (r)","population",1000,1000,0,-0.1734232947051,0.00602121526392631,0.19040754516179,0.00425977256312577,0.179491315313088,0.942669131943137,0.0210892698655661,0.257477022989735,0.820880245649949,0.0122677343462183,0.710113801172837,"03b_2x2_to_cor_CONT",1000
0.75,25,0.5,0.5,"phi (r)","population",1000,1000,0,-0.208899338660983,0.00552114105336352,0.1745938101169,0.00390598976209483,0.16217960827464,0.928896666875257,0.0207811540880484,0.272197445295875,0.629834254143646,0.0160504407419894,0.663407703113777,"03b_2x2_to_cor_CONT",1000
0,50,0.5,0.5,"phi (r)","population",1000,1000,0,-0.000770338920097494,0.00441821510838406,0.139716229350613,0.00312571311134452,0.137303889950242,0.982734007268992,0.0219855959881109,0.139648478478145,0.955715756951596,0.00660205854253086,0.535942833488133,"03b_2x2_to_cor_CONT",1000
0.1,50,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0379698650106553,0.0045750851430117,0.144676895411142,0.00323669248015846,0.136958189874757,0.946648664844168,0.0211782994523478,0.149506465782146,0.939549180327869,0.00762844373141867,0.534786641892944,"03b_2x2_to_cor_CONT",1000
0.25,50,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0889084478157307,0.00451317005434432,0.142718968393939,0.00319288999438305,0.135426755668732,0.948905090842033,0.0212287799180681,0.168086428150798,0.883248730964467,0.0102318508487463,0.529539746652014,"03b_2x2_to_cor_CONT",1000
0.5,50,0.5,0.5,"phi (r)","population",1000,1000,0,-0.175036007748772,0.00425116386518533,0.134433605205906,0.00300753093860652,0.130065649652185,0.967508454846311,0.0216449719313622,0.220662470354787,0.692384769539078,0.0146087278813049,0.511581084958773,"03b_2x2_to_cor_CONT",1000
0.75,50,0.5,0.5,"phi (r)","population",1000,1000,0,-0.209485366022249,0.00379852206138962,0.120119814563891,0.00268730469652471,0.116106564801516,0.966589610740357,0.0216244156718453,0.241450739610564,0.454454454454454,0.015753532208937,0.465841602277338,"03b_2x2_to_cor_CONT",1000
0,100,0.5,0.5,"phi (r)","population",1000,1000,0,0.00421004824743297,0.00325878638153694,0.103051873735952,0.00230546296863451,0.098485218180819,0.95568585616566,0.0213804783082661,0.103086340016783,0.945288753799392,0.00723872324548366,0.385115400895277,"03b_2x2_to_cor_CONT",1000
0.1,100,0.5,0.5,"phi (r)","population",1000,1000,0,-0.0275720832674793,0.00321400440576872,0.101635743320452,0.00227378148518998,0.0982388767203637,0.966578031614549,0.0216241566251652,0.105260221696941,0.933265925176946,0.00793557464045173,0.384209788395898,"03b_2x2_to_cor_CONT",1000
