"q","r_true","r_guess","delta","n","imb_std","method","target","n_sim","n_valid","n_valid_se","n_valid_ci","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.5,0.2,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.02245826683848,0.00877225293678619,0.277402994913454,0.006206023325689,0.285642256494092,1.02970141538381,0.0230363446665765,0.278172325932605,0.961,0.00612200947402077,1.14858913818152,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00546276915048158,0.00868383675986084,0.274607029902569,0.00614347236411493,0.285443942163323,1.0394633460935,0.0232547372967895,0.274524049397917,0.969,0.00548078461536303,1.14779608797995,"08b_pre_post_to_smd_g",1000
1,0.2,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.000351771986495091,0.008728975998245,0.276034457953961,0.00617540659678407,0.285664849646703,1.03488836779337,0.023152386483836,0.275896630460558,0.966,0.00573096850453743,1.14867879617404,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0153307019525627,0.00875942844918548,0.276997449007026,0.00619695050599678,0.285653565834324,1.03124980702287,0.0230709850807232,0.277283049593735,0.964,0.00589101010014412,1.14862848258787,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00177530431724717,0.00768710744377784,0.243087681407727,0.00543832564415779,0.284897993121168,1.17199683452208,0.0262197590727054,0.242972592974498,0.985,0.00384382621875652,1.14561700444176,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0098534807815815,0.00681148097715067,0.215397941267055,0.00481885441873395,0.284520693370087,1.32090720875244,0.0295511623843352,0.215515586240291,0.993,0.00263647491928143,1.1441137789573,"08b_pre_post_to_smd_g",1000
1,0.5,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.000543288714470922,0.00708662454350814,0.224098744799367,0.00501350765126526,0.284549090859598,1.26974870436847,0.0284066510512355,0.223987326284008,0.988,0.00344325427466518,1.1442263499473,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00476912031735151,0.00743886604319092,0.235237599053678,0.00526270463396283,0.284656416505972,1.21008043633797,0.0270717604048086,0.235168313743863,0.987,0.00358203852575597,1.1446527774651,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.000699051876457222,0.00584422972748544,0.184810771081192,0.00413456226933049,0.284069285759694,1.53708187081204,0.0343873934985068,0.184719665331125,0.999,0.000999499874937461,1.1423074515349,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.000597474804265213,0.0050962126492931,0.161156394123271,0.0036053696584097,0.283724041027589,1.76055093917381,0.0393868141113079,0.161076903867655,0.997,0.00172945077987204,1.14092373857088,"08b_pre_post_to_smd_g",1000
1,0.8,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00455918617383905,0.00438283985150264,0.138597565505025,0.00310068651088733,0.283543803925559,2.0458065254781,0.0457685145790331,0.138603254136847,1,0,1.14020234082299,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.2,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00437854557605979,0.00506530536285607,0.160179019908908,0.00358350397100372,0.28372756227499,1.77131538472605,0.0396276348717549,0.160158773602701,1,0,1.14093797227704,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0257050290404751,0.0110457905633264,0.349298567373057,0.00781446161900038,0.287010422170186,0.821676493919467,0.0183824384773693,0.35006889064536,0.902,0.00940191469861325,1.15401145263133,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0116622416717511,0.0110576554149682,0.349673766925938,0.00782285553406136,0.287144337264006,0.821177807498564,0.0183712819303346,0.349693407735561,0.9,0.00948683298050514,1.1545674168737,"08b_pre_post_to_smd_g",1000
1,0.2,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00947761785237696,0.0114506379047564,0.362100964408883,0.00810087516206198,0.287154144939641,0.79302231466964,0.0177413909470123,0.362043942854418,0.893,0.00977501918156686,1.15459314634187,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00353886533558728,0.0111489504378517,0.352560769039429,0.0078874431657242,0.287171346340555,0.814530065619522,0.0182225595231473,0.352402213866019,0.892,0.00981509042240569,1.15465371685912,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00684989333233986,0.00897938406535771,0.283953056319526,0.00635256043817929,0.28560388540051,1.00581373943419,0.0225019327212906,0.283893694705732,0.954,0.00662449998113065,1.14841930982049,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00336685275916097,0.0091040070280935,0.28789398042956,0.00644072627416556,0.285650793739086,0.992208289012758,0.022197553373482,0.287769693889245,0.963,0.00596917079668525,1.14863034096081,"08b_pre_post_to_smd_g",1000
1,0.5,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0027328683706613,0.00900276237988563,0.284692343537166,0.00636909967460135,0.285568004578983,1.0030758152149,0.0224406802406741,0.28456308493504,0.957,0.00641490451994416,1.14828562523229,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00243911175076434,0.00871600851014304,0.275624389974628,0.00616623260987145,0.285600575255607,1.03619485663768,0.0231816150804668,0.275497340841377,0.97,0.00539444158370447,1.14841978177489,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00515703423403015,0.0069067151511124,0.218409510275092,0.00488622884458192,0.284567750622104,1.30290915566673,0.0291485123073173,0.218361183516022,0.992,0.00281709069786544,1.14429900698809,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00749188486396036,0.00638665792043094,0.201963856649162,0.00451830884414874,0.284235969419754,1.40736057498402,0.0314852857256671,0.202001827546251,0.992,0.00281709069786544,1.14297427580256,"08b_pre_post_to_smd_g",1000
1,0.8,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00326870669908916,0.00562448424342374,0.177861808729479,0.00397910099733696,0.283989007823573,1.59668345808576,0.0357207923718108,0.177802903871118,0.999,0.000999499874937461,1.14198625573952,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.5,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00819528407328054,0.00593786731763534,0.187771851676022,0.00420080717503706,0.284113944189443,1.5130805903733,0.0338504400085283,0.187856787725655,0.997,0.00172945077987204,1.14248566690339,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0113705593416705,0.0135467195557891,0.428384886198379,0.00958377034447375,0.289268997951825,0.675254910412197,0.0151067140645383,0.428321592652317,0.818,0.0122014753206323,1.16291469723593,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0129783563551741,0.0162070961802993,0.512513381871606,0.0114658819873782,0.29203418430731,0.569807920411471,0.012747667869769,0.512421442139725,0.764,0.0134277324965908,1.17373008511558,"08b_pre_post_to_smd_g",1000
1,0.2,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.037007941851865,0.0171702286786973,0.542970305706268,0.0121472602825391,0.293432678990987,0.540421227288487,0.0120902326353621,0.543959119682712,0.714,0.0142899965010493,1.17927624210912,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00394035111431698,0.0161006375691817,0.509146864994911,0.0113905667144857,0.292123768059264,0.57375148143588,0.0128358926984569,0.508907482722465,0.763,0.0134473417447464,1.17407720809034,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0157994219737203,0.0118911869234408,0.376032347608831,0.00841254623513372,0.287797086496591,0.765351939338934,0.0171223529485707,0.37617621915329,0.885,0.0100883596287999,1.15711117686694,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00219103854142516,0.0130063344646519,0.411296409182468,0.00920146918368662,0.288588364919774,0.701655444776188,0.0156973433478476,0.411096548416641,0.846,0.0114142016803629,1.1602767659703,"08b_pre_post_to_smd_g",1000
1,0.5,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0114010457465215,0.0141709571785401,0.448125013089,0.0100253938675849,0.289426046434257,0.645860056860463,0.0144490962660925,0.44804597439635,0.805,0.0125289664378192,1.16358272158625,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0014343422439447,0.0131315115034369,0.415254854715625,0.00929002700664706,0.288782377996618,0.695434080341776,0.015558159800786,0.415049653786391,0.85,0.0112915897906362,1.1609896167144,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00448665718704301,0.00938226601241155,0.296693302128061,0.00663758354215641,0.285897758425214,0.963613793687234,0.0215578410840315,0.296578857481175,0.943,0.00733150734842434,1.14959375224886,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00607643483322944,0.00905840047453571,0.286451774574829,0.00640846143442331,0.285721434068848,0.997450389312248,0.0223148289520834,0.286372986851404,0.955,0.00655553201502365,1.14889718791745,"08b_pre_post_to_smd_g",1000
1,0.8,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00702880801698179,0.00891588024869812,0.281944889311946,0.00630763398994534,0.285592960315042,1.01293895062967,0.0226613370092415,0.281891524935844,0.966,0.00573096850453743,1.14839069092712,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.8,0,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00799953646730273,0.00869946991618805,0.275101393712683,0.00615453220626949,0.285663602498086,1.03839387595555,0.0232308112514908,0.275080149464715,0.964,0.00589101010014412,1.14866041822439,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0237071746482302,0.00973563879014363,0.307867930535399,0.00688758085950146,0.293910544026035,0.95466437025418,0.0213576257597725,0.308625841625906,0.948,0.00702111102319284,1.18142129324993,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0200262273014696,0.00917379040786198,0.290100724658489,0.00649009526588404,0.292502467047377,1.00827899479298,0.022557085090014,0.290646386175475,0.961,0.00612200947402077,1.17586953810525,"08b_pre_post_to_smd_g",1000
1,0.2,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0122585620409653,0.00906747405909431,0.286738706512302,0.00641488063799896,0.290977084982447,1.01478132660113,0.0227025544022156,0.286857349687694,0.965,0.00581162627841812,1.16983776553305,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.000687459848277848,0.00914908901460945,0.289319598017914,0.00647262000339368,0.289554053043991,1.00081036690111,0.0223899979288884,0.289175719189031,0.953,0.00669260786241059,1.16415954378889,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00256846972117724,0.00812987840282459,0.257089328531376,0.00575156865249135,0.29326440848607,1.14071015767688,0.0255198176522995,0.256973588056395,0.985,0.00384382621875652,1.1789727750221,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0119304735031525,0.00729184778150782,0.230588473408105,0.00515869500634693,0.291737848158873,1.26518834114723,0.028304627204905,0.230781735028189,0.992,0.00281709069786544,1.17293383583266,"08b_pre_post_to_smd_g",1000
1,0.5,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.000826348668314053,0.00746478516159849,0.236057233544793,0.00528104138902197,0.289919195632422,1.22817331745696,0.0274765319621179,0.235940622495224,0.992,0.00281709069786544,1.16568834555033,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00412196879451017,0.00718213828600885,0.227119154540858,0.00508107986083955,0.288086756029795,1.26843883604705,0.0283773468493868,0.227042986845526,0.991,0.00298646948753876,1.15835575906074,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00360024830367159,0.0060993022742787,0.192876873245657,0.00431501604631902,0.292517319251083,1.5166013132042,0.0339292051567513,0.192814025767412,0.997,0.00172945077987204,1.17609120168607,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00126659958167444,0.00540525164114982,0.170929065123965,0.00382400256900072,0.291057503869004,1.70279702669593,0.0380947511755804,0.170848274306031,0.998,0.00141279864099595,1.17029866677471,"08b_pre_post_to_smd_g",1000
1,0.8,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00277781298676171,0.00484423497928658,0.153188160556042,0.00342710538480952,0.289068173274418,1.8870138020142,0.0422160246498089,0.153136743360301,0.999,0.000999499874937461,1.16234028925636,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.2,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00611036217391721,0.00514381343043404,0.162661662991356,0.00363904533559439,0.287262980809978,1.76601527076016,0.0395090614190372,0.162695096165812,0.999,0.000999499874937461,1.15510924508934,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00795996744674105,0.0108867125726828,0.34426807961269,0.00770192020829868,0.298107565610907,0.86591695037857,0.019372180151968,0.344187959131812,0.917,0.00872416185085994,1.19799967389016,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0289686607013953,0.0113945166854025,0.36032625562664,0.0080611716105472,0.297223778944496,0.824874053176049,0.0184539738526014,0.361309228758765,0.914,0.00886588969026797,1.19449502654252,"08b_pre_post_to_smd_g",1000
1,0.2,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.000673227072668578,0.0111933820123032,0.35396581879237,0.00791887675404298,0.29588019043841,0.835900459111754,0.0187006551563012,0.353789432158694,0.911,0.00900438781928011,1.18909962819832,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0102606730751154,0.0107183919569442,0.33894531438373,0.00758284000450206,0.292223400880374,0.862155009906815,0.0192880185144022,0.338931148802375,0.923,0.00843036179532053,1.1746647811991,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0072345445053188,0.00929253432708711,0.293855737088954,0.00657410191022105,0.29713799484374,1.01116962284726,0.0226217538407473,0.293797858501507,0.958,0.00634318531969546,1.19431755262902,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0038029358462024,0.00928528375471955,0.29362645385874,0.00656897241594382,0.296505377770943,1.00980471573446,0.0225912183182953,0.293504242273095,0.957,0.00641490451994416,1.1918029868897,"08b_pre_post_to_smd_g",1000
1,0.5,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.000668512743492574,0.00925778739811117,0.292756942716353,0.00654951982700085,0.294113302292885,1.00463305691044,0.0224755186471207,0.292611291290007,0.961,0.00612200947402077,1.18228612957803,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00799323649313038,0.0090528514847434,0.286276300110262,0.00640453574277566,0.291229552380873,1.01730234835613,0.0227589543694221,0.286244751418172,0.966,0.00573096850453743,1.17081957299408,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00533143372221106,0.00793495531712293,0.250925319337721,0.00561366824933415,0.296229210846943,1.18054731036626,0.026411049193965,0.250856485972333,0.981,0.00431729081716764,1.19080668460148,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0015953581664609,0.00637069628997242,0.201459105574974,0.00450701661948816,0.295104234332999,1.46483443123982,0.0327710832804199,0.201364670723363,0.996,0.00199599599197994,1.18643609725321,"08b_pre_post_to_smd_g",1000
1,0.8,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00669705626356505,0.00621095416719916,0.196407616112636,0.00439400536147158,0.292920783782836,1.49139218519332,0.0333652298597125,0.196423588904131,0.999,0.000999499874937461,1.17769812368903,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.5,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00475768142838536,0.00627360988542901,0.198388963893037,0.0044383318134816,0.289864894941216,1.46109384944164,0.0326873994762908,0.198346813299665,0.996,0.00199599599197994,1.16549542740604,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.00470885693898524,0.0145870219381757,0.46128213603479,0.0103197432920603,0.309301186081085,0.670524960580216,0.0150008962488519,0.461075483136401,0.824,0.0120425910833176,1.24141320416878,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0121502159093578,0.0162052893702552,0.512456245521221,0.0114646037404604,0.31350255143346,0.611764524627064,0.0136863155022861,0.512344044482589,0.787,0.0129472390879291,1.25772286384689,"08b_pre_post_to_smd_g",1000
1,0.2,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0467354175269583,0.0171444196146455,0.542154151439459,0.0121290013866005,0.312112703391419,0.575689963016491,0.0128792601534819,0.543894651610527,0.766,0.0133882037630147,1.25237369998592,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0600680030421498,0.0166668645772173,0.527052535175861,0.011791150013306,0.302132764256008,0.573249807355913,0.0128246693119065,0.530202560772709,0.746,0.0137653187394989,1.21305965647652,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0250795235273871,0.0131567710938335,0.416053633099787,0.00930789717162386,0.308411518371827,0.741278272404503,0.0165837800374291,0.416601137168728,0.868,0.0107040179372047,1.23822469344381,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.0123430691700404,0.0136598517373108,0.431962439901103,0.00966380690548832,0.312311186535774,0.723005422895742,0.0161749822509685,0.43192280478387,0.849,0.0113224997240009,1.25360297441546,"08b_pre_post_to_smd_g",1000
1,0.5,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0218215315849029,0.0133860459496566,0.423303940645865,0.00947010009868101,0.309420198185214,0.730964605982899,0.0163530440484185,0.423654598913859,0.858,0.0110379345894058,1.24228454984128,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.016669761899748,0.0135326496894097,0.42793995795705,0.00957381646836363,0.3009590227763,0.703273945749431,0.0157335522387997,0.428050646501626,0.837,0.0116803681448831,1.20881634521328,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,0.014692875344812,0.0104095207501318,0.329177949212011,0.0073643257952192,0.305502090734845,0.928075806615109,0.0207627899102457,0.329341228380348,0.942,0.00739161687318817,1.22736283514062,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0191844329527619,0.00987691590321811,0.312335505121084,0.00698752885067822,0.308103264062002,0.986449695952943,0.0220687228867617,0.312768215711256,0.962,0.00604615580348373,1.2377867641583,"08b_pre_post_to_smd_g",1000
1,0.8,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.000675339530820492,0.00920420917489697,0.291062650532935,0.00651161534506076,0.306636440559127,1.05350665912537,0.0235689124493429,0.290917866677528,0.97,0.00539444158370447,1.23213748199115,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.8,0.5,25,0,"morris_dz","own",1000,1000,1000,1000,0,-0.016076289546718,0.00915008288661689,0.289351027010376,0.00647332312868035,0.297275172337426,1.02738592431803,0.0229845428049234,0.289652791978115,0.96,0.00619677335393187,1.19486010307183,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00621321825807937,0.00634512790265975,0.20065056217492,0.00448892799285985,0.200971747345211,1.00160071901524,0.0224076795824599,0.20064643414258,0.954,0.00662449998113065,0.797633485064044,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00870397550261528,0.00634683084400023,0.200704413908495,0.00449013275676228,0.201024096837954,1.00159280467845,0.0224075025239579,0.200792775492896,0.945,0.00720936890441875,0.797840933938228,"08b_pre_post_to_smd_g",1000
1,0.2,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00405580628891082,0.00617468739776364,0.195260760164712,0.00436834805100799,0.200943433102142,1.0291029950546,0.0230229568856594,0.195205243936463,0.957,0.00641490451994416,0.797522973148658,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00194884857217953,0.00627919806147734,0.198565677535824,0.00444228522786145,0.201009073092841,1.01230522609617,0.0226471594073081,0.198475938032102,0.95,0.00689202437604511,0.797780570654002,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00359028431235233,0.00521194247749803,0.164816092626747,0.00368724395210522,0.200668504413534,1.21752980073361,0.0272384166055295,0.164772783510515,0.978,0.00463853425124791,0.796435409504901,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00784385144840307,0.00520544342374273,0.16461057450172,0.0036826461276363,0.200684442002249,1.21914672012855,0.0272745901136198,0.164715119530944,0.986,0.00371537346709587,0.796498730181788,"08b_pre_post_to_smd_g",1000
1,0.5,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00808596842465942,0.00503451410037984,0.159205314694339,0.00356172036597866,0.200608506975121,1.26006162143691,0.0281899329056727,0.159331003825561,0.991,0.00298646948753876,0.796198395159263,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00200578445149101,0.00505414872357445,0.15982621599728,0.00357561108828397,0.200619969623844,1.25523818712731,0.0280820236675456,0.159758874783078,0.987,0.00358203852575597,0.796243675849275,"08b_pre_post_to_smd_g",1000
0.5,0.8,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00036305840777179,0.00404676061391707,0.127969806854392,0.00286292369182982,0.200406854806489,1.56604795875419,0.0350354190091146,0.127906321213189,0.998,0.00141279864099595,0.795399987963176,"08b_pre_post_to_smd_g",1000
0.7,0.8,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00352133048278159,0.00349836993105903,0.110628170799928,0.00247495889032076,0.200307619462865,1.81063844782469,0.0405073652686954,0.110628899256625,1,0,0.795006937910077,"08b_pre_post_to_smd_g",1000
1,0.8,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-6.33429904570468e-05,0.00306728938610993,0.09699620702967,0.00216998638935854,0.200243087861904,2.06444245598853,0.0461854351659204,0.0969477174888553,1,0,0.794751119654974,"08b_pre_post_to_smd_g",1000
1.4,0.8,0.2,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00789337488284704,0.00349189718459151,0.110423484584386,0.00247037967722144,0.200296684818697,1.81389570862192,0.0405802362789445,0.110650160274857,1,0,0.794963717696625,"08b_pre_post_to_smd_g",1000
0.5,0.2,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00199265408705455,0.00734153896856723,0.232159846715557,0.00519384956335687,0.2014141149766,0.867566540149267,0.0194090845574087,0.232052293466095,0.918,0.00867617427210864,0.799379479198714,"08b_pre_post_to_smd_g",1000
0.7,0.2,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00433831553804593,0.00820954921248081,0.25960874074681,0.00580793261129031,0.201643001871839,0.776718847338413,0.0173766519196678,0.259515168257233,0.884,0.0101264011376204,0.800279064383571,"08b_pre_post_to_smd_g",1000
1,0.2,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0159340848623585,0.00788228286074695,0.249259670016682,0.00557640456174485,0.201579672490746,0.80871354951748,0.0180924331897428,0.249644042136257,0.884,0.0101264011376204,0.800033274654686,"08b_pre_post_to_smd_g",1000
1.4,0.2,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00426882618146277,0.00767098429581305,0.242577822701521,0.00542691915222532,0.201424739400781,0.830351007184295,0.0185765035474934,0.242494080223644,0.896,0.00965318600255895,0.799425178556696,"08b_pre_post_to_smd_g",1000
0.5,0.5,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,0.00952154398243939,0.00616875026340498,0.195073011491234,0.00436414776237255,0.200954644164804,1.03015092979089,0.0230464011437838,0.195207802436932,0.963,0.00596917079668525,0.797565935928024,"08b_pre_post_to_smd_g",1000
0.7,0.5,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00873578623890049,0.00656334769660781,0.207551277969005,0.00464330989921022,0.201028615854528,0.968573250050282,0.0216687933896525,0.207631330523099,0.946,0.00714730718522718,0.797858635866546,"08b_pre_post_to_smd_g",1000
1,0.5,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.0048569168584452,0.00641281218662031,0.202790927166049,0.00453681195699867,0.20096976825763,0.99101952472002,0.0221709584950389,0.202747689560436,0.958,0.00634318531969546,0.797627069367942,"08b_pre_post_to_smd_g",1000
1.4,0.5,0.5,0,50,0,"morris_dz","own",1000,1000,1000,1000,0,-0.00444513911367207,0.00637927578577449,0.201730413054078,0.00451308627473568,0.201001544003211,0.996386915389542,0.0222910370533238,0.201678515596376,0.955,0.00655553201502365,0.797752511141412,"08b_pre_post_to_smd_g",1000
