or	n	br	br_guess	method	bias_ci	bias_es	bias_var
or=0.5	n=100	br=0.7	guessed br=0.05	or = rr	0.361766666666667	0.445446123834466	0.972201439693606
or=0.5	n=100	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.959088564758938
or=0.5	n=100	br=0.7	guessed br=0.15	Grant	0.474533333333333	0.406030030790257	0.985955806138563
or=0.5	n=100	br=0.7	guessed br=0.15	metaumbrella	0.998766666666667	-0.0305778094827819	0.651136712753955
or=0.5	n=100	br=0.7	guessed br=0.15	or = rr	0.3603	0.444259435817797	0.979407102021537
or=0.5	n=100	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	0.969755765851871
or=0.5	n=100	br=0.7	guessed br=0.4	Grant	0.750591686389546	0.31107460670396	1.03579607519794
or=0.5	n=100	br=0.7	guessed br=0.4	metaumbrella	0.999033333333333	-0.0314462350480394	0.645930696048958
or=0.5	n=100	br=0.7	guessed br=0.4	or = rr	0.361333333333333	0.446923037502083	0.991368309596793
or=0.5	n=100	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.955483671527568
or=0.5	n=100	br=0.7	guessed br=0.7	Grant	0.982289778273602	0.0517043119635746	1.24923084031233
or=0.5	n=100	br=0.7	guessed br=0.7	metaumbrella	0.999033333333333	-0.0300045872599342	0.652417007011568
or=0.5	n=100	br=0.7	guessed br=0.7	or = rr	0.362833333333333	0.444832961216315	0.987746369940491
or=0.5	n=300	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0702808011196309	1.63340148525839
or=0.5	n=300	br=0.01	guessed br=0.01	Grant	1	0.00564352489050447	2.28711164843362
or=0.5	n=300	br=0.01	guessed br=0.01	metaumbrella	1	-0.00317876481351585	1.51945761135642
or=0.5	n=300	br=0.01	guessed br=0.01	or = rr	1	0.0050264592400975	2.21644177412524
or=0.5	n=300	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0669377616085283	1.61967413593581
or=0.5	n=300	br=0.01	guessed br=0.05	Grant	1	0.0105470205385609	2.1863183546486
or=0.5	n=300	br=0.01	guessed br=0.05	metaumbrella	1	-0.0032187492507752	1.50475639222784
or=0.5	n=300	br=0.01	guessed br=0.05	or = rr	1	0.00520922713831409	2.21114561852599
or=0.5	n=300	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0686258986258809	1.63853982287499
or=0.5	n=300	br=0.01	guessed br=0.15	Grant	1	0.0096126611842011	2.21163387831854
or=0.5	n=300	br=0.01	guessed br=0.15	metaumbrella	1	-0.003118645040012	1.52373171304254
or=0.5	n=300	br=0.01	guessed br=0.15	or = rr	1	0.00505770433442948	2.23862688561862
or=0.5	n=300	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0684782397163778	1.6078622075117
or=0.5	n=300	br=0.01	guessed br=0.4	Grant	1	-0.00723608313742844	1.39700646435943
or=0.5	n=300	br=0.01	guessed br=0.4	metaumbrella	1	-0.00317617028301887	1.50813263756155
or=0.5	n=300	br=0.01	guessed br=0.4	or = rr	1	0.00515765125605199	2.20509085874835
or=0.5	n=300	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0696920016245015	1.63232653053812
or=0.5	n=300	br=0.01	guessed br=0.7	Grant	1	-0.557015173675175	1.9520208241631
or=0.5	n=300	br=0.01	guessed br=0.7	metaumbrella	1	-0.00310040479403401	1.5154641234059
or=0.5	n=300	br=0.01	guessed br=0.7	or = rr	1	0.00494103795472284	2.22294659376455
or=0.5	n=300	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.0037566126174071	0.987516392956968
or=0.5	n=300	br=0.05	guessed br=0.01	Grant	1	0.0217559774520674	1.07909068214918
or=0.5	n=300	br=0.05	guessed br=0.01	metaumbrella	1	-0.0109380085307457	0.945713356403525
or=0.5	n=300	br=0.05	guessed br=0.01	or = rr	1	0.025428370978121	1.07136658868943
or=0.5	n=300	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.00410552912907985	0.988831986637464
or=0.5	n=300	br=0.05	guessed br=0.05	Grant	1	0.00700790184704984	1.0693322997092
or=0.5	n=300	br=0.05	guessed br=0.05	metaumbrella	1	-0.0109359413753826	0.944133628226179
or=0.5	n=300	br=0.05	guessed br=0.05	or = rr	1	0.0255155764679887	1.06779525764205
or=0.5	n=300	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.00393882944078936	0.994002270852853
or=0.5	n=300	br=0.05	guessed br=0.15	Grant	1	-0.0324319133699755	1.09710902386007
or=0.5	n=300	br=0.05	guessed br=0.15	metaumbrella	1	-0.0114309218415753	0.949084849755527
or=0.5	n=300	br=0.05	guessed br=0.15	or = rr	1	0.0253561182136616	1.07792352183773
or=0.5	n=300	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.00437759610836607	0.99149813837482
or=0.5	n=300	br=0.05	guessed br=0.4	Grant	1	-0.185411006452668	1.36071765817547
or=0.5	n=300	br=0.05	guessed br=0.4	metaumbrella	1	-0.0110174367605317	0.945920214995355
or=0.5	n=300	br=0.05	guessed br=0.4	or = rr	1	0.0254566354943096	1.07140128222354
or=0.5	n=300	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.00378636969173816	0.992547899316128
or=0.5	n=300	br=0.05	guessed br=0.7	Grant	1	-0.614859014267618	1.1560914021507
or=0.5	n=300	br=0.05	guessed br=0.7	metaumbrella	1	-0.011188727715924	0.951262719415558
or=0.5	n=300	br=0.05	guessed br=0.7	or = rr	1	0.0257192939136641	1.07831820132784
or=0.5	n=300	br=0.15	guessed br=0.01	Di Pietrantonj	1	-2.0486009007347e-05	0.947980118616788
or=0.5	n=300	br=0.15	guessed br=0.01	Grant	1	0.0741375549565888	0.947802858971901
or=0.5	n=300	br=0.15	guessed br=0.01	metaumbrella	1	-0.0259605980876726	0.70838875710889
or=0.5	n=300	br=0.15	guessed br=0.01	or = rr	1	0.0785157687505944	0.946745162216989
or=0.5	n=300	br=0.15	guessed br=0.05	Di Pietrantonj	1	-5.052474019899e-05	0.930881806325845
or=0.5	n=300	br=0.15	guessed br=0.05	Grant	1	0.0564407364642682	0.937264806157714
or=0.5	n=300	br=0.15	guessed br=0.05	metaumbrella	1	-0.0276181767713585	0.689122074238531
or=0.5	n=300	br=0.15	guessed br=0.05	or = rr	1	0.0791029160128568	0.93124164050091
or=0.5	n=300	br=0.15	guessed br=0.15	Di Pietrantonj	1	-3.2201615217708e-05	0.943982033471992
or=0.5	n=300	br=0.15	guessed br=0.15	Grant	1	0.0051378226622693	0.967180475050797
or=0.5	n=300	br=0.15	guessed br=0.15	metaumbrella	1	-0.0266699312366194	0.700934266401094
or=0.5	n=300	br=0.15	guessed br=0.15	or = rr	1	0.0783095599952482	0.942774861928187
or=0.5	n=300	br=0.15	guessed br=0.4	Di Pietrantonj	1	-1.79191131942973e-05	0.940494093294829
or=0.5	n=300	br=0.15	guessed br=0.4	Grant	1	-0.168136103843003	1.0631944693962
or=0.5	n=300	br=0.15	guessed br=0.4	metaumbrella	1	-0.026090886768697	0.704971604408261
or=0.5	n=300	br=0.15	guessed br=0.4	or = rr	1	0.0781122899007335	0.939625267961047
or=0.5	n=300	br=0.15	guessed br=0.7	Di Pietrantonj	1	-2.58783908384067e-05	0.957231445695568
or=0.5	n=300	br=0.15	guessed br=0.7	Grant	1	-0.575083057486939	0.767355722249706
or=0.5	n=300	br=0.15	guessed br=0.7	metaumbrella	1	-0.0253621074678386	0.717185783848048
or=0.5	n=300	br=0.15	guessed br=0.7	or = rr	1	0.0775164402895017	0.958267306156269
or=0.5	n=300	br=0.4	guessed br=0.01	Di Pietrantonj	1	0	0.978109752127709
or=0.5	n=300	br=0.4	guessed br=0.01	Grant	0.9358	0.2212881632465	0.977440412519082
or=0.5	n=300	br=0.4	guessed br=0.01	metaumbrella	0.997866666666667	-0.0243010312512501	0.657580692787862
or=0.5	n=300	br=0.4	guessed br=0.01	or = rr	0.929833333333333	0.225004903716098	0.977175331510815
or=0.5	n=300	br=0.4	guessed br=0.05	Di Pietrantonj	1	0	0.979751563696971
or=0.5	n=300	br=0.4	guessed br=0.05	Grant	0.961333333333333	0.205662125744678	0.982601795665833
or=0.5	n=300	br=0.4	guessed br=0.05	metaumbrella	0.998033333333333	-0.0235437281843209	0.670431205530367
or=0.5	n=300	br=0.4	guessed br=0.05	or = rr	0.928866666666667	0.224822726957975	0.980896377484065
or=0.5	n=300	br=0.4	guessed br=0.15	Di Pietrantonj	1	0	0.991834790224775
or=0.5	n=300	br=0.4	guessed br=0.15	Grant	0.9918	0.161601758631496	0.998066648906889
or=0.5	n=300	br=0.4	guessed br=0.15	metaumbrella	0.998333333333333	-0.0235042191357407	0.678005273942162
or=0.5	n=300	br=0.4	guessed br=0.15	or = rr	0.9314	0.22431211006246	0.992023040316648
or=0.5	n=300	br=0.4	guessed br=0.4	Di Pietrantonj	1	0	0.985863054547713
or=0.5	n=300	br=0.4	guessed br=0.4	Grant	1	0.00708407405829539	1.01476474453092
or=0.5	n=300	br=0.4	guessed br=0.4	metaumbrella	0.998233333333333	-0.0230022919687286	0.682996805497067
or=0.5	n=300	br=0.4	guessed br=0.4	or = rr	0.932366666666667	0.22351441760407	0.984851777989976
or=0.5	n=300	br=0.4	guessed br=0.7	Di Pietrantonj	1	0	0.997547904717795
or=0.5	n=300	br=0.4	guessed br=0.7	Grant	1	-0.382648647018909	1.17610863679979
or=0.5	n=300	br=0.4	guessed br=0.7	metaumbrella	0.998433333333333	-0.0230850063232768	0.688450937326549
or=0.5	n=300	br=0.4	guessed br=0.7	or = rr	0.9281	0.224802494113684	0.996955277784851
or=0.5	n=300	br=0.7	guessed br=0.01	Di Pietrantonj	1	0	0.990680701826677
or=0.5	n=300	br=0.7	guessed br=0.01	Grant	0.0667666666666667	0.433117617516312	0.99637135397067
or=0.5	n=300	br=0.7	guessed br=0.01	metaumbrella	0.999366666666667	-0.0146379263041023	0.723816784041005
or=0.5	n=300	br=0.7	guessed br=0.01	or = rr	0.0646333333333333	0.435422462224238	0.996285678648683
or=0.5	n=300	br=0.7	guessed br=0.05	Di Pietrantonj	1	0	0.993648705968418
or=0.5	n=300	br=0.7	guessed br=0.05	Grant	0.0757333333333333	0.424618468636672	1.00062425498948
or=0.5	n=300	br=0.7	guessed br=0.05	metaumbrella	0.9994	-0.0155012518541021	0.715274549470301
or=0.5	n=300	br=0.7	guessed br=0.05	or = rr	0.0637	0.436583881400477	1.00012612416055
or=0.5	n=300	br=0.7	guessed br=0.15	Di Pietrantonj	1	0	0.980985056085199
or=0.5	n=300	br=0.7	guessed br=0.15	Grant	0.113933333333333	0.397476231062013	0.993372542557936
or=0.5	n=300	br=0.7	guessed br=0.15	metaumbrella	0.9992	-0.015175326372289	0.708993757311626
or=0.5	n=300	br=0.7	guessed br=0.15	or = rr	0.0646666666666667	0.436978806333199	0.991461472051974
or=0.5	n=300	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	1.00076012406845
or=0.5	n=300	br=0.7	guessed br=0.4	Grant	0.4471	0.294259067297225	1.01580945102521
or=0.5	n=300	br=0.7	guessed br=0.4	metaumbrella	0.999333333333333	-0.0151503862920264	0.717782280803803
or=0.5	n=300	br=0.7	guessed br=0.4	or = rr	0.064	0.434911320468764	1.00325679947217
or=0.5	n=300	br=0.7	guessed br=0.7	Di Pietrantonj	1	0	0.990955502687205
or=0.5	n=300	br=0.7	guessed br=0.7	Grant	0.995233333333333	0.0150700208860702	1.07437733721908
or=0.5	n=300	br=0.7	guessed br=0.7	metaumbrella	0.999333333333333	-0.015234371695369	0.718825799632539
or=0.5	n=300	br=0.7	guessed br=0.7	or = rr	0.0672333333333333	0.434642714755829	1.00223713552557
or=0.75	n=25	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0444497556082633	2.83404087200819
or=0.75	n=25	br=0.01	guessed br=0.01	Grant	1	0.00567281326466694	7.20798042514219
or=0.75	n=25	br=0.01	guessed br=0.01	metaumbrella	1	-0.00773080559303441	1.41940205802575
or=0.75	n=25	br=0.01	guessed br=0.01	or = rr	1	0.00247134909095687	5.70753630692435
or=0.75	n=25	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0451099308710336	2.8041486618432
or=0.75	n=25	br=0.01	guessed br=0.05	Grant	1	0.0210651973638183	6.95783648411143
or=0.75	n=25	br=0.01	guessed br=0.05	metaumbrella	1	-0.0186236419503436	1.31733700539056
or=0.75	n=25	br=0.01	guessed br=0.05	or = rr	1	0.0026985094276904	5.67500594885577
or=0.75	n=25	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0455882734657812	2.82928063903526
or=0.75	n=25	br=0.01	guessed br=0.15	Grant	1	0.0816281205773265	3.11178390294607
or=0.75	n=25	br=0.01	guessed br=0.15	metaumbrella	1	-0.00675729004677055	1.44191186666669
or=0.75	n=25	br=0.01	guessed br=0.15	or = rr	1	0.00223006976224299	5.67791556335179
or=0.75	n=25	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0459196257515072	2.79435111755786
or=0.75	n=25	br=0.01	guessed br=0.4	Grant	1	0.0969314756073397	2.09301925840595
or=0.75	n=25	br=0.01	guessed br=0.4	metaumbrella	1	-0.0157802655699653	1.40802846117176
or=0.75	n=25	br=0.01	guessed br=0.4	or = rr	1	0.00271053656812951	5.6519800937365
or=0.75	n=25	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0457277225952337	2.8215943420028
or=0.75	n=25	br=0.01	guessed br=0.7	Grant	1	-0.342856743781974	5.76334645095159
or=0.75	n=25	br=0.01	guessed br=0.7	metaumbrella	1	-0.0113836596756803	1.39882553766959
or=0.75	n=25	br=0.01	guessed br=0.7	or = rr	1	0.00248542904229937	5.68962895868814
or=0.75	n=25	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.137273723886877	1.69265695259763
or=0.75	n=25	br=0.05	guessed br=0.01	Grant	1	0.0171058951139455	3.40902509079065
or=0.75	n=25	br=0.05	guessed br=0.01	metaumbrella	1	-0.0112485871598832	1.34261625510686
or=0.75	n=25	br=0.05	guessed br=0.01	or = rr	1	0.0130271874151407	2.97082083334416
or=0.75	n=25	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.139867276381666	1.67727118968547
or=0.75	n=25	br=0.05	guessed br=0.05	Grant	1	0.0384358279603622	3.01571594671276
or=0.75	n=25	br=0.05	guessed br=0.05	metaumbrella	1	-0.0131747430348188	1.32521660030288
or=0.75	n=25	br=0.05	guessed br=0.05	or = rr	1	0.0128992111106916	2.94249111394611
or=0.75	n=25	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.138167806997718	1.69647872513775
or=0.75	n=25	br=0.05	guessed br=0.15	Grant	1	0.118326917213389	2.05613758373302
or=0.75	n=25	br=0.05	guessed br=0.15	metaumbrella	1	-0.0145888874136403	1.36183807146572
or=0.75	n=25	br=0.05	guessed br=0.15	or = rr	1	0.0119176183620108	2.95626926442814
or=0.75	n=25	br=0.05	guessed br=0.4	Di Pietrantonj	1	-0.138974110037652	1.65076060655341
or=0.75	n=25	br=0.05	guessed br=0.4	Grant	1	0.0503631569696066	1.78885618467035
or=0.75	n=25	br=0.05	guessed br=0.4	metaumbrella	1	-0.0146745486731186	1.31343634976751
or=0.75	n=25	br=0.05	guessed br=0.4	or = rr	1	0.0135744756508095	2.89677023216127
or=0.75	n=25	br=0.05	guessed br=0.7	Di Pietrantonj	1	-0.13929738119566	1.65869058254234
or=0.75	n=25	br=0.05	guessed br=0.7	Grant	1	-0.27576069468458	3.21211233608825
or=0.75	n=25	br=0.05	guessed br=0.7	metaumbrella	1	-0.0138523123878349	1.34801882938247
or=0.75	n=25	br=0.05	guessed br=0.7	or = rr	1	0.0126848585938831	2.91265937971292
or=0.75	n=25	br=0.15	guessed br=0.01	Di Pietrantonj	1	-0.126107943537424	1.14310487447341
or=0.75	n=25	br=0.15	guessed br=0.01	Grant	0.999862999623249	0.0432943470215139	1.72174814621127
or=0.75	n=25	br=0.15	guessed br=0.01	metaumbrella	1	-0.0199145419011695	1.07621959952406
or=0.75	n=25	br=0.15	guessed br=0.01	or = rr	0.999866666666667	0.0401843502388325	1.63896935400477
or=0.75	n=25	br=0.15	guessed br=0.05	Di Pietrantonj	1	-0.127796291683243	1.14282275019729
or=0.75	n=25	br=0.15	guessed br=0.05	Grant	1	0.0600132023123635	1.59226647464834
or=0.75	n=25	br=0.15	guessed br=0.05	metaumbrella	1	-0.0205052536318447	1.08429188432075
or=0.75	n=25	br=0.15	guessed br=0.05	or = rr	0.999933333333333	0.0413348027082943	1.65287590957699
or=0.75	n=25	br=0.15	guessed br=0.15	Di Pietrantonj	1	-0.127081143356021	1.13816058598703
or=0.75	n=25	br=0.15	guessed br=0.15	Grant	1	0.122353892131016	1.40557416654977
or=0.75	n=25	br=0.15	guessed br=0.15	metaumbrella	1	-0.0191003673917375	1.07217380481876
or=0.75	n=25	br=0.15	guessed br=0.15	or = rr	0.9999	0.0399855750971787	1.64397653969332
or=0.75	n=25	br=0.15	guessed br=0.4	Di Pietrantonj	1	-0.125195132291837	1.17126101614773
or=0.75	n=25	br=0.15	guessed br=0.4	Grant	1	0.0825062177576311	1.37294907149891
or=0.75	n=25	br=0.15	guessed br=0.4	metaumbrella	1	-0.0176092811599217	1.08950125356956
or=0.75	n=25	br=0.15	guessed br=0.4	or = rr	1	0.0383557286381841	1.66579263423048
or=0.75	n=25	br=0.15	guessed br=0.7	Di Pietrantonj	1	-0.129847067642525	1.12644221171413
or=0.75	n=25	br=0.15	guessed br=0.7	Grant	1	-0.245947130006968	1.37320530826655
or=0.75	n=25	br=0.15	guessed br=0.7	metaumbrella	1	-0.0217187773381614	1.06859629532158
or=0.75	n=25	br=0.15	guessed br=0.7	or = rr	0.999933333333333	0.0398880469939764	1.61199620400805
or=0.75	n=25	br=0.4	guessed br=0.01	Di Pietrantonj	1	-0.0182583840838124	0.911462325386802
or=0.75	n=25	br=0.4	guessed br=0.01	Grant	0.970166705642602	0.115676590870045	1.04971571399416
or=0.75	n=25	br=0.4	guessed br=0.01	metaumbrella	1	-0.03109179537841	0.689180007165867
or=0.75	n=25	br=0.4	guessed br=0.01	or = rr	0.967466666666667	0.115442941624944	1.02446827719671
or=0.75	n=25	br=0.4	guessed br=0.05	Di Pietrantonj	1	-0.0171742001379622	0.926605731539408
or=0.75	n=25	br=0.4	guessed br=0.05	Grant	0.977274275979557	0.118881529337398	1.05364896594233
or=0.75	n=25	br=0.4	guessed br=0.05	metaumbrella	1	-0.0320274456884149	0.696827145770927
or=0.75	n=25	br=0.4	guessed br=0.05	or = rr	0.9671	0.11712912676758	1.03865783636346
or=0.75	n=25	br=0.4	guessed br=0.15	Di Pietrantonj	1	-0.0176833597370706	0.910001056447439
or=0.75	n=25	br=0.4	guessed br=0.15	Grant	0.985968126030409	0.13027742595768	0.951290386192202
or=0.75	n=25	br=0.4	guessed br=0.15	metaumbrella	1	-0.0306027519614988	0.683972986097242
or=0.75	n=25	br=0.4	guessed br=0.15	or = rr	0.967566666666667	0.114221746851369	1.02119813857306
or=0.75	n=25	br=0.4	guessed br=0.4	Di Pietrantonj	1	-0.0190943574731897	0.913221679798225
or=0.75	n=25	br=0.4	guessed br=0.4	Grant	0.989679667604879	0.143471690404867	1.24583236094472
or=0.75	n=25	br=0.4	guessed br=0.4	metaumbrella	1	-0.0313781916662219	0.693489770196421
or=0.75	n=25	br=0.4	guessed br=0.4	or = rr	0.969	0.115225618353782	1.03559386514747
or=0.75	n=25	br=0.4	guessed br=0.7	Di Pietrantonj	1	-0.0177543570871928	0.926450917636258
or=0.75	n=25	br=0.4	guessed br=0.7	Grant	0.996258992805755	-0.0215310619523034	0.767894739121302
or=0.75	n=25	br=0.4	guessed br=0.7	metaumbrella	1	-0.030529771361917	0.69853010065344
or=0.75	n=25	br=0.4	guessed br=0.7	or = rr	0.9682	0.113459161361368	1.04437027163169
or=0.75	n=25	br=0.7	guessed br=0.01	Di Pietrantonj	1	-5.34974997685364e-05	1.0672933133611
or=0.75	n=25	br=0.7	guessed br=0.01	Grant	0.630788778546829	0.210119052428068	0.952789700559201
or=0.75	n=25	br=0.7	guessed br=0.01	metaumbrella	1	0.0013910587003491	0.808674913700184
or=0.75	n=25	br=0.7	guessed br=0.01	or = rr	0.621531260448011	0.210546276829991	0.951924179851019
or=0.75	n=25	br=0.7	guessed br=0.05	Di Pietrantonj	1	-6.8799704893483e-05	1.0841437870078
or=0.75	n=25	br=0.7	guessed br=0.05	Grant	0.671482075976458	0.210799255195404	0.960196691000703
or=0.75	n=25	br=0.7	guessed br=0.05	metaumbrella	1	9.5609007089315e-05	0.823820070423042
or=0.75	n=25	br=0.7	guessed br=0.05	or = rr	0.623145797140184	0.212927589873362	0.957140178241411
or=0.75	n=25	br=0.7	guessed br=0.15	Di Pietrantonj	1	1.03861681625718e-06	1.06681531293801
or=0.75	n=25	br=0.7	guessed br=0.15	Grant	0.719572977705934	0.209104218833983	0.964019100559239
or=0.75	n=25	br=0.7	guessed br=0.15	metaumbrella	1	0.00173303385368046	0.81312644062104
or=0.75	n=25	br=0.7	guessed br=0.15	or = rr	0.624410791294755	0.214653217233449	0.954205586971377
or=0.75	n=25	br=0.7	guessed br=0.4	Di Pietrantonj	1	0	1.0827455102128
or=0.75	n=25	br=0.7	guessed br=0.4	Grant	0.811044552602022	0.213538322522369	1.0317219749909
or=0.75	n=25	br=0.7	guessed br=0.4	metaumbrella	1	0.000428789201397462	0.826912273984205
or=0.75	n=25	br=0.7	guessed br=0.4	or = rr	0.622176179655126	0.219770528813958	0.97052717847249
or=0.75	n=25	br=0.7	guessed br=0.7	Di Pietrantonj	1	-4.53055408176289e-05	1.06560976089103
or=0.75	n=25	br=0.7	guessed br=0.7	Grant	0.846685359503305	0.262294902183289	0.718147914330068
or=0.75	n=25	br=0.7	guessed br=0.7	metaumbrella	1	0.000142342177743381	0.815490263845592
or=0.75	n=25	br=0.7	guessed br=0.7	or = rr	0.614651916714014	0.215196197771401	0.949324165423619
or=0.75	n=50	br=0.01	guessed br=0.01	Di Pietrantonj	1	-0.0657259650996991	2.63616266677882
or=0.75	n=50	br=0.01	guessed br=0.01	Grant	1	0.00610055776289322	5.03669152112829
or=0.75	n=50	br=0.01	guessed br=0.01	metaumbrella	1	-0.0053690823502063	1.54463024987306
or=0.75	n=50	br=0.01	guessed br=0.01	or = rr	1	0.00264237150310438	4.76441531223157
or=0.75	n=50	br=0.01	guessed br=0.05	Di Pietrantonj	1	-0.0672014209976767	2.5517237200183
or=0.75	n=50	br=0.01	guessed br=0.05	Grant	1	0.0243243091064536	4.04249335468302
or=0.75	n=50	br=0.01	guessed br=0.05	metaumbrella	1	-0.00454310687164102	1.4768883230461
or=0.75	n=50	br=0.01	guessed br=0.05	or = rr	1	0.00256943042217605	4.59654260573689
or=0.75	n=50	br=0.01	guessed br=0.15	Di Pietrantonj	1	-0.0670326228216522	2.61452652032816
or=0.75	n=50	br=0.01	guessed br=0.15	Grant	1	0.0540777530412428	3.69501158775851
or=0.75	n=50	br=0.01	guessed br=0.15	metaumbrella	1	-0.00193690842917858	1.52729095780526
or=0.75	n=50	br=0.01	guessed br=0.15	or = rr	1	0.00228598854433592	4.6914977028648
or=0.75	n=50	br=0.01	guessed br=0.4	Di Pietrantonj	1	-0.0659952413604539	2.60065420685609
or=0.75	n=50	br=0.01	guessed br=0.4	Grant	1	0.40633374444943	1.07549347354498
or=0.75	n=50	br=0.01	guessed br=0.4	metaumbrella	1	-0.00274639000998312	1.53466215163645
or=0.75	n=50	br=0.01	guessed br=0.4	or = rr	1	0.00253214036771214	4.68314499960907
or=0.75	n=50	br=0.01	guessed br=0.7	Di Pietrantonj	1	-0.0669105236837885	2.60773655216451
or=0.75	n=50	br=0.01	guessed br=0.7	Grant	1	-0.376244602112269	2.48908150285601
or=0.75	n=50	br=0.01	guessed br=0.7	metaumbrella	1	-0.00405420796457718	1.55248380701306
or=0.75	n=50	br=0.01	guessed br=0.7	or = rr	1	0.00250225535957129	4.70547616533915
or=0.75	n=50	br=0.05	guessed br=0.01	Di Pietrantonj	1	-0.115989962664476	1.51036777195509
or=0.75	n=50	br=0.05	guessed br=0.01	Grant	1	0.0164026161717659	2.23851384495311
or=0.75	n=50	br=0.05	guessed br=0.01	metaumbrella	1	-0.0121806691206303	1.27501856639429
or=0.75	n=50	br=0.05	guessed br=0.01	or = rr	1	0.0124144405369064	2.09371615782186
or=0.75	n=50	br=0.05	guessed br=0.05	Di Pietrantonj	1	-0.113860349787517	1.50703062398031
or=0.75	n=50	br=0.05	guessed br=0.05	Grant	1	0.0379901666552107	1.96584486249483
or=0.75	n=50	br=0.05	guessed br=0.05	metaumbrella	1	-0.0122210672332805	1.2773825827233
or=0.75	n=50	br=0.05	guessed br=0.05	or = rr	1	0.0134293365013458	2.09589561669992
or=0.75	n=50	br=0.05	guessed br=0.15	Di Pietrantonj	1	-0.115043008814447	1.51015727503838
or=0.75	n=50	br=0.05	guessed br=0.15	Grant	1	0.0699534882041081	2.16791248871954
or=0.75	n=50	br=0.05	guessed br=0.15	metaumbrella	1	-0.0119928635926546	1.26305852393056
