"rho","n","p_exp","p_case","dgm","method","target","n_sim","n_valid","nonest_rate","bias","bias_mcse","emp_se","emp_se_mcse","mod_se","se_ratio","se_ratio_mcse","rmse","coverage","coverage_mcse","ci_width","study","nrep"
0.75,50,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00510715032943694,0.00407702979900312,0.128927002532284,0.0028843379476712,0.138250225462837,1.07231396641072,0.023989667054904,0.128963687891069,0.94,0.00750999334220744,0.52099302675998,"09a_or_to_cor_CONT",1000
0,100,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00149273074403464,0.00523950473634176,0.1656876877808,0.00370674316428315,0.163419655738257,0.986311402658096,0.022065629007354,0.165611550676092,0.935,0.0077958322198467,0.640147608673999,"09a_or_to_cor_CONT",1000
0.1,100,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0014121689865609,0.00533059420244563,0.168568189618169,0.00377118537262333,0.162438786810031,0.963638437228151,0.0215583924060884,0.168489802474341,0.935,0.0077958322198467,0.636124255857753,"09a_or_to_cor_CONT",1000
0.25,100,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00509087274774837,0.00516360993120019,0.163287683312579,0.00365305057990359,0.157023463345087,0.961636910755226,0.0215136145190226,0.163285399345445,0.926,0.00827792244467173,0.614010770485405,"09a_or_to_cor_CONT",1000
0.5,100,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.000220769688138003,0.00444295929251406,0.140498709157547,0.00314321864669473,0.135454430442461,0.964097330535403,0.0215686587068171,0.140428615769427,0.925,0.00832916562447884,0.526390769354507,"09a_or_to_cor_CONT",1000
0.75,100,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00408456380675256,0.00306729986926852,0.0969965385362523,0.00216999380578021,0.0967706015747102,0.997670669851197,0.0223197570393354,0.0970340343437193,0.902,0.00940191469861325,0.369972944407797,"09a_or_to_cor_CONT",1000
0,300,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0028887794116958,0.00311477967377292,0.0984979817871867,0.00220358389676104,0.0949648687890856,0.964130097551291,0.0215693917661879,0.0984910940655157,0.935,0.0077958322198467,0.372202550609511,"09a_or_to_cor_CONT",1000
0.1,300,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,0.0037017651017505,0.0030535283922668,0.0965610461955517,0.00216025102839819,0.0943479034799891,0.977080377618521,0.0218591137289825,0.0965837184602334,0.942,0.00739161687318817,0.369738885112795,"09a_or_to_cor_CONT",1000
0.25,300,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,0.000753315228109553,0.00289156889690109,0.0914394372550804,0.002045671066637,0.0909054902464853,0.994160648571079,0.0222412313047994,0.0913968106591973,0.942,0.00739161687318817,0.356089155915431,"09a_or_to_cor_CONT",1000
0.5,300,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.000407934088353271,0.00243881529424439,0.0771221112226602,0.00172536573126593,0.0784370837589399,1.01705052565902,0.0227533206251552,0.0770846199291491,0.943,0.00733150734842434,0.30664305300164,"09a_or_to_cor_CONT",1000
0.75,300,0.5,0.3,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,1.90350015465198e-05,0.0016589251759449,0.0524598202378147,0.00117362420026828,0.0549684952800587,1.0478208852198,0.0234417110631663,0.0524335872220825,0.941,0.00745110730026082,0.213908560449672,"09a_or_to_cor_CONT",1000
0,25,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,0.000942938982837465,0.0107455891427487,0.339805364914619,0.0076020809418886,0.316492457284108,0.931393350318735,0.0208370095617499,0.339636728686192,0.878,0.0103496859855746,1.23004092041181,"09a_or_to_cor_CONT",1000
0.1,25,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0158400564992834,0.0103666959057217,0.327823708724227,0.00733402890509944,0.317787063763661,0.969384017404889,0.0216869317702996,0.32804241037952,0.903,0.00935900635751467,1.23361154804206,"09a_or_to_cor_CONT",1000
0.25,25,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0180806221289647,0.00990889460445873,0.313346760446428,0.00701015252184396,0.307696197517881,0.981967061282213,0.0219684379733426,0.313711515546624,0.903,0.00935900635751467,1.19137155265799,"09a_or_to_cor_CONT",1000
0.5,25,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0124712715513636,0.00817900517076784,0.258642853339208,0.00578632390521474,0.271501035672527,1.04971404454952,0.0234840645747537,0.258814145811181,0.923,0.00843036179532053,1.03228070819602,"09a_or_to_cor_CONT",1000
0.75,25,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.0440955445591902,0.00556080006333385,0.175847938129435,0.00393404694908239,0.210976813253803,1.19976847893724,0.0268410626497883,0.181207041521572,0.95,0.00689202437604511,0.779675379832973,"09a_or_to_cor_CONT",1000
0,50,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,2.01309784381509e-05,0.00771458471138271,0.243956588902821,0.00545776472838288,0.228431402479701,0.936360864476164,0.0209481421352872,0.243834580929545,0.906,0.00922843432007835,0.893050043929717,"09a_or_to_cor_CONT",1000
0.1,50,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00413151632337637,0.00723616328426826,0.228827574991722,0.00511930041852118,0.228669245008894,0.999308081716841,0.0223563890022856,0.228750445780212,0.919,0.00862780389206894,0.893851417538834,"09a_or_to_cor_CONT",1000
0.25,50,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.000747383223587592,0.0072942054091806,0.230663028141312,0.00516036293503481,0.218928935796841,0.949128855027076,0.0212337859409925,0.230548879200162,0.915,0.00881901355027874,0.853531829193489,"09a_or_to_cor_CONT",1000
0.5,50,0.3,0.5,"CONT","2x2_tetrachoric (r)","own",1000,1000,0,-0.00111638971210352,0.00632119581629912,0.199893763154325,0.00447199698468478,0.190801824851209,0.954516148179686,0.0213543097550121,0.199796910280011,0.903,0.00935900635751467,0.735112232727581,"09a_or_to_cor_CONT",1000
